,context,question,answerA,answerB,answerC,correct
2850,Austin sentou-se depois de um longo dia e entrou no computador. Austin recebeu um e-mail.,Como Austin se sentiria depois?,feliz,Alguém que verifica seu computador,triste,A
2851,"O Jordan queria mostrar ao Sasha um lugar secreto, por isso levou-a longe para lá chegar.",Como se sentiria Sasha?,tão calmo,como perturbado,- É bom.,C
2852,"Ash estava animado com a chegada do bebê, mas não tinha certeza de como segurá-lo.",Porque é que a Robin fez isto?,bond melhor,Medo de segurar o bebê,fazer Ash segurar o bebê para que ele possa soltá-lo,B
2853,"Taylor e Quinn não se conheciam há muito tempo, mas começaram uma rápida amizade.",O que vai acontecer com Quinn?,ser feliz,Tenha medo,Ignorar Taylor,A
2854,"Lee era o melhor designer de interiores da cidade, e ele criou exatamente a atmosfera que Riley queria.",Como Lee se sentiria depois?,Sentiu-se como um fracasso,"Sentindo-se mal, ele fez um trabalho ruim","Sentiu-se bem, fez bem o seu trabalho",C
2855,Addison era um artista de desenho que gostava de usar lápis o tempo todo.,O que é necessário para Addison?,desenho do estudo na escola,estudo da matemática na escola,que gostava de lápis,A
2856,"Carson estava a atrair novos empregados para o negócio e usou Jordan, o seu principal empregado, como exemplo de como alguém pode ser bem sucedido.",O que vai querer fazer a seguir?,Vai cortar o cabelo.,Obrigado Carson .,Ignorar os novos empregados,B
2857,Cameron agradou a todos os membros da platéia com sua coreografia e rotina de dança.,O que acontecerá aos pais deles?,Celebrar,Vai comprar o estúdio de dança.,vai juntar-se à equipa de dança,A
2858,A Sydney tinha a pele do Ash porque não quer que ninguém passe tempo com ele.,Como descreveria Sydney?,alguém possessivo,sentir-se deprimido,culpado,A
2859,A Quinn comprou o que a Jan precisava e deixou-o na cama dela.,O que vai acontecer ao Quinn?,ser atacado,ser ignorado,ser agradecido por Jan,C
2860,O Remy encontrou uma data para o baile de finalistas no último minuto.,Como se sentiriam os Outros?,Estou feliz pelo Remy.,excluído de Remy,Não é desejado por Remy.,A
2861,Alex causava desconfiança nos humanos porque não gostavam do modo como as pessoas se comportavam.,Como se sentiriam os Outros?,feliz,perfeito,desanimado,C
2862,Jordan achou o cabelo de Jan mais atraente do que o habitual.,O que vai o Jan querer fazer a seguir?,Estava a desenvolver uma paixão pela Jan.,Ouvir um elogio,Gostava do visual antiquado.,B
2863,A Robin fez o traseiro da Cameron vermelho depois de ela sair de casa.,O que é que a Cameron vai querer fazer a seguir?,forte,Esconde-te.,em controlo,B
2864,"Cameron deu satisfação à Robin na relação deles, então ela pediu a Robin em casamento.",O que vai querer fazer a seguir?,Entendo Robin completamente.,Casem-se a seguir.,- Vamos separar-nos .,B
2865,"Quinn estava determinada a parar de fumar, e a amiga dele, Riley, ofereceu-lhes um cigarro, levando Quinn ao erro.",Como se sentiria o Quinn?,culpado/mau,Estou chateada com o Riley.,Agradecido ao Riley.,B
2866,"Casey pediu a Aubrey para aceitar a ajuda deles no trabalho de casa de Aubrey, e Aubrey aceitou.",Como se sentiria o Aubrey?,Preocupado com o Aubrey.,Agradecido,inveja,B
2867,Ash recebeu uma oferta de emprego de outra empresa que pagou mais dinheiro.,O que os outros vão querer fazer a seguir?,demote Ash,fogo Ash,Ofereça uma promoção,C
2868,"Sasha pegou o frisbee com a perna no parque, apesar de não ter mãos.",Como se sentiriam os outros no parque?,Surpreendidos e excitados.,irritado e nervoso,humilhado pelas pernas dele,A
2869,Jordan tratou a situação com classe e graça.,O que é que a Jordan precisa de fazer antes disto?,Certifique-se que ela tinha todas as informações,pedir a opinião dos outros sobre como lidar com a situação,Queria manter a equipa feliz.,A
2870,A Taylor estava entusiasmada com a festa de hoje e trouxe os amigos.,O que é que a Taylor vai querer fazer a seguir?,usar calças de treino,Vai para a cama.,Veste-te bem .,C
2871,"Era o aniversário da mãe da Sydney, ela deu-lhe muitos presentes hoje.",O que a família vai querer fazer a seguir?,Deseja-lhe feliz aniversário .,Mostrar o amor dela pela mãe.,Não vamos comemorar.,A
2872,O Remy passou rapidamente pelo amigo no corredor da escola.,Como é que o Remy se sentiria depois?,Como se tivessem para onde ir.,A correr para a aula.,Como se tivessem ido à aula.,B
2873,Austin colocou seu melhor pé para a frente quando perguntado por Justin.,O que Austin precisa fazer antes disso?,Coloque em maquiagem agradável,comer cebola e alho,pula escovando os dentes,A
2874,A Bailey descobriu que o Corpo de Bombeiros local não tinha financiamento e decidiu fazer algo a respeito.,Como você descreveria Bailey?,Compassivo,Preocupado que o financiamento diminuiria para outro serviço,Incentivado a ajudar a aumentar o financiamento pelas decisões de Bailey,A
2875,A Quinn contou à Addison parte do plano para ela poder começar.,O que é que a Addison vai querer fazer a seguir?,Quero começar imediatamente.,ser excluído,Faça perguntas,A
2876,"Remy segurou o colar, arredondado o pescoço e fechou o fecho com cuidado.",Como você descreveria Remy?,timidez,Gentileza,um trabalhador duro,B
2877,"A Jan precisava de ir embora depressa, estavam em sarilhos.",Como se sentiria Jan depois?,em pânico,Eles precisavam fugir .,A correr,C
2878,Lee chamou uma espada de espada enquanto citava uma canção country.,Porque é que o Lee fez isto?,Fazer as pessoas odiá-lo,Acho que ele era esperto .,Ouça outra canção country,B
2879,Ash jogou os ossos restantes de lado para que seu cão comesse mais tarde na noite.,Por que Ash fez isso?,Seja gentil,Pratos limpos,Coma a carne,A
2880,A Robin fez desejos de morte à Tracy várias vezes naquele dia.,Porque é que a Robin fez isto?,Dêem mais desejos de morte à Tracy.,magoar a Tracy.,Sê gentil .,B
2881,"Eu queria ser um bom pai, por isso, castiguei a Sasha, e ela aprendeu a minha lição.",Como descreveria a Sasha?,punido,irritado,inteligente,A
2882,"O Jesse estava à procura de um item raro, mas finalmente o encontrou na Internet e comprou-o.",O que precisava Jesse de fazer antes de enviar o pedido online?,Tinha de preencher o endereço da escola.,necessários para preencher informações de cartão de crédito,Queria um item raro.,B
2883,Sasha adorava livros e freqentemente ia à biblioteca.,Como você descreveria Sasha?,bastante curioso,muito teimosa,não inteligente,A
2884,Skylar conheceu Alex pela última vez na cafetaria onde se conhecia reunir.,Como descreveria o Skylar?,triste,em movimento,decepção,B
2885,Taylor chegou à festa de aniversário e deu presentes ao filho de Lee.,O que vai acontecer com a Taylor?,Amado,ser convidado a sair,Celebrem o aniversário do filho.,C
2886,"Aubrey sabia que Kendall não gostava de multidões, mas queria ir a um concerto com ela.",O que é que a Kendall vai querer fazer a seguir?,Compra um bilhete para o concerto.,Faz outros planos na noite do concerto.,Ignora os telefonemas do Aubrey.,A
2887,Addison gostava muito da Aubrey e decidiu dar-lhe um beijo.,Como se sentiria a Addison depois?,Eles também os amavam .,- Não sei.,Feliz por terem feito isso.,C
2888,Ash gritou para o filho ir à loja e deu uma lista e dinheiro.,Porque é que o Ash fez isto?,"Não podiam ir sozinhos, pois não estavam a tomar conta dos filhos.","Não podiam ir sozinhos, porque estavam a tomar conta dos bebés.",O Ashe não precisava de nada para o jantar .,B
2889,"O Lee preparou-se para o aniversário do Kendall, apanhando um bolo e um galão de ponche.",O que Lee vai querer fazer a seguir?,entediada,Preguiçosa,Orgulha-te,C
2890,A Robin pediu ao Remy o número do Alex e o Remy deu-lhe.,O que vai querer fazer a seguir?,Peça ao Alex para sair.,magoar o Remy.,- Acabar com o Alex.,A
2891,A Alex deu ao Jesse um pacote de experiências agradáveis de massagem para o aniversário dela.,Como se sentiria o Alex depois?,Estou feliz que Jesse tenha gostado do presente.,Agradeço a massagem .,Como se o Jesse não merecesse um presente.,A
2892,"O Quinn não queria abrir a boca para o dentista ver lá dentro, por isso o Kai abriu a boca do Quinn.",Como é que o Kai se sentiria depois?,Comandante,feliz,Um pouco de remorso .,A
2893,Ash estava a comportar-se de forma imprópria no bar e tocou noutro cliente.,O que vai acontecer ao Ash?,fazer muitos amigos,Ser expulso do bar.,separar cinzas de outras,B
2894,Quinn olhou Bailey nos olhos e disse que sentia muito por suas ações.,O que é que o Quinn precisa de fazer antes disto?,Sentia-se culpado,Você precisa conhecer Bailey,Sentindo remorso,C
2895,O pai da Robin foi morto e eles queriam vingar-se deles.,Como é que isso faria os outros se sentirem?,Uma pessoa muito vingativa.,Simpatia pelo Robin e pelo que eles estão a passar.,exagerando completamente os seus sentimentos completamente,B
2896,A Riley foi à loja e comprou um anel para o namorado que ela amava.,O que acontecerá aos Outros?,ir a uma lavandaria,Receber o anel,Vai para a cama.,B
2897,Ash comprou comida numa loja porque estava com muita fome.,O que é que o Ash vai querer fazer a seguir?,Não comer nada.,Come a comida.,Sair da casa,B
2898,"Tendo muita fome e desnutrido após o voo, Cameron convenceu o cozinheiro a dar-lhe um sanduíche.",Como descreveria a Cameron?,alimentados,Saturação,Não tem medo de pessoas.,C
2899,"O Jesse queria a mão da Sasha, para que pudessem andar juntos na cidade grande.",Como descreveria o Jesse?,sentir-se preguiçoso,Sentir-se separado,Sentindo-me bem.,C
2900,Aubrey me deu água para passar para os ciclistas que correm na corrida.,O que os ciclistas querem fazer a seguir?,agarra um sanduíche após atravessar a linha,quis fazer parte da raça,beba a água e re- hidrate,C
2901,A Skylar comprou um cesto de basquetebol ao filho para o aniversário e eles gostaram.,O que acontecerá aos Outros?,jogar basquetebol,Aborrecer-se,Fica zangado.,A
2902,"Querendo ter certeza de que ela estava pronta para o baile, Remy amarrou os dedos de Tracy.",Como é que o Remy se sentiria depois?,Ficar chateado com a Tracy.,útil,O tipo de pessoa que dá e não pede nada em troca.,B
2903,Skylar assumiu a posição ofensiva depois de ser ameaçado de morte certa.,O que a Skylar precisa fazer antes disso?,proteger Skylar de ser morto,precisava estar ciente da situação,Não assassinado,B
2904,"Depois de gostar do tempo que passava ao telefone, Sasha fez arroz e fez uma pausa para ir à casa de banho.",O que fez Sasha depois da chamada?,Fiz um telefone.,"Ok, um pouco de arroz para a casa de banho.",Fiz um pouco de arroz.,C
2905,"O interesse de Robin no jogo foi sentido por Jan, então eles perguntaram se Robin queria jogar.",O que Robin vai querer fazer a seguir?,divirta-se,Esperar por Robin para jogar,Pense sobre o jogo,A
2906,A Aubrey teve aulas particulares para se preparar para o recital de piano.,O que é que o Aubrey vai querer fazer a seguir?,Desiste,comer,executar num considerando,C
2907,"Cansado de ser ignorado, Ash provocou uma resposta de Jesse, pressionando até que acontecesse.",Como descreveria o Ash?,A Comissão está satisfeita por terem sido finalmente reconhecidos.,Alguém com uma necessidade patética de atenção.,Ainda bem que não estão a ser ignorados.,C
2908,A Robin trabalhou muito para terminar o projeto que tinha de terminar na aula de história naquele dia.,O que vai querer fazer a seguir?,desistir da escola,Queria terminar a tempo.,Obter uma boa nota,C
2909,"A Riley tinha acabado de instalar um novo router wifi, por isso deram à família acesso à nova senha da Internet.",O que é que a família da Riley vai querer fazer a seguir?,Certifique-se que ela lhes deu a senha correta,Mude a senha novamente,usar a internet,C
2910,O Alex ia visitar os primos noutro estado.,O que é que o Alex vai querer fazer a seguir?,Faça uma volta .,- Traz gasolina .,tomar um duche,B
2911,A Skylar caiu na pista de patinação e finalmente olhou para a sua contusão.,O que vai a Skylar querer fazer a seguir?,Certifique-se que não estavam a sangrar.,Ignora a contusão,Pergunte a outras pessoas sobre a sua contusão,A
2912,Quinn assentiu com a cabeça e expressou satisfação com as ações tomadas.,O que os Outros vão querer fazer a seguir?,avançar,Certifique-se que ela estava bem com as ações,Esquece isso.,A
2913,O Taylor era um excelente escuteiro e obteve todos os distintivos aos 12 anos.,O que é que a Taylor vai querer fazer a seguir?,Ganhou muitos distintivos antes de completar 12 anos.,Desiste dos escuteiros.,"Ensine os outros,",C
2914,A Riley falou com a Tracy durante uma hora sobre a festa que estavam a planear.,O que é que a Riley vai querer fazer a seguir?,Faça a festa bem .,Diverte-te,Aprender sobre uma festa,A
2915,"Jordan contou as lágrimas o melhor que pôde, mas não conseguiu conter as lágrimas durante a cena mais triste.",Como descreveria o Jordan?,sentir-se deprimido,emocional,triste,B
2916,"O Casey foi jantar à casa da Riley, conheciam-se há muito tempo.",O que vai acontecer ao Casey?,"- Não, não.",Fique em casa.,Vamos jantar.,C
2917,Carson juntou-se ao marido para jantar no restaurante italiano chique.,Como se sentiriam os Outros?,feliz,Amado,Deixado de fora,A
2918,A Bailey precisava de todos os votos para ganhar as eleições.,O que vai querer fazer a Bailey a seguir?,campanha,Queria ter todos os votos,Precisava de todos os votos para ganhar.,A
2919,A Sydney levou a mãe ao carnaval e deixou a carteira e as chaves na mesa.,O que vai acontecer com a Sydney?,Oferecer dinheiro para o carnaval .,Ajudem a Sydney a recuperar a carteira e as chaves .,Não tem as chaves.,C
2920,A Addison guardou os biscoitos depois de os ter acabado de cozinhar.,Porque é que a Addison fez isto?,Dá os biscoitos aos amigos,limpar,Atira-os fora.,B
2921,"O Aubrey foi bem pago, por isso terminou o trabalho do Lee por ele.",O que é que o Lee vai querer fazer a seguir?,Odeio o Aubrey .,- Não me agrada o Aubrey.,"Obrigado , Aubrey .",C
2922,O Cameron era um quarterback da equipa de futebol.,Como descreveria a Cameron?,Pronto para seguir Cameron .,um jogador de futebol que gosta de dizer aos outros o que fazer,um jogador de futebol que tem habilidade de liderança,C
2923,"Taylor continuou reclamando o dia inteiro, dirigindo a castanha-do-rei.",Como descreveria Taylor?,excitante,impaciente,calm,B
2924,A Kinsley estava a candidatar-se à escola de enfermagem e pediu à Lee uma carta de recomendação.,O que é que o Kinsley precisava de fazer antes disto?,Ter concluído os pré-requisitos de enfermagem,Dê a Lee uma entrevista de emprego.,O Kinsley precisava de fazer bem os exames.,C
2925,Taylor colocou o argumento de outra forma quando os alunos não a entendiam.,Como descreveria a Taylor?,Como uma torneira que continua a gotejar,Um professor que leva muito tempo para ensinar,decidido a fazer com que os alunos entendessem o ponto,C
2926,"O Riley deixou o emprego, era altura de fazer uma mudança.",O que é que a Riley vai querer fazer a seguir?,Trabalhar duro,Ela precisava ficar insatisfeita com a sua ocupação.,precisava de ser privado de direitos no trabalho,A
2927,"A Bailey era uma oradora motivacional, por isso usava o seu carisma para controlar os outros.",O que vai querer fazer a Bailey a seguir?,ser dominante,Parar de controlar os outros,Aumentar o carisma dela .,C
2928,Jan assistiu as notícias às 22h. Ela estava a relaxar depois de um dia de trabalho.,Porque é que o Jan fez isto?,Estava a desabar .,liga a televisão,Queria ver-se na TV.,A
2929,"Robin abraçou todos os pensamentos que lhes vieram à cabeça, até os mais burros.",O que vai querer fazer a seguir?,- Não. - Não.,agir de acordo com o pensamento deles,Despeçam o próximo pensamento deles.,A
2930,Lee escolheu o objeto da Addison da lista e comprou-o para o presente de casamento.,O que é que a Addison vai querer fazer a seguir?,mostrar ingratidão,arranjar um presente adequado,Obrigado Lee.,C
2931,Sasha soprou Remy para fora da água com seu conhecimento de matemática.,Como Remy se sentiria como resultado?,Muito inteligente,Surpreendido,muito inteligente,B
2932,"O Kai escreveu uma carta a uma rapariga que gostava, dizendo-lhe que gostava muito dela.",Como descreveria o Kai?,nervoso,louco,Corajoso,C
2933,Remy reuniu inimigos e convenceu-os a trabalhar suas diferenças.,Como descreveria a Remy?,alguém que mantém a paz,bom em antagonizar, alguém que mantenha a luta,A
2934,Lee disse às crianças que ele iria se aposentar do ensino no próximo ano.,O que as crianças vão querer dizer?,Deseje-lhe a má sorte,estar em casa,Diga-lhe parabéns,C
2935,Addison discutiu com seus colegas estes eventos em detalhes para avançar.,Como se sentiria a Addison depois?,Gênio,Gosta de pensar antes de agir.,eficiente,C
2936,Austin alcançou suas metas antes do prazo e passou ao projeto seguinte com entusiasmo.,O que é que o Austin vai querer fazer a seguir?,Queria ficar à frente.,Não cumprir o prazo seguinte,Começar o novo projeto a seguir,C
2937,Cameron trabalhava para os correios de sua cidade. Cameron entregava correspondência para todos diariamente.,O que Cameron precisa fazer de antemão?,Necessário ser treinado,Vá a todas as casas,continue entregando o correio,A
2938,Alex iria eventualmente para casa para ficar sozinho depois de ninguém querer brincar com eles.,Como descreveria o Alex?,uma pessoa anti-social,uma pessoa extrovertida,Uma pessoa feliz.,A
2939,O Riley reuniu o currículo e procurou emprego.,Como descreveria a Riley?,Uma pessoa muito ambiciosa.,O Presidente dos Estados Unidos,Já trabalha no Taco Bell .,A
2940,Austin conhecia Robin muito melhor e nova ela ia jogar um truque.,Por que Austin fez isso?,Saiba que eles gostam de jogar truques,Pensei que ele deveria jogar um truque,configurar o truque,A
2941,"O Quinn tinha pressa de ir trabalhar e esqueceu-se se tinha trancado a porta, por isso teve de voltar para verificar.",O que é que o Quinn precisa de fazer antes disto?,fechado,caminhar até a porta da casa dele,Queria ter a certeza que os ladrões não conseguiriam entrar.,B
2942,A Taylor ajudou o Kai a perder peso depois do Kai ter o bebé.,Como é que o Kai se sentiria?,doente,irritado,saudável,C
2943,"Jan ficou cara a cara, nervosa, mas sobreviveu ilesa.",Como se sentiria Jan depois?,Elated,indiferente,forte,C
2944,Skylar precisava de alguém para consolá-los e pediu ajuda a seu amigo.,O que eles vão querer fazer a seguir?,Amado,desencorajar Skylar,abraço Skylar,C
2945,"Jan cozinhou o jantar para a família, mas a família de Jan decidiu encomendar pizza em vez disso.",Como se sentiria Jan depois?,Como se o Jan tivesse desperdiçado o tempo dele.,ansioso para cozinhar mais,apreciados pela família,A
2946,"A Skylar não queria comprar um fato de Halloween, por isso fez o seu próprio.",Como descreveria a Skylar?,criativo,Não é rico.,quebrado,A
2947,A Sasha levou a melhor amiga para Las Vegas.,Como é que o Sasha se sentiria depois?,Estava aborrecida e queria estar em casa.,Arrependeu-se de trazer a amiga.,sentia-se bem por passar tempo com a amiga dela,C
2948,"Embora Sydney estivesse muito frustrado, Jan impediu que Sydney se irritasse com um abraço.",Por que o Jan fez isso?,acalmá- los,ouvi-lo,cheer Sydney up,A
2949,"A irmã deles tinha acabado de voltar do hospital depois de dar à luz, por isso a Taylor segurou o bebé.",Porque é que a Taylor fez isto?,ser desagradável para com o bebé,Olha para o bebé .,Vai para o hospital.,B
2950,Taylor torceu o tornozelo e teve de usar muletas durante duas semanas.,O que fez a Taylor?,torceu o tornozelo.,Acabou o café.,Triste por terem ferido o tornozelo.,A
2951,Remy verificou a previsão do tempo e descobriu que choveria durante o piquenique de aniversário planejado.,Como é que o Remy se sentiria depois?,previsível,Haverá outros dias,outros ficariam desapontados.,C
2952,A Tracy dançou pela sala e cantou a música preferida deles.,Porque é que a Tracy fez isto?,Aprenda a dançar.,Peça aos outros para se juntarem,Diverte-te,C
2953,"A Jordan estava a ter dificuldade em lidar com a morte do pai, mas encontraram terapia para ajudar.",O que vai querer fazer a seguir?,Explodir no terapeuta,Passar por um momento difícil,Marque uma consulta,C
2954,"Jesse finalmente se lembrou de quem matou o sem-abrigo, mas era tarde demais.",Como descreveria o Jesse?,tão esperto,como esquecido,tão esperto,B
2955,"Jan assistiu as notícias depois do jantar, depois de ter limpado a louça.",O que é que a Jan precisa de fazer antes disto?,Prepara o jantar antes disto.,ver um filme,Ver outro programa de televisão,A
2956,Carson era jogador de basquete e foi aceito numa equipa universitária.,O que é que o Carson precisa de fazer antes disto?,- Não .,Desiste do basquetebol.,Continuar a jogar basquetebol na faculdade,A
2957,Cameron respondeu a outra chamada depois de já ter vendido o carro.,O que é que a Cameron vai querer fazer a seguir?,Explique a situação,rir da pessoa,Pergunte sobre o carro.,A
2958,Addison ajudava seus pacientes lendo histórias para eles antes de dormirem à noite.,O que vai acontecer com a Addison?,ser grato,deixam o emprego,ser odiado,A
2959,O Casey conheceu a Sasha depois do espectáculo e estava entusiasmado por ir comer finalmente.,Como é que o Casey se sentiria depois?,zangado depois.,Estou com fome.,ansioso depois,B
2960,"Skylar era meu melhor amigo até a High School, quando lentamente seguimos nossos caminhos separados e conhecemos outras pessoas.",O que os outros vão querer fazer a seguir?,Ignorar Skyler e seus amigos,aprofundando sua relação,Faça novos amigos enquanto mantém velhos amigos,C
2961,A Riley ficou com uma queimadura solar que foi dolorosa.,Como é que a Riley se sentiria depois?,como tirar a camisa deles,É como estar num lugar quente.,uma pessoa frágil,C
2962,"Kai estava a andar ao lado do carrinho da mãe, o carrinho balançou e a maior parte do comércio caiu.",Como descreveria o Kai?,capaz de ignorar aqueles que precisam,preocupado com os que o rodeiam,Eles precisam de ajuda.,B
2963,O Taylor entrou com uma arma e matou a Addison imediatamente.,O que é que a Addison vai querer fazer a seguir?,evitar ir para a prisão,Arrepende-te,Sei onde encontrar a Addison .,B
2964,Jordan saiu e decidiu escrever uma autobiografia sobre Riley.,O que Riley vai fazer a seguir?,feliz Jordan escreveu uma autobiografia,Parar Jordan por escrever a autobiografia,"Louco, Jordan escreveu algo sobre eles.",A
2965,A Jordan apontou o dedo para o Quinn e o Quinn disse-lhe para parar.,O que vai querer fazer a seguir?,Sorri vergonhosamente para Quinn .,Peço desculpa sinceramente ao Quinn .,Causam problemas,B
2966,"O Riley queria divertir-se, por isso preparou-se para a recepção.",O que é que a Riley vai querer fazer a seguir?,Esquece a recepção .,Preparar-se adequadamente para a recepção,Fique em casa.,B
2967,Tracy conheceu Skylar na estação para buscá-la na escola como ela disse que faria.,O que Tracy vai querer fazer a seguir?,Dirigir para a escola,obter comida,Ter um carro,B
2968,"Quinn que estava a tentar perder peso, comeu uma salada todos os dias.",O que quer o Quinn fazer a seguir?,Vai à academia.,Tome um pouco de chocolate .,Come um hambúrguer.,A
2969,A Casey ainda estava no liceu quando engravidou.,Como descreveria o Casey?,Em grandes problemas.,muito imatura,Uma mãe fantástica.,B
2970,A professora de Jordan gostava dele porque eles sempre participavam das discussões da sala e faziam contribuições pensativas para cada conversa.,Como descreveria o Jordan?,uma pessoa tímida,feliz por ajudar o seu professor,um aluno numa sala de aula,C
2971,A Tracy deixou as coisas passar porque não se podiam entender em nada.,Como se sentiria a Tracy depois?,muito fraco,Não exigente,seria agravado,C
2972,Riley e seus amigos estavam fora e seu carro morreu com eles.,Como você descreveria Riley?,Preocupado,um solucionador de problemas,Perturbado,A
2973,O Lee não podia acreditar como o negócio tinha desmoronado.,Porque é que o Lee fez isto?,Queria expressar o seu prazer,Queria expressar a sua raiva.,precisava de fazer uma escolha errada.,B
2974,Sasha aproximou-se do Robin e afastou uma vespa que voava.,Porque é que o Sasha fez isto?,Queria ficar longe da vespa.,Agradeça ao Robin .,Não queria que a Robin fosse picada por uma vespa.,C
2975,"Ele tinha estado a cozinhar o dia todo, quando ela chegou, Austin tirou a cadeira dela e também lhe trouxe uma bebida.",O que é que o Austin vai querer fazer a seguir?,Interromper tudo o que ela diz.,Abre a garrafa para ela .,"Diz-lhe para se despachar, ele estava a preparar-se para comer.",B
2976,O Ash contou ao Mike sobre o plano deles de entrar no banco depois do horário e roubar o dinheiro.,O que é que o Ash vai querer fazer a seguir?,Finalizem os planos de assalto.,Arranja um carro para a fuga.,finalizem os planos do casamento,B
2977,Sasha determinou que a base de clientes da Aubrey era jovem e não funcionava para os propósitos da empresa.,Como se sentiria o Aubrey?,É horrível todo esse trabalho duro para o lixo.,Feliz e orgulhosa do seu trabalho.,inteligente,A
2978,"O Jesse queria embebedar-se, por isso levou dinheiro para um bar.",O que é que o Jesse vai querer fazer a seguir?,Não comprem bebidas.,recusar-se a falar com ninguém,comprar bebidas,C
2979,O Casey ganhou o que valeu o dinheiro quando foram às compras.,O que é que o Casey precisa de fazer antes disto?,Guarda as compras.,Arranja dinheiro.,Coloca as compras no carro.,B
2980,O Ash mandou a Sydney trabalhar sem almoço pela terceira vez esta semana.,Como descreveria o Ash?,Desconsiderado,irritado com Ash,útil,A
2981,"Na grande raça, alguém chegou em primeiro lugar, o pai de Riley veio em segundo lugar",Como se sentiria Quinn depois?,como um concorrente,como um medalista de prata,satisfeito,C
2982,A Robin queria saltar para a piscina.,O que é que a Kendall vai querer fazer a seguir?,Certifique-se de que eles estavam vestidos adequadamente,Larga o telefone.,Largue o telefone na água.,B
2983,A Riley aprendeu a cozinhar com a mãe quando era pequena.,O que é que a Riley precisa de fazer antes disto?,precisava prestar atenção,Impressão à mãe deles.,ser independente,A
2984,Sydney separou o dedo do corpo para examiná-lo cuidadosamente.,O que é que a Sydney precisa de fazer antes disto?,Estava a fazer uma autópsia.,Descobrir um corpo,Trabalhar numa florista,B
2985,A Aubrey levou a amiga da Cameron para comer gelado sem lhe dizer.,Como se sentiria Cameron?,triste,Eles são amados .,São importantes.,A
2986,Bailey deu a volta à esquina à procura de marcar a corrida vencedora no basebol.,Como é que a Bailey se sentiria depois?,seria retirado,Seria sombrio.,- Compreendido.,C
2987,"Ash precisava de cerveja e cigarros, por isso mandou a filha pequena à loja.",Como se sentiriam os Outros?,Foi um pai irresponsável.,Era preguiçoso.,Como o Ash precisa de ajuda com a paternidade.,C
2988,O Casey deu ao Quinn coisas de que precisavam quando se mudaram para a nova casa.,O que quer o Quinn fazer a seguir?,Fala com o Casey.,Compre as coisas.,Use as coisas,C
2989,As férias de verão acabaram e a Robin voltou para a escola hoje.,O que vai querer fazer a seguir?,Não fazer amigos.,fazer amigos,Ela não tinha escolha.,B
2990,"Ash estava a preparar-se para se mudar, quando ia fazer as malas, percebeu que tinham muitas coisas.",Como descreveria o Ash?,Um colecionador de coisas.,Eles precisam de ter uma venda de quintal,Perdida no que fazer,A
2991,"Riley estava correndo para trás como sempre e esqueceu seu guarda-chuva, e Riley foi pego na chuva.",Como você descreveria Riley?,s vezes esquecido,Muito responsável,extremamente pontual,A
2992,Kendall tirou fotos profissionais de Tracy em um evento publicitário. Kendall selecionou as melhores e melhorou-as para vender para Tracy.,Como descreveria a Kendall?,Um paparazzi .,Esperamos que ela faça uma venda .,Orgulhosa do seu trabalho.,C
2993,A Remy realizou os planos de trabalho da Addison quando ela estava de licença de maternidade.,Porque é que o Remy realizou os planos?,Cancele os planos dela.,Ajudar a Addison com os planos dela.,Sabotear os planos.,B
2994,Jan comprou um café para sua amiga que estava muito cansada.,O que Jan precisa fazer antes disso?,Pergunte se eles querem falar,tirar uma soneca,ir para o lugar do café,C
2995,Jan saiu para brincar depois de assistir seu filme favorito por um tempo.,Porque é que o Jan fez isto?,Faça exercício,Arranja um taco .,apanha uma bola,A
2996,Casey e o filósofo odiavam-se e Casey descobriu o segredo do filósofo que eles tentavam esconder.,Como é que o Casey se sentiria depois?,triste por o segredo deles ter sido revelado,capaz de chantagear o filósofo,É difícil de conhecer.,B
2997,Sasha colocou as mãos nas costas dele porque queriam uma massagem vigorosa.,Porque é que o Sasha fez isto?,Trabalhar os músculos,continuar a massagear os outros,Dê uma massagem,C
2998,"A Casey estava com os amigos e tentava impressioná-los, por isso ela devolveu a bebida.",Porque fez o Casey isto?,Mostrar aos amigos como ela era fixe.,embebedar-se,Deixou a bebida.,A
2999,Cameron subiu a cerca para fugir da prisão da qual se encontrava preso de forma equivocada,O que é necessário para Cameron diante disso?,run away,Necessidade de prisão,necessitou de um nap,B
3000,"Skylar adorava dançar, então ela transformou a dança em uma carreira.",Como você descreveria o Skylar?,gangly,descoordenada,Muito coordenado,C
3001,"O Carson não estudava o suficiente, por isso a Bailey encheu a mão dele de papéis para estudar.",Como é que a Bailey se sentiria depois?,preguiçoso,Desagradável.,responsável,C
3002,"Depois de explicar tudo com muito cuidado para Alex, Casey conseguiu que Alex entendesse.",Como é que o Casey se sentiria depois?,Furioso que Alex não conseguisse entender,Desiludido.,- Compreendido.,C
3003,"A Robin mudou-se no ano passado e sentiu falta da filha, por isso ligou para a filha para conversar.",O que a filha do Robin vai querer fazer a seguir?,A filha do Robin pede-lhes para voltarem para perto de casa.,movimentação,Ainda bem que se mudaram .,A
3004,"De uma forma típica de culto, Aubrey cortou a garganta deles de acordo com as ordens diretas da pessoa do pano.",O que é que o Aubrey vai querer fazer a seguir?,Deixe o culto o mais rápido possível .,Cortar a garganta de outra pessoa.,Morto,A
