,context_1,context_2,context_3,question_1,question_2,question_3,answerA_1,answerA_2,answerA_3,answerB_1,answerB_2,answerB_3,answerC_1,answerC_2,answerC_3,correct
31568,"Porque sua mãe lhe disse, Remy foi direto para casa depois da escola.","Como a mãe lhe disse, Remy foi direto para casa depois da escola.","Porque a mãe disse para ele, o Remy foi directo para casa depois da escola.",Como você descreveria Remy?,Como descreveria a Remy?,Como descreveria o Remy?,bem-comportado,bem comportado,Bem comportado,Fazendo sua mãe orgulhosa,fazendo com que sua mãe orgulha,A fazer a mãe orgulhosa.,obediente,obediente,obediente,A
31569,Jan fez uma pausa para o almoço e conseguiu uma grande salada com um lado de batatas fritas.,Jan tomou um almoço e se fez uma grande salada com um lado de frieza.,Jan fez uma pausa para o almoço e comprou uma salada grande com batatas fritas.,Como você descreveria Jan?,Como descreveria Jan?,Como descreveria o Jan?,entediada,prurido,Aborrecido.,Indiferente,indiferente,indiferente,feliz,feliz,feliz,C
31570,A Bailey estava a tentar dormir de forma intermitente para aumentar a produtividade.,"Bailey estava tentando dormir intermitentemente para aumentar a produtividade, elas faziam um cochilo todos os",A Bailey estava a tentar dormir intermitentemente para aumentar a produtividade.,Como você descreveria Bailey?,Como descreveria Bailey?,Como descreveria a Bailey?,Energizado e otimista para trabalhar,energizados e empanados para o trabalho,energizado e animado para trabalhar,Bem descansado e pronto para trabalhar,bem-vindo e pronto para o trabalho,Bem descansado e pronto para trabalhar,oportunista,oportunista,oportunista,B
31571,Taylor trabalhou sem esforço por alguns dias para restaurar a energia necessária para a posição de Skylars.,Taylor trabalhou sem esforço por alguns dias para restaurar o poder necessário para a posição de Skylars,Taylor trabalhou sem esforço durante alguns dias para restaurar a energia necessária para a posição de Skylars.,Como você descreveria as ações de Taylors para restaurar a posição de skylars?,Como descreveria as ações de Taylors para restaurar a posição dos skylars?,Como descreveria as ações da Taylor para restaurar a posição da Skylars?,Como ético,Como ético,Como ético,Muito ciumento,Muito ciúme,Muito ciumento .,Muito exigente,Muito exigente,Muito exigente .,C
31572,"austin disse ao cameron que ele fez do zero, mesmo que o recipiente de fast food estivesse no balcão.","austin contou com o fotógrafo que fez a partir de um ponto de corte, embora o","O Austin disse ao Cameron que o fez do zero, mesmo que o contentor de fast food estivesse no balcão.",O que Cameron vai querer fazer a seguir?,O que queremos por Cameron?,O que é que a Cameron vai querer fazer a seguir?,Jogue o recipiente fora,Coloque o recipiente fora,Atire o recipiente fora,Esconda o recipiente,encobrir o recipiente,Esconde o recipiente,Revelar o recipiente,revele o recipiente,Desmontar o recipiente,C
31573,"Addison tinha sido rude com Kai da última vez que se viram, e estava preocupado com a reunião de hoje, mas Kai cumprimentou Addison com um sorriso.","Addison estava ruido com Kai na última vez que se viu, e estava preocupado com","Addison tinha sido rude com Kai da última vez que se viram, e estava preocupada com o encontro de hoje, mas Kai cumprimentou Addison com um sorriso.",Como a Addison se sentiria como resultado?,Como senti-lo-ia Addison?,Como se sentiria Addison?,ressentido,Resultado,ressentido,Feliz pela Addison,feliz com Addison,Estou feliz com a Addison.,aliviado,alívio,- Desligado.,C
31574,A Tracy organizou outra festa para que todos pudessem sair juntos.,Tracy organizou outra festa para que todos pudessem se enforcar juntos.,A Tracy organizou outra festa para que todos pudessem sair juntos.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,Gosta de passar tempo com os amigos,como passar tempo com amigos,Gosta de passar tempo com os amigos.,Gosta de organizar festas,como partes organizativas,Gosta de organizar festas.,Sair,hang out,- Não.,C
31575,"O Carson esteve a trabalhar em turnos duplos durante toda a semana, agora o Carson estava a ficar cansado.","Carson trabalhava em turnos duplos durante toda a semana, agora Carson estava se cansa","Carson tinha trabalhado dois turnos a semana toda, e agora ele estava cansado.",Como você descreveria Carson?,Como descreveria Carson?,Como descreveria o Carson?,uma pessoa trabalhadora,uma pessoa que trabalhei,uma pessoa trabalhadora,Cansado de todo o trabalho,Cansado de todo o trabalho,cansado de todo o trabalho,Como se ele não quisesse mais ir trabalhar,como ele não quer ir trabalhar mais nada,Como se ele não quisesse mais ir trabalhar.,A
31576,O cão de Alex foi trazido para casa com a ajuda e agradecimentos de Kai.,O cão de Alex foi trazido para casa com o auxílio e agradecimentos do Kai.,O cão da Alex foi trazido para casa com a ajuda e agradecimento do Kai.,O que vai acontecer com Alex?,O que vai acontecer com Alex?,O que vai acontecer com o Alex?,não reconhecer Kai por ajudar,Não reconhecer Kai para ajudar,Não reconhecer Kai por ajudar,apreciar Kai para ajudar o cão,Apreciar Kai para ajudar o cão,Agradeço ao Kai por ajudar o cão .,ignorar Kai tipo morto para eles,ignore's Kai kind dead for them,Ignorar o Kai é tipo morto para eles.,B
31577,Ash limpou o tanque por uma vez sem ser perguntado.,Ash limpou o tanque uma vez sem ser perguntado.,"Por uma vez, o Ash limpou o tanque sem ser convidado.",O que Ash precisa fazer antes disso?,O que é necessário para Ash antes disso?,O que é que o Ash precisa de fazer antes disto?,Certifique-se de que o peixe tenha uma casa limpa,garantir que os peixes tivessem uma casa limpa,Certifique-se que os peixes tenham uma casa limpa,obter os suprimentos de limpeza,obter os materiais de limpeza,Arranja os materiais de limpeza .,impressionar os outros limpando o tanque,impressionar os outros através da limpeza do tanque,Impressione os outros limpando o tanque,B
31578,Aubrey encontra uma carteira com várias centenas de dólares no estacionamento da escola. Aubrey é uma pessoa muito honesta.,"Aubrey encontra uma carteira com centenas de dólares no estacionamento escolar, sendo a aubrey",Aubrey encontra uma carteira com centenas de dólares no estacionamento da escola.,O que a Aubrey vai fazer com a carteira?,O que fazer Aubrey com a carteira?,O que é que o Aubrey vai fazer com a carteira?,Mantenha a carteira e roube o dinheiro,Manter a carteira e furtar o dinheiro,Fica com a carteira e rouba o dinheiro .,Leve a carteira para a polícia,Levar o cartão para a polícia,Leva a carteira para a polícia .,Deixe a carteira no estacionamento,Deixe a carteira no estacionamento,Deixe a carteira no estacionamento.,B
31579,"Aubrey acabou de conseguir um novo emprego, mas não conhecia nenhum de seus colegas de trabalho.","Aubrey só conseguiu um novo emprego, mas não conhecia nenhum dos seus colegas.","A Aubrey tinha acabado de arranjar um novo emprego, mas não conhecia nenhum dos colegas.",O que Aubrey vai querer fazer a seguir?,O que queremos com Aubrey?,O que é que o Aubrey vai querer fazer a seguir?,Ignorar seus colegas de trabalho,ignorar os seus colegas,Ignoram os colegas de trabalho,necessário para pagar empréstimos estudantis,necessitou de pagar os empréstimos dos alunos,necessários para pagar empréstimos estudantis,Converse com seus colegas de trabalho,conversar com seus colegas,falar com os colegas de trabalho,C
31580,Skylar frequentou a escola pela primeira vez e fez muitos novos amigos em seu primeiro dia.,Skylar estudou pela primeira vez a escola e fez muitos novos amigos no primeiro dia.,A Skylar foi à escola pela primeira vez e fez muitos amigos novos no primeiro dia.,O que fez Skylar?,O que o Skylar fez?,O que fez a Skylar?,jogar beisebol,Jogo de basquete,jogou basebol,Sinta-se bem,Sentir- se bem,Sente-se bem.,Foi para a escola pela primeira vez,foi à escola pela primeira vez,Foi à escola pela primeira vez.,C
31581,A Riley descontava o cheque da Sasha para que ela pudesse dar-lhe o dinheiro.,Riley fez caixa de Sasha para que lhe fosse dado o dinheiro.,A Riley trocou o cheque da Sasha para que ela lhe pudesse dar o dinheiro.,Como Riley se sentiria depois?,Como se sentiria Riley depois?,Como é que a Riley se sentiria depois?,muito útil,Muito útil,Muito útil.,Doloroso para Sasha,úlceras a Sasha,- Que é doloroso para o Sasha .,Agradecimentos ao Riley,Agradecimentos à riley,Agradecido ao Riley.,A
31582,Baileys cão fugiu. Bailey pediu aos vizinhos e outros para ajudar.,"Baileys caninaram, Bailey pediu ajuda para os vizinhos e outros.","O cão da Bailey fugiu, pediu ajuda aos vizinhos e a outros.",O que vai acontecer com os outros?,O que vai acontecer com os outros?,O que acontecerá com os outros?,não aprecia a ajuda,não aprecia a ajuda,Não aprecia ajuda,Não tem dinheiro para dar,não tem dinheiro para dar,Não tem dinheiro para dar.,encontrado,< < < < < < < < < ,encontrados,C
31583,"Aubrey ficou muito bêbado e teve uma noite em pé depois de conhecer alguém em um bar. Um mês depois, Aubrey descobriu que eles estavam grávidas.","Aubrey bebeu muito e teve uma noite de repouso após encontrar alguém em um bar,",Aubrey ficou muito bêbada e teve uma aventura de uma noite depois de conhecer alguém num bar.,Como você descreveria Aubrey?,Como descreveria Aubrey?,Como descreveria o Aubrey?,Envergonhado,Ashamed,Envergonhado.,cuidado,cuidadosa,Cuidado .,irresponsáveis,responsabilidade,Irresponsável.,C
31584,"Cameron estava se exibindo e zombando dos outros ao seu redor, eles viram Robin, uma pessoa que eles adoram intimidar, então Cameron se dirigiu para Robin e tropeçou.","Cameron estava mostrando e zoando os outros em seu redor, viram Robin, uma pessoa que ama","A Cameron estava a exibir-se e a gozar com os outros à sua volta, eles viram a Robin, uma pessoa que eles adoram intimidar, por isso a Cameron dirigiu-se para a Robin e tropeçou.",O que vai acontecer com Cameron?,O que acontecerá com Cameron?,O que vai acontecer com a Cameron?,Elogiado,elogiou,louvado,Seja Chorado em,ser chorado,ser chorado,ridicularizado,riz,ridicularizado,C
31585,"Depois de conseguir esconder a moto por um mês de sua filha, Remy finalmente deu-lhes o presente de Natal.","Depois de conseguir esconder a bicicleta por um mês da filha, Remy finalmente lhes deu o","Depois de conseguir esconder a bicicleta de sua filha por um mês, Remy finalmente deu-lhes o presente de Natal.",Como sua filha vai se sentir como resultado?,Como a filha vai sentir como resultado?,Como se sentirá a filha?,Aborrecido com o presente,enganado pela dádiva,Aborrecido com o presente,Animado com o presente,excitado com o presente,animado com o presente,orgulhoso de que sua filha não tinha conhecimento do esconderijo,orgulhando que sua filha não tinha conhecimento do local de ocultação,orgulhosos de que a filha não sabia do esconderijo.,B
31586,Robin fez um teste e descobriu que ela tinha uma nota muito boa.,Robin fez um teste e descobriu que ela obteve um grau muito bom.,Robin fez um teste e descobriu que ela teve uma nota muito boa.,O que Robin vai querer fazer a seguir?,O que queremos por Robin?,O que vai querer fazer a seguir?,Torne-se deprimido,"- se está a tomar uma dose superior a 2, 5 m",ficar deprimido,sair da escola,abandono escolar,desistir da escola,Faça outro teste,au,Faça outro teste,C
31587,Skylar mudou o nome de Austin para ajudar a protegê-lo.,Skylar tinha mudado de nome para ajudar a protegê-lo.,A Skylar mudou o nome do Austin para o proteger.,O que a Skylar precisa fazer antes disso?,O que o Skylar precisa fazer antes disso?,O que é que a Skylar precisa de fazer antes disto?,Necessidades de apresentar documentos judiciais,Necessidade de apresentar documentos nos tribunais,Precisa arquivar documentos judiciais,Viva sua nova identidade,viver a sua nova identidade,viver a sua nova identidade,Ocultar Austin,Objecto Austin,Esconde o Austin.,A
31588,Aubrey ficou de joelhos e propôs. Aubrey esperava Cameron para responder à pergunta.,"Aubrey caiu sobre um joelho e propôs, aguardando Cameron para responder à questão.",Aubrey ajoelhou-se e fez um pedido de casamento.,Por que Aubrey fez isso?,Por que o Aubrey?,Porque é que o Aubrey fez isto?,Encontro com outras pessoas,data outras pessoas,Namorar outras pessoas,Encontre um lugar para propor,encontrar um local para propor,Encontrar um lugar para me propor,Estar juntos para sempre,estar juntos para sempre,Estar juntos para sempre.,C
31589,Skylar piorou com a gripe porque eles não tomavam seus remédios.,Skylar piorou com a gripe porque não tomavam o medicamento.,A Skylar piorou com a gripe porque não tomaram o remédio.,Como você descreveria o Skylar?,Como descreveria o Skylar?,Como descreveria a Skylar?,aloof,aloof,distante,Como ir ao médico,como ir ao médico,como ir ao médico,muito doente,Muito doentes,muito doente,C
31590,"Lee viu tubarões na água, mas pulou de qualquer maneira sem pular uma batida.","Lee viu tubarões na água, mas saltou de qualquer forma sem pular.","Lee viu tubarões na água, mas saltou sem falhar.",Como você descreveria Lee?,Como descreveria Lee?,Como descreveria o Lee?,parte tubarão si mesmo,parte-sombra,parte do tubarão .,Nadando com os peixes,nado com os peixes,a nadar com os peixes.,um tomador de risco,um tomador de risco,um tomador de riscos,C
31591,Carson queria levar as coisas adiante porque queria se casar com sua namorada e ter filhos.,Carson queria avançar as coisas porque queria casar com a namorada e ter filhos.,O Carson queria avançar porque queria casar com a namorada e ter filhos.,Por que Carson fez isso?,Por que o Carson fez isso?,Porque fez o Carson isto?,Peça a sua namorada para se casar com ele,Peçar à namorada que o casamentoa,pedir à namorada para se casar com ele.,Queria casar-se,quis casar-se,Queria casar-me.,queria fazer amigos com as meninas,quis fazer amizades com meninas,Queria fazer amizade com raparigas.,B
31592,A Riley ia bater à porta para conhecer a sua irmã.,Riley estava pulando na porta para atender a irmã-de-passo.,A Riley ia bater à porta para conhecer a meio-irmã dela.,Como Riley se sentiria depois?,Como se sentiria Riley depois?,Como é que a Riley se sentiria depois?,feliz,feliz,feliz,triste,triste,triste,lesionado,náuseas,ferido,A
31593,Robin se reuniu com sua família e passou o dia com eles.,Robin reuniu-se com a família e permaneceu o dia com a mesma.,Robin se reuniu com a família e passou o dia com eles.,Porque é que a Robin fez isto?,Por que Robin fez isso?,Porque é que a Robin fez isto?,estar perto,ser próximo,Fica perto .,Ignorar sua família,ignorar a família,Ignorar a família dela.,raivoso,irritação,irritado,A
31594,Bailey reuniu seus amigos para que eles pudessem chegar ao concerto antes que ele começasse.,Bailey reuniu seus amigos para que eles pudessem chegar ao concerto antes de iniciar o mesmo.,A Bailey reuniu os amigos para que pudessem ir ao concerto antes de começar.,Porque é que a Bailey fez isto?,Por que Bailey fez isso?,Porque é que a Bailey fez isto?,Chegar ao concerto mais cedo,chegar ao concerto de forma precoce,Chega cedo ao concerto .,Conduzir com eles para o local,conduzir com eles até o local,Leva-os até ao local,Entre no carro com seus amigos,entrar no carro com os amigos,Entra no carro com os amigos dela.,A
31595,"Kai testou a paciência do aluno, dando-lhe um monte de problemas de matemática para fazer em um determinado tempo.",Kai testou a paciência do aluno dando-lhe muitos problemas de matemática a fazer em,"Kai testou a paciência do aluno, dando-lhe muitos problemas de matemática para fazer em um determinado tempo.",Como você descreveria Kai?,Como descreveria Kai?,Como descreveria o Kai?,Sentindo-se em conflito,sentir- se enjoado,sentir-se confuso,sentindo-se inteligente,sentir- se inteligente,Sentir-se inteligente,Como um professor rigoroso,como professor estrito,Como um professor rigoroso.,C
31596,Cameron vendeu os produtos da Sasha a preços mais acessíveis e reduziu sua margem de lucro.,Cameron vendeu os produtos de Sasha a preços mais acessíveis e subcotou sua margem de lucro,Cameron vendeu os produtos de Sasha a preços mais acessíveis e diminuíram a sua margem de lucro.,Como Sasha se sentiria como resultado?,Como se sentiria Sasha como resultado?,Como se sentiria Sasha?,feliz com a sua decisão de vender o produto mais barato,satisfeito com a decisão de vender o produto mais barato,felizes com a decisão de vender o produto mais barato,como ela vai perder clientes para Cameron,como perderá os clientes para Cameron,Como se ela perdesse clientes para a Cameron.,sucesso com a venda de produtos a um preço mais barato,sucesso com a venda de produtos de um preço mais barato,- É um grande sucesso vender produtos a um preço mais barato.,B
31597,A Tracy convidou todos os amigos para a festa.,Tracy convidou todos os amigos para a festa.,A Tracy convidou todos os amigos para a festa de hoje.,O que vai acontecer com os amigos da Tracy?,O que acontecerá com os amigos de Tracy?,O que vai acontecer aos amigos da Tracy?,Veja todos os seus amigos,ver todos os amigos,ver todos os amigos dela,participar da festa,comparecer à festa,- Não .,ter um grande momento,Têm um grande tempo,Diverte-te muito .,B
31598,Tracy pediu algo e a comida foi excelente que ela pediu.,Tracy pediu algo e a comida foi excelente que ela pediu.,A Tracy pediu algo e a comida que ela pediu foi excelente.,O que Tracy precisa fazer antes disso?,O que é necessário para Tracy antes disso?,O que é que a Tracy precisa de fazer antes disto?,comer comida,ingestão de alimentos,comer comida,precisa olhar para um menu,necessidade de olhar para um cardápio,Preciso de ver um menu .,Cumprir a sua fome,cumpra a fome,E satisfazer a fome deles.,B
31599,"Taylor criou o sistema de Jordan, porque Jordan não era uma pessoa muito organizada.","Taylor criou o sistema da Jordânia, pois a Jordânia não era uma pessoa muito organizada.","O Taylor criou o sistema da Jordan, porque a Jordan não era uma pessoa muito organizada.",O que Taylor precisa fazer antes disso?,O que é necessário para Taylor diante disso?,O que é que a Taylor precisa de fazer antes disto?,ser solicitado pela Jordânia para fazer o sistema,ser pedido pela Jordânia para que o sistema seja aplicado,ser solicitado pela Jordânia para fazer o sistema,Dê instruções ao Jordan,dará instruções à Jordânia,Dar instruções ao Jordan,Entenda o funcionamento da literatura,compreender os trabalhos da literatura,compreender o funcionamento da literatura,A
31600,"Aubrey precisa de tempo livre para uma emergência, então Quinn levou suas horas.","Aubrey necessitou de tempo para uma emergência, de modo que Quinn levou","A Aubrey precisa de folga para uma emergência, por isso o Quinn tirou-lhes horas.",O que Quinn vai querer fazer a seguir?,O que queremos Quinn?,O que quer o Quinn fazer a seguir?,ir para o trabalho,ir trabalhar,Vai trabalhar.,Ligue para Aubrey sobre como entrar quando agendado,Consulte Aubrey sobre a sua entrada em horários previstos,Liga ao Aubrey para dizer que vais chegar quando for marcado .,Anote a programação de Aubrey,Esclarrer o calendário de Aubrey,Escreve a agenda do Aubrey.,C
31601,Aubrey avaliou o desempenho de Quinn no teste de matemática brutal.,Aubrey avaliou o desempenho de Quinn no teste de matemática brutal.,A Aubrey avaliou o desempenho do Quinn no teste de matemática brutal.,O que Quinn vai querer fazer a seguir?,O que queremos Quinn?,O que quer o Quinn fazer a seguir?,fazer melhor,riz melhor,Faça melhor .,Sair da aula,Classe de,Desiste da aula.,desistir,desistência,Desiste .,A
31602,Riley deixou o supermercado com muitos mantimentos para a festa do vizinho.,Riley deixou a loja de mercarias com muito mercarias para o vizinho.,A Riley saiu da mercearia com muitas compras para a festa do vizinho.,O que Riley precisa fazer antes disso?,O que é necessário para que Riley possa fazer antes disso?,O que é que a Riley precisa de fazer antes disto?,Queria estar preparado para a festa,quis ser preparado para a parte,Queria estar preparado para a festa.,Queria participar da festa,quis participar da festa,Queria participar na festa.,Ir para a loja,ir à loja,Vai à loja,C
31603,Lee olhou para Jan com um sorriso enquanto eles estavam se alcançando.,"Lee olhou para Jan com um sorriso, pois estavam se segurando.",Lee olhou para Jan com um sorriso enquanto eles se alcançavam.,O que Jan vai querer fazer a seguir?,O que queremos Jan?,O que vai o Jan querer fazer a seguir?,Continue a falar,manter conversar,Continua a falar.,Apanhar,captura,- Não.,Conheça o Lee,compreender Lee,Entendo Lee.,A
31604,Robin detectou angústia em seus pacientes depois que eles aprenderam seu diagnóstico.,Robin detectou o sofrimento em seus pacientes após o diagnóstico.,A Robin detectou sofrimento nos pacientes depois de terem aprendido o diagnóstico.,O que Robin vai querer fazer a seguir?,O que queremos por Robin?,O que vai querer fazer a seguir?,Veja se eles estavam indo bem,ver se estavam fazendo obesidade,ver se eles estavam bem.,Consolide seus pacientes,ão án án án án án án án án ,Consolar os seus pacientes,Arranje-lhes um terapeuta,cheguem a eles uma terapeuta,Arranja-lhes um terapeuta.,B
31605,"A Tracy tinha uma vida excitante que ninguém ia saber, a Bailey escreveu sobre a história de vida da Tracy.","Tracy teve uma vida animada que ninguém sabia, Bailey escreveu sobre a história de vida de Tracy para",A Tracy teve uma vida emocionante que ninguém ia saber.,O que Tracy vai querer fazer a seguir?,O que queremos agora por Tracy?,O que é que a Tracy vai querer fazer a seguir?,Queime o livro,queimaduras,Queima o livro.,punir Bailey,punir Bailey,Punir o Bailey .,Leia o livro,leia o livro,Leia o livro.,C
31606,Casey contou a Jordan sua ideia e ele disse que iria considerá-lo.,Casey contou a sua ideia e disse que a consideraria.,A Casey disse à Jordan a ideia dela e ele disse que ia considerar.,Como o Casey se sentiria como resultado?,Como se sentiria o Casey?,Como se sentiria o Casey?,Louco com ele,louco a ele,- Furioso com ele .,Tão triste,tão triste,Tão triste.,bom sobre isso,a respeito disso,- É bom.,C
31607,"Jesse comeu um pouco de sua comida e Bailey não tinha comida hoje, então Jesse foi generoso.","jesse comia parte de seus alimentos e bailey não tinha comida hoje, assim jesse","O Jesse comeu alguma comida deles e a Bailey não tinha comida hoje, por isso o Jesse foi generoso.",O que vai acontecer com Jesse?,O que vai acontecer com Jesse?,O que vai acontecer ao Jesse?,ser ignorado,ser ignorado,ser ignorado,ser apreciado,ser apreciado,ser apreciado,Ser odiado,ser,ser odiado,B
31608,"Depois de tê-lo por mais de 3 semanas, Robin percebeu que ela perdeu o pé de Riley.","Depois de ter tido o foco há mais de 3 semanas, Robin percebeu que perdeu o foo","Depois de o ter durante mais de 3 semanas, a Robin percebeu que tinha perdido a base da Riley.",Como você descreveria Robin?,Como descrever Robin?,Como descreveria a Robin?,envergonhada,án,envergonhado,triste sobre isso,triste com isso,É triste .,desarrumado,messy,Desordenado,B
31609,Austin garantiu a sobrevivência de Alex em seu novo trabalho.,Austin assegurou a sobrevivência de Alex em seu novo emprego.,O Austin garantiu a sobrevivência do Alex no novo emprego.,Por que Austin fez isso?,Por que o Austin?,Porque é que o Austin fez isto?,mostrar Alex ao redor,mostram Alex em torno,Mostra o Alex .,Orientar Alex,Orientate Alex,Orienta o Alex .,Então Alex não se preocupa,Então Alex não se preocupa,Para que a Alex não se preocupe.,C
31610,"A Tracy estava a sentir-se muito mal depois da separação, a Skylar tentou animar a Tracy.","Tracy estava se sentindo muito ruim após a sua ruptura, Skylar tentou agradar Tracy up.","A Tracy estava muito mal depois da separação, e a Skylar tentou animá-la.",Por que Skylar fez isso?,Por que o Skylar fez isso?,Porque é que a Skylar fez isto?,ignorar Tracy e sair,ignore Tracy e leave,Ignora a Tracy e vai-te embora.,Certifique-se de que Tracy estava triste,garantir que Tracy estava triste,Certifique-se que a Tracy estava triste.,Certifique-se de que Tracy estava bem,garantir que Tracy estava bem,Certifique-se que a Tracy está bem.,C
31611,Bailey cuidou o dia todo de um intruso que poderia aparecer.,Bailey viu todos os dias um intruso que pode vir.,A Bailey ficou de olho o dia todo para um intruso que pudesse passar.,Como Bailey se sentiria depois?,Como Bailey se sentiria depois?,Como é que a Bailey se sentiria depois?,peranóide e solitário,Peranóide e,Peranoide e solitário,Assustado agora,vergonha agora,"Agora, assustado.",Medo de tudo,medo de tudo,Tem medo de tudo .,A
31612,Addison chamou o gerente para o escritório de Skylar para demiti-los por usar inadequadamente seu poder.,Addison chamou o gestor para o escritório da Skylar para o matar por utilizar inadequadamente,A Addison chamou o gerente para o escritório da Skylar para os despedir por usarem indevidamente o poder.,O que é que a Addison precisa de fazer antes disso?,O que é necessário para Addison?,O que é que a Addison precisa de fazer antes disto?,ser dito para fazer a chamada,ser avisado para fazer o chamado,Que lhe digam para fazer a chamada.,Encontrar um novo emprego,Encontrar um novo emprego,Arranja outro emprego.,Despedaçar o gerente,incêndio do gestor,Despede o gerente.,A
31613,"Enquanto viajava a negócios da empresa, Alex foi convidado a dirigir da Flórida para o Texas.","Durante a viagem em empresas, Alex foi orientado a dirigir da Flórida para o Texas.","Enquanto viajava por negócios da empresa, Alex foi convidado a dirigir da Flórida para o Texas.",Como Alex se sentiria depois de dirigir lá?,Como se sentiria Alex depois de dirigir lá?,Como se sentiria o Alex depois de ir lá?,Cansado demais para trabalhar,cansado demais para trabalhar,cansado demais para trabalhar,capaz de começar o seu dia,"A partir de então, a partir de então, a partir de um dia",Capazes de começar o dia,Pronto para começar a trabalhar,pronto para iniciar o trabalho,Pronto para começar o trabalho,A
31614,"Addison alimentou o gatinho com comida enlatada, mas não percebeu que tinha ingredientes aos quais seu gato era alérgico.","Addison alimentou o kitten engastado, mas não percebeu que tinha ingredientes","A Addison deu ao gatinho comida enlatada, mas não sabia que tinha ingredientes aos quais o gato era alérgico.",Como se sentiria a Addison depois?,Como senti-lo-ia depois?,Como se sentiria a Addison depois?,bondosa,tipo de audição,de bom coração,E-mail,completo,Cheio,Arrependa-se de escolher esse alimento específico,Regressão pela escolha daquele alimento específico,Arrepender-me de ter escolhido esse alimento específico.,C
31615,O Austin recebeu o boletim e deu-o depois do jantar.,Austin obteve seu cartão de notificação e o entregou após o jantar.,O Austin recebeu o relatório e dá-lo-lhes depois do jantar.,Como você descreveria Austin?,Como descreveria Austin?,Como descreveria o Austin?,Ignorar a todos,ignora todos,Ignora toda a gente.,Comer depois do jantar,em relação à alimentação após o jantar,para comer depois do jantar,Orgulhava-se de suas notas,", p. 17, foi orgulhado com seus graus",orgulhavam-se das notas deles.,C
31616,Alex levou Aubrey para o parque por duas horas para que eles pudessem deixar seus filhos fazerem algum exercício.,Alex levou Aubrey ao parque por duas horas para que pudessem deixar seus filhos fazer algum exercício,A Alex levou o Aubrey ao parque durante duas horas para que eles pudessem deixar os filhos fazerem exercício.,O que vai acontecer com Alex?,O que acontecerá com Alex?,O que vai acontecer com o Alex?,Veja seus filhos brincarem,assistir os seus filhos,ver os filhos a brincarem,relaxar com Aubrey no parque,Relax com Aubrey no parque,Relaxa com o Aubrey no parque.,Proteja-os de estranhos,Proteger os inimigos,Proteja-os dos estranhos.,B
31617,Ash ficou longe deles quando percebeu que eles eram criminosos.,Ela se afastou quando percebeu que era criminosa.,O Ash manteve-se longe deles quando percebeu que eram criminosos.,Por que Ash fez isso?,Por que o Ash fez isso?,Porque é que o Ash fez isto?,Fique mais longe deles,riz án án án án án án án án ,Fica longe deles.,fez isso para se manter seguro,fez-se isso para ficar seguro,Fiz isto para ficar seguro.,Denunciá-los à polícia,relatá-los à polícia,Denunciem-nos à polícia.,B
31618,Skylar estava visitando sua mãe e queria jogar um jogo juntos.,Skylar estava visitando a mãe e queria jogar um jogo juntos.,A Skylar estava a visitar a mãe deles e queria jogar um jogo juntos.,O que a Skylar vai querer fazer a seguir?,O que queremos com Skylar?,O que vai a Skylar querer fazer a seguir?,Desfrute da sua empresa,gozo a sua companhia,Desfrute da companhia deles.,Explicar todas as regras,explicam todas as regras,Explique todas as regras,fique frustrado e vá embora,. . . . . . . . . ,Ficar frustrado e ir embora.,B
31619,"Casey era uma famosa padeiro e autor de livros de receitas, que amava muito seus fãs. Tracy (agente de Casey) expressou o amor de Casey para as pessoas e deu livros de receitas autografados na feira do livro.","Casey era um famoso escritor de tabuleiro e de cookbook, que gostava muito de seus","Casey era uma famosa padeira e autora de livros de culinária, que amava muito seus fãs.",Como você descreveria Tracy?,Como descreveria Tracy?,Como descreveria a Tracy?,um agente que tinha Casey autógrafo livros de receitas para os fãs,um agente que possuía cadernos de culinária autografados de Casey para torcedores,Um agente que fez o Casey assinar livros de culinária para os fãs.,satisfeito,satisfeito,satisfeito,Satisfeito,satisfeito,- Estou contente.,A
31620,"Depois de decidir se mudar e encontrar um novo emprego, Aubrey finalmente se mudou para sua nova casa.","Depois de decidir mover e encontrar um novo trabalho da marca, Aubrey finalmente se moveu","Depois de decidir mudar-se e encontrar um novo emprego, Aubrey finalmente se mudou para a nova casa.",O que Aubrey vai querer fazer a seguir?,O que queremos com Aubrey?,O que é que o Aubrey vai querer fazer a seguir?,Queria ter uma vida melhor,quis ter uma vida de nícer,Queria ter uma vida melhor.,Organizar a casa,organizar a casa,Organizar a casa,Queria viver em uma casa maior,quis morar em casa maior,Queria viver numa casa maior.,B
31621,Robin encontrou um à venda e não era tão caro para comprar.,Robin encontrou uma para venda e não foi tão caro para compra.,A Robin encontrou uma para venda e não foi muito cara de comprar.,Como Robin se sentiria depois?,Como se sentiria Robin depois?,Como é que a Robin se sentiria depois?,inteligente agora,smart agora,Agora é esperto.,um bom comprador,um bom conta-passo,Um bom comprador,entediado agora,agora enlouquecida,Aborrecido agora.,B
