,context_1,context_2,context_3,question_1,question_2,question_3,answerA_1,answerA_2,answerA_3,answerB_1,answerB_2,answerB_3,answerC_1,answerC_2,answerC_3,correct
11826,Taylor começou em direção a robin e parecia querer lutar com robin.,Taylor começou a fazer a robina e parecia querer lutar com a robina.,Taylor começou a ir em direcção ao Robin e parecia querer lutar com o Robin.,O que Robin vai querer fazer a seguir?,O que queremos por Robin?,O que vai querer fazer a seguir?,Prepare-se para uma luta,preparação para uma luta,Preparar-se para uma luta .,Evite uma luta,Evite uma luta contra a,evitar uma luta,Prejudicar a si mesmo,prejudicial mesmo que apresentem os mesmos sintomas.,prejudicarem-se,A
11827,Austin sentiu que as horas haviam passado enquanto ele estava fazendo o teste.,Austin sentiu-se como horas passadas durante a realização do teste.,Austin sentiu que horas tinham passado enquanto ele fazia o teste.,Como você descreveria Austin?,Como descreveria Austin?,Como descreveria o Austin?,cônscio,ciente,consciente,Esgotado,exaustão,exausto,Cansado,Canina,cansado,B
11828,Sydney concentrou a água em suas mãos e ensaboado com sabão.,Sydney concentrou a água em suas mãos e fez a sua laqueadura com sabonete,Sydney concentrou a água nas mãos dele e espumou-se com sabão.,Como você descreveria Sydney?,Como descreveria Sydney?,Como descreveria Sydney?,sujo,sujeira,sujo,de forma limpa,límpido,limpo,descuidada,carlosidade,descuidado,B
11829,Cameron comeu comida italiana a noite toda em vez de estudar para o exame amanhã.,Cameron come alimentos italianos durante toda a noite em vez de estudar para o exame amanhã,Cameron comeu comida italiana a noite toda em vez de estudar para o exame de amanhã.,Como você descreveria Cameron?,Como descrever Cameron?,Como descreveria a Cameron?,Alguém que não estuda tanto,riz uma vez que não estuda tanto o que é,Alguém que não estuda tanto.,Alguém que valoriza muito a educação,alguém que valoriza muito a educação,Alguém que valoriza muito a educação.,uma pessoa trabalhadora com tenacidade,uma pessoa difícil e com tenacidade,Uma pessoa trabalhadora e tenaz.,A
11830,Austin leu as palavras em voz alta para o público no estúdio.,Austin leu as palavras em voz alta para o auditório.,Austin leu as palavras em voz alta para o público no estúdio.,Como Austin se sentiria depois?,Como se sentiria Austin depois?,Como é que o Austin se sentiria depois?,cruel,cruel,cruel,Profissional,Profissional,Profissional,útil,,útil,B
11831,Quinn enfiou a cabeça na areia para evitar a realidade do que estava acontecendo no trabalho.,Quinn prende a cabeça na areia para evitar a realidade do que estava acontecendo no trabalho.,A Quinn escondeu a cabeça na areia para evitar a realidade do que estava a acontecer no trabalho.,Como você descreveria Quinn?,Como descreveria Quinn?,Como descreveria o Quinn?,Uma pessoa que tem medo das coisas,uma pessoa com medo de coisas,Uma pessoa com medo de coisas.,Como um covarde,como covar,Como um cobarde.,como escumalha,como escarro,Como escumalha.,A
11832,"Skylar comprou um bilhete, mas depois escalpelou-o e deu o dinheiro a um sem-teto.","Skylar comprou um bilhete, mas depois o fez e deu dinheiro para um homem de rua.","A Skylar comprou um bilhete, mas depois escalpou-o e deu o dinheiro a um sem-abrigo.",Como você descreveria o Skylar?,Como descreveria o Skylar?,Como descreveria a Skylar?,tipo,tipo,simpático,indelicado,íntegro,desagradável,atencioso,Considerações,atencioso,A
11833,Ash amigo perguntou sobre os filmes que ele gostava e Ash se abriu rapidamente.,Ash amigo perguntou sobre os filmes que gostava e Ash abriu rapidamente.,O amigo do Ash perguntou-me sobre os filmes que gostava e ele abriu-se rapidamente.,Como Ash se sentiria depois?,Como se sentiria Ash depois?,Como é que o Ash se sentiria depois?,Como se tivesse tido uma boa conversa com um amigo.,Como ele tinha uma boa conversação com um amigo,Como se tivesse tido uma boa conversa com um amigo.,honesto,honest,Honesto.,transparente,transparente,transparente,A
11834,"Sob ordens judiciais, Kai levou os filhos de Riley para cuidar deles.","Em ordem judicial, Kai retirou os filhos de Riley para cuidar deles.","Por ordem judicial, o Kai levou os filhos da Riley para cuidar deles.",O que Kai precisa fazer antes disso?,O que o Kai precisa fazer antes disso?,O que é que o Kai precisa de fazer antes disto?,dar Riley as notícias sobre as crianças,dar Riley as notícias sobre as crianças,Dá à Riley as notícias sobre os miúdos.,ter as crianças colocadas no sistema,ter as crianças colocadas no sistema,- Não. - Deixe os miúdos entrar no sistema.,Ordene o tribunal,Despacho no Tribunal de Justiça,Ordem do tribunal,A
11835,Riley acabou de cavar um buraco que era para as plantas que ela queria em seu jardim.,Riley acabou por fazer uma cavagem que era para as plantas que queria no seu jardim.,A Riley acabou de cavar um buraco para as plantas que queria no jardim.,O que Riley vai querer fazer a seguir?,O que queremos com Riley?,O que é que a Riley vai querer fazer a seguir?,Faça uma pausa,au,- Não .,Prepare as plantas,"riz , r r r r r r r ",Preparem as plantas .,Prepare a pá para cavar,guarde o bólus pronto para a espaça,Prepara a pá para cavar,B
11836,"Cameron estava muito animada para anunciar o nascimento de seu primeiro bebê, Kendall tinha chegado.","Cameron estava muito animado para anunciar o nascimento de seu primeiro bebê, Kendall já havia chegado","A Cameron estava muito entusiasmada por anunciar o nascimento do seu primeiro bebé, Kendall tinha chegado.",O que vai acontecer com Kendall?,O que acontecerá com Kendall?,O que vai acontecer com a Kendall?,Chame seus amigos,chame os seus amigos,Chamar os amigos deles,Receba os parabéns dos amigos,receber parabéns dos amigos,receber parabéns de amigos,Seja bem cuidado,ser bem cuidado,ser bem cuidados,C
11837,"Apesar de querer ser mantido em segredo, Lee fez seu nome conhecido.","Apesar de querer manter um segredo, Lee fez conhecer o nome.","Apesar de querer ser mantido em segredo, Lee fez seu nome conhecido.",Como Lee se sentiria depois?,Como Lee sentiria depois?,Como é que o Lee se sentiria depois?,Como se ele tivesse feito o seu melhor,como ele tentou o seu melhor,Como se ele tivesse feito o seu melhor.,como ele fez tudo o que podia fazer,como fez tudo que ele conseguiu fazer,Como se ele tivesse feito tudo o que podia .,derrotados por eles,vencidos por eles,derrotados por eles.,B
11838,Lee brincava depois da escola com as outras crianças no parque.,Lee jogou depois da escola com as outras crianças no parque.,Lee brincava depois da escola com as outras crianças no parque.,Como você descreveria Lee?,Como descreveria Lee?,Como descreveria o Lee?,Sentindo-se entediado,sensação de entorse,Sentir-se entediado,sentindo-se forte,sentir- se forte,sentir-se forte,sentir-se preguiçoso,sentir- se preguiça,sentir-se preguiçoso,B
11839,Riley estava passando por fisioterapia depois de ter sofrido um acidente vascular cerebral grave.,Riley estava em tratamento fisioterapêutico após sofrer um acidente vascular cerebral.,Riley estava a fazer fisioterapia depois de ter sofrido um AVC grave.,O que Riley vai querer fazer a seguir?,O que queremos com Riley?,O que é que a Riley vai querer fazer a seguir?,Melhore suas habilidades de canto,melhorar as habilidades de canto,Melhorar as suas habilidades de canto,Melhorar suas habilidades motoras,melhorar as suas habilidades motoras,melhorar as suas habilidades motoras,Melhore suas habilidades de dança,melhorar as habilidades de dança,Melhorar as suas habilidades de dança,B
11840,Cameron forneceu lanches para as crianças para que os outros pudessem relaxar e se divertir.,Cameron forneceu lanches para as crianças para que as outras pudessem relaxar e se divertir.,Cameron deu lanches para as crianças para que as outras pudessem relaxar e se divertir.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,Reembolso cameron,reembolso de um radar,Pague o Cameron .,Compre os snacks,compra dos lanches,Compre os lanches.,Gritar com Cameron,cheiro a cheiro a tácito,Gritar com Cameron .,A
11841,Remy enviou livros que não precisavam mais ser doados para pessoas que poderiam usá-los.,Remy enviou livros que não precisavam mais de doação para as pessoas que poderiam utilizá,O Remy enviava livros que já não precisavam para serem doados a pessoas que os pudessem usar.,O que Remy vai querer fazer a seguir?,O que queremos?,O que é que o Remy vai querer fazer a seguir?,"em casa, eles os desfrutam",casa que eles gostem,"Em casa, eles gostam deles.",Use os livros como decoração,utilizar os livros como decorações,Usar os livros como decorações,Peça para emprestá-los,Pedido de empréstimo,Peça-lhes emprestado.,A
11842,aubrey convenceu a mãe a concordar em chutar a criança para fora de casa para aprender uma lição.,aubrey convenceu a mãe a concordar em chutar a criança fora de casa para aprender,A Aubrey convenceu a mãe a concordar em expulsar a criança de casa para aprender uma lição.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,Ignorar a situação,ignorar a situação,Ignorar a situação.,Conheça a mãe,conhecer a mãe,Conheça a mãe.,Ajude a criança,ajuda à criança,Ajudar a criança,C
11843,Aubrey caiu no chão e começou a rir por causa da situação em que ela estava.,Aubrey caiu para o chão e começou a rir por causa da situação que estava.,A Aubrey caiu no chão e começou a rir por causa da situação em que estava.,Como Aubrey se sentiria depois?,Como se sentiria Aubrey depois?,Como é que o Aubrey se sentiria depois?,raivoso,irritação,irritado,feliz,feliz,feliz,triste,triste,triste,B
11844,"Jesse precisava ficar limpo, então ele estava tomando um banho logo depois de chegar em casa.","Jesse precisou se limpar, então ele estava tomando banho logo após chegar em casa.","O Jesse precisava de se limpar, por isso estava a tomar banho logo depois de chegar a casa.",Como você descreveria Jesse?,Como descrever Jesse?,Como descreveria o Jesse?,esbanjador,desperdícios,desperdício,hygenic,hygenic,higiénico,Constantemente sujo,sujeira,constantemente sujo,B
11845,"Bailey tinha ido para a escola de negócios, então eles ajudaram Ash a começar seu próprio negócio.",Bailey já tinha frequentado a escola de negócios para ajudar Ash a iniciar seus próprios negócios.,"A Bailey estudou negócios, por isso ajudaram o Ash a abrir o seu próprio negócio.",Como Bailey se sentiria depois?,Como Bailey se sentiria depois?,Como é que a Bailey se sentiria depois?,Que ela poderia ter feito mais,Que poderia ter feito mais,Que ela poderia ter feito mais,Que ela era uma boa amiga,Que era uma boa amiga,Que ela era uma boa amiga.,Que ela tinha sido egoísta,Que tinha sido esquecida,Que ela tinha sido egoísta,B
11846,"Depois de assistir ao filme Easy Rider, Casey queria uma moto.","Após assistir o filme Easy Rider, Casey queria uma motocicleta.","Depois de ver o filme Easy Rider, Casey queria uma moto.",Como Casey se sentiria depois?,Como se sentiria Casey depois?,Como é que o Casey se sentiria depois?,nervoso sobre andar de bicicleta,nervosismo em andar a bicicleta,nervosa por andar de bicicleta.,um amante de cinema,um filme amante,Um amante de cinema,Como um rebelde,como uma revolta,Como um rebelde.,C
11847,Robin viu sua amiga no shopping e foi dizer oi para ela.,Robin viu sua amiga no mall e foi falar a ela.,A Robin viu a amiga no centro comercial e foi cumprimentá-la.,O que Robin vai querer fazer a seguir?,O que queremos por Robin?,O que vai querer fazer a seguir?,ir a uma festa,vá a uma festa,ir a uma festa,adormecer,queda de sono,adormecer,Converse com seu amigo,conversar com a amiga,Fala com a amiga dela.,C
11848,"Skylar ordenou Tracy para lavar os pratos, dobrar a roupa e aspirar o chão. Tracy obedeceu a ordem de Skylar e lavou os pratos.","Skylar mandou lavar as placas, dobrar a lavanderia e aspirar o","Skylar ordenou a Tracy que lavasse os pratos, dobrasse a roupa e aspirasse o chão.",O que Tracy vai querer fazer a seguir?,O que queremos agora por Tracy?,O que é que a Tracy vai querer fazer a seguir?,Amado Skylar,Skylar,Amada Skylar,Era o seu trabalho.,Foi o seu trabalho,Era o trabalho dela.,Dobrar a roupa,dobrar a lavanderia,Pedaça a roupa.,C
11849,"Se Remy fala com sua mãe biológica, Remy imagina que ele se sentiria com raiva.","Se Remy fala com suas mães biológicas, ele sentiria raiva.","Se o Remy falar com a mãe biológica, o Remy imagina que ele se vai sentir zangado.",O que Remy vai querer fazer a seguir?,O que queremos?,O que é que o Remy vai querer fazer a seguir?,Evite qualquer contato com sua mãe,evite qualquer contacto com a mãe.,evitar qualquer contacto com a mãe dele,Queria esquecer,quis esquecimento,Queria esquecer.,Queria ficar feliz,quis ficar feliz,Queria ficar feliz.,A
11850,Skylar voltou para casa de licença depois de servir no exterior por meses.,"Skylar chegou a casa em licença após servir ao mar, por meses.",A Skylar voltou para casa de licença depois de servir no estrangeiro durante meses.,O que a Skylar precisa fazer antes disso?,O que o Skylar precisa fazer antes disso?,O que é que a Skylar precisa de fazer antes disto?,ser descarregada antes deste,ser eliminado antes deste,ser dispensado antes deste,fez isso para ver a família,fez-se isso para ver a família,Fizeste isto para ver a família.,ir para o exterior antes disso,ir ao mar antes deste,Vai para o exterior antes disto.,C
11851,Sydney agarrou a mão de Aubrey enquanto Aubrey estava roubando do pote de biscoitos.,Sydney apreendeu a mão de Aubrey como Aubrey estava furando o bi,A Sydney agarrou a mão do Aubrey enquanto ele roubava do frasco de bolachas.,Como Aubrey se sentiria como resultado?,Como sentiria Aubrey como resultado?,Como se sentiria o Aubrey?,como comer o biscoito de qualquer maneira,como comer o biscoito de qualquer forma,Como comer o biscoito de qualquer maneira,Como tentar tirar a mão dela,como tentar tirar a mão dela,Como tentar tirar-lhe a mão .,Irritado com Aubrey,náusea,zangado com o Aubrey.,A
11852,Kai tornou-se eficaz em motivar Ash e os outros no trabalho depois de apenas um curto período de tempo.,O Kai tornou-se efetivo na motivação de Ash e os demais no trabalho após um curto período,Kai tornou-se eficaz em motivar Ash e os outros no trabalho depois de apenas um curto período de tempo.,Como Kai se sentiria depois?,Como se sentiria após o Kai?,Como é que o Kai se sentiria depois?,Envergonhada depois,vergonha após,Envergonhado depois.,Orgulhoso depois,orgulha,orgulhoso depois,irritado depois,irritação após,irritado depois.,B
11853,Lee decidiu jogar um esporte e jogou beisebol depois da escola.,Lee decidiu jogar um esporte e jogar bola de basquete após a escola.,Lee decidiu praticar um esporte e jogou beisebol depois da escola.,Como Lee se sentiria depois?,Como Lee sentiria depois?,Como é que o Lee se sentiria depois?,Como se ele estivesse fazendo algo divertido,como ele está fazendo uma coisa divertida,Como se estivesse a fazer algo divertido.,Como se ele estivesse fazendo algo horrível,como ele está fazendo algo horrível,Como se ele estivesse a fazer algo horrível.,Atlético,Atlético,atlético,A
11854,Tracy pagou imposto sobre vendas de Sydney em seu projeto de arte para cobrir todas as suas bases.,Tracy pagou o imposto de venda de Sydney sobre seu projeto de arte para cobrir todas as suas bases,A Tracy pagou ao Sydney o imposto de vendas do seu projeto de arte para cobrir todas as suas bases.,Como você descreveria Tracy?,Como descreveria Tracy?,Como descreveria a Tracy?,um cidadão cumpridor da lei,um cidadão que cumpre a lei,um cidadão que obedece à lei,Ficaria feliz em ser uma ajuda para Sydney,seria feliz ser um auxílio a Sydney,Ficaria feliz em ajudar a Sydney.,Alguém que foge dos impostos,alguém que foge aos impostos,alguém que evade impostos,A
11855,Cameron queria ir para uma nova casa e vendeu a antiga.,Cameron queria ir a uma nova casa e vendeu a sua antiga.,A Cameron queria uma nova casa e vendeu a velha.,O que Cameron vai querer fazer a seguir?,O que queremos por Cameron?,O que é que a Cameron vai querer fazer a seguir?,Encontre um corretor de imóveis,encontrar um imóvel,encontrar um corretor imobiliário,comprar um barco de casa,compra de um navio de casa,comprar um barco para casa,Relaxe em sua nova casa,lúdico em sua nova casa,Relaxarem-se em sua nova casa,C
11856,A Addison fez o trabalho sujo do Remy ao limpar a confusão.,"Addison fez o sujo de Remy, limpando a mecha.","A Addison fez o trabalho sujo do Remy, limpando a confusão.",O que Remy vai querer fazer a seguir?,O que queremos?,O que é que o Remy vai querer fazer a seguir?,Obrigado Addison,Agradecimento a Addison,Obrigado Addison .,Veja a bagunça antes disso,ver a mecha antes desta,Veja a confusão antes disto.,Decida cuidar disso antes disso,decidir cuidar dela antes deste,Decidi tratar disso antes disto.,A
11857,Ash visitou parentes doentes de Aubrey quando Aubrey estava fora da cidade para se certificar de que eles estavam indo bem.,Ash visitou os familiares doentes de Aubrey quando Aubrey estava fora da cidade para se,Ash visitou os parentes doentes do Aubrey quando o Aubrey estava fora da cidade para ter a certeza de que estavam bem.,Como você descreveria Ash?,Como descreveria Ash?,Como descreveria o Ash?,Alguém que cuida de Aubrey, Uma pessoa que cuida de Aubrey,Alguém que cuide do Aubrey.,Alguém com maus sentimentos,náusea,alguém com maus sentimentos,Preocupação com os parentes,preocupação com os familiares,preocupação com os parentes,A
11858,"Quinn era o pai biológico de Aubrey, mas Quinn não tinha se encontrado em Aubrey em sua vida.","Quinn era pai biológico de Aubrey, mas Quinn não tinha encontrado em Aub","Quinn era o pai biológico de Aubrey, mas Quinn não o conheceu em Aubrey durante a sua vida.",O que vai acontecer com Aubrey?,O que acontecerá com Aubrey?,O que vai acontecer ao Aubrey?,Seja triste com a vida,ser triste com a vida,ser triste com a vida,chegar a sua filha e começar um novo começo,chegue à sua filha e inicie um novo início,chegar à filha e começar de novo .,"contratar um PI e abrir uma investigação, onde ela vive, trabalha, casamento, etc","contratar um PI e abrir uma investigação, onde ela mora, trabalha, casamento, etc.","contratar um PI e abrir uma investigação, onde ela vive, trabalha, casamento, etc",B
11859,"Robin tem montado o ônibus para o trabalho todos os dias, mas está fechado hoje por alguma razão.","Robin saiu o ônibus para funcionar todos os dias, mas é fechado hoje por algum motivo.","A Robin andava todos os dias de autocarro para o trabalho, mas hoje está fechado por alguma razão.",O que Robin precisa fazer antes disso?,O que é necessário para Robin antes disso?,O que é que a Robin precisa de fazer antes disto?,Tenha uma escola para ir,ter uma escola para ir para,ter uma escola para ir,Tenha um passe de ônibus,ter uma passagem de ônibus,ter um passe de autocarro,Pergunte a um colega de trabalho que dirige um carro se eles podem buscá-lo,pergunte a um co- trabalhador que conduz um automóvel se pode o,Pergunte a um colega de trabalho que dirige um carro se eles podem pegá-lo,B
11860,"Depois de não socializar por causa de sua preocupação, Tracy decidiu deixar a festa.","Depois de não se socializar por causa da sua preocupação, Tracy decidiu deixar o partido.","Depois de não conseguir socializar por causa de sua preocupação, Tracy decidiu sair da festa.",Porque é que a Tracy fez isto?,Por que o Tracy fez isso?,Porque é que a Tracy fez isto?,resto,repouso,descanso,ir para casa,ir para casa,Vai para casa.,não estava tendo um bom tempo,não teve um bom tempo,Não estava a divertir-me.,C
11861,"O Remy era uma pessoa má, por isso roubou a carteira do Aubrey.","a remessa foi uma pessoa ruim, de modo que ele fez furar a carteira de","O Remy era uma pessoa má, por isso roubou a carteira da Aubrey.",O que Aubrey vai querer fazer a seguir?,O que queremos com Aubrey?,O que é que o Aubrey vai querer fazer a seguir?,veja a carteira desacompanhada,ver a carteira desacompanhada,Veja a carteira sem vigilância.,Recusar-se a dizer a alguém que sua carteira foi roubada por Remy,recusar contar a quem a carteira foi roubada pela rem,Não diga a ninguém que a carteira foi roubada pelo Remy.,Obter sua carteira de remy,obter sua carteira de remy,Pega na carteira do Remy .,C
11862,"Secretamente, Jordan deu algo ao amigo, mas ele não deu nada aos outros.","Semelhantemente, Jordan deu a sua amizade, mas não deu nada aos outros.","Em segredo, o Jordan deu algo ao amigo deles, mas não deu nada aos outros.",O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,"Peça a Jordan para dar-lhes um pouco, também.","Peçar para a Jordânia que lhes dê alguma coisa, também",Pede à Jordan para lhes dar também.,Arranje o seu amigo sozinho,chegue a seu amigo sozinho,- Não .,roubar alguns do amigo de Jordan,mantenha alguns dos amigos da Jordânia,Roubar um pouco do amigo do Jordan.,A
11863,Skylar levou um carro para o cinema.,Skylar dirigiu um carro para o cinema.,A Skylar levou um carro até ao cinema.,O que a Skylar vai querer fazer a seguir?,O que queremos com Skylar?,O que vai a Skylar querer fazer a seguir?,conduzir para casa,au,conduzir para casa,Seja cedo para o filme,ser início para o filme,É melhor ir mais cedo ao cinema.,comprar um bilhete de filme,compra de um bilhete de cinema,comprar um bilhete de cinema,C
11864,Remy encontrou um lugar apropriado no local certo.,Remy encontrou um local adequado na localização certa.,O Remy encontrou um lugar apropriado no local certo.,O que Remy precisa fazer antes disso?,O que é necessário fazer por Remy antes disso?,O que é que o Remy precisa de fazer antes disto?,Redecorar o lugar,Redecorar o lugar,Decora o lugar.,Pesquisar anúncios imobiliários,Busca de listas imobiliárias,Pesquise em anúncios imobiliários,Organizar o próximo evento,organizar o próximo evento,Organizar o próximo evento,B
11865,"Cameron jogou poker com alguns amigos, mas infelizmente não foi muito bom.","Cameron jogou o jogo com alguns amigos, mas infelizmente não foi muito bom.","Cameron jogava póquer com alguns amigos, mas infelizmente não era muito bom.",Como Cameron se sentiria depois?,Como se sentiria Cameron depois?,Como se sentiria a Cameron depois?,Como se tivesse que parar de jogar poker,como precisavam parar de jogar o ker,Como se precisassem parar de jogar póquer.,Culpado e triste,culpa e tristeza,culpado e triste,irritada e irritada,irritação e irritação,irritado e irritado,A
11866,Sydney acabou de conseguir um novo emprego com muitas opções.,Sydney só conseguiu um novo emprego com muita opção.,A Sydney acabou de arranjar um novo emprego com muitas opções.,Por que Sydney fez isso?,Por que o Sydney?,Porque é que a Sydney fez isto?,tomar a decisão final,tomar decisão final,tomar a decisão final,queria escrever um grande bilhete e ser rejeitado,quis escrever um bilhete grande e se recusou,Queria escrever uma multa grande e ser rejeitado,O novo chefe de Sydney queria que eles fossem felizes,O novo chefe de Sydney queria que eles fossem felizes,O novo chefe de Sydney queria que eles fossem felizes.,A
11867,Carson aprendeu a costurar para fazer seu amigo um vestido. Seu amigo não gostou do vestido.,"Carson aprendeu a fazer o vestido de seu amigo, e o amigo não gostou do vestido.",Carson aprendeu a costurar para fazer um vestido para a amiga deles.,Como Carson se sentiria depois?,Como senti-lo-ia depois?,Como é que o Carson se sentiria depois?,Confiar em suas habilidades,confiante em suas habilidades,confiantes nas suas capacidades,feliz com a opinião de seus amigos,feliz com a opinião de seus amigos,felizes com a opinião do amigo,Como se perdessem o seu tempo,como eles perderam seu tempo,Como se tivessem perdido o tempo.,C
11868,"Carson era talentoso e um gênio, então ele jogou futebol muito bem.",o homem foi talentoso e um gênio assim ele jogou muito bem o futebol.,"Carson era talentoso e um génio, por isso jogava futebol muito bem.",O que Carson vai querer fazer a seguir?,O que queremos por Carson?,O que é que o Carson vai querer fazer a seguir?,Sair do futebol,parar de jogar,Desiste do futebol,Competir com Carson,Competir com Carson,competir com Carson .,Continue praticando futebol,manter a prática de futebol,Continue a praticar futebol,C
11869,Ash comprou o caminhão na loja para inspecioná-lo pela terceira vez.,Ash comprou o caminhão para a loja para inspeccionar pela terceira vez.,O Ash comprou o camião para a loja para o inspeccionar pela terceira vez.,O que Ash vai querer fazer a seguir?,O que queremos por Ash?,O que é que o Ash vai querer fazer a seguir?,Orgulha-te,orgulha,orgulhoso,entediada,prurido,Aborrecido.,errado,erro,Errado,A
11870,Addison cresceu para ser muito mais bem sucedido do que os valentões na escola.,Addison cresceu muito mais bem-sucedido que os bullying na escola.,Addison cresceu para ser muito mais bem sucedida do que os valentões na escola.,Como você descreveria Addison?,Como descreveria Addison?,Como descreveria a Addison?,Ciúme do sucesso de Addison,ânimo do sucesso de Addison,Ciumento do sucesso da Addison.,todos crescidos,Todos os crescimentos,Todos crescidos,Envergonhado de como eles trataram Addison,vergonha de tratar Addison,Envergonhado da forma como trataram Addison .,B
11871,"Na sexta-feira, a turma de Bailey não estava prestando atenção ou ouvindo. Bailey tinha tido o suficiente e deu detenção a toda a classe.","Na sexta-feira, a aula de Bailey não estava dando atenção ou escuta, Bailey tinha o","Na sexta-feira, a turma da Bailey não estava a prestar atenção nem a ouvir.",O que Bailey vai querer fazer a seguir?,O que queremos por Bailey?,O que vai querer fazer a Bailey a seguir?,Envie para casa um prêmio,enviar em casa um prêmio,Envia um prémio para casa.,Sente-se em silêncio,Sentado no silêncio,Sente-se em silêncio.,Implore por misericórdia,beg for mercy,Pedir misericórdia .,B
11872,"Taylor se esforçou para sair de casa, mas percebeu que perdeu as chaves do carro na casa de sua avó.","Taylor fez um tremor em sair da casa, mas percebeu que perdeu a chave de carro na","Taylor correu para sair de casa, mas percebeu que perdeu as chaves do carro na casa da avó.",O que Taylor precisa fazer antes disso?,O que é necessário para Taylor diante disso?,O que é que a Taylor precisa de fazer antes disto?,Assista um pouco de TV,assistir alguma tv,Vê televisão.,Chame sua avó,chame a avó dela,Chama a avó dela.,Encontre uma chave sobressalente,Encontrar uma chave de reserva,Encontre uma chave de reserva.,B
11873,Remy pagou pelo caminho de Kendall para o alojamento de férias no país.,Remy pagou pelo caminho de Kendall para o feriado no país.,O Remy pagou o transporte da Kendall para a casa de férias no campo.,O que Kendall vai querer fazer a seguir?,O que queremos por Kendall?,O que é que a Kendall vai querer fazer a seguir?,fez isso para ser generoso,o presente trabalho teve como objetivo geral analisar a influência da ¿indústria¿ sobre,Fizeste isto para ser generoso,pegar Remy para cima,Peçar Remy up,Apanha o Remy .,Deixe Remy para trás,deixar a Remy por trás,Deixe o Remy para trás.,B
11874,Alex estava andando pelo centro da cidade aproveitando as luzes de Natal.,"Alex estava caminhando em torno do centro, com as luzes de Natal.",A Alex andava pela baixa a apreciar as luzes de Natal.,Como você descreveria o comportamento de Alex?,Como descrever o comportamento de Alex?,Como descreveria o comportamento do Alex?,Aproveitando as férias,gozo dos feriados,Desfrutando das férias.,Medo de multidões,medo de multidão,Medo de multidões .,não no humor para celebrar,não no humor de comemorar,Não estou com disposição para comemorar.,A
11875,"Aubrey viu uma peça mórbida cheia de violência e piadas, mas adorou muito a peça.","Aubrey viu uma brincadeira mórbida repleta de violência e brincadeiras, mas amou",A Aubrey viu uma peça mórbida cheia de violência e piadas mas adorou muito a peça.,Como você descreveria Aubrey?,Como descreveria Aubrey?,Como descreveria o Aubrey?,Ainda bem que eles foram para a peça,felizes por terem sido à brincadeira,Ainda bem que foram à peça .,Alguém que aprecia o valor do choque,alguém que aprecia o valor do choque,Alguém que aprecia o valor do choque.,tende a não sair de sua zona de conforto muitas vezes,tende a não deixar sua zona de conforto muitas vezes,Tende a não sair da sua zona de conforto muitas vezes,B
11876,Aubrey sempre ouviu enquanto outros preferiam escrever levando ao seu fracasso em seu exame principal.,Aubrey sempre ouviu enquanto outros preferiram a escrita levando a sua falha em seu exame principal,"A Aubrey sempre ouvia enquanto outros preferiram escrever, o que os levou a falhar no exame principal.",O que acontecerá com os outros?,O que acontecerá com os outros?,O que acontecerá aos Outros?,obter um a,ad,- Não .,Não conseguiu passar nos exames principais,não passou pelos principais exames,Não passaram nos exames principais.,passar,Via,passagem,B
11877,Taylor fez Kai atacar a fim de se livrar dos inimigos.,Taylor fez o ataque de Kai para se livrar dos inimigos.,Taylor fez Kai atacar para se livrar dos inimigos.,Como Kai se sentiria como resultado?,Como o Kai sentiria como resultado?,Como é que o Kai se sentiria?,utilizado,ic,utilizadas,aliviado que Kai era um guerreiro forte,", p. 13.",Aliviado por saber que Kai era um guerreiro forte.,feliz que os inimigos foram derrotados,feliz com os inimigos,felizes que os inimigos foram derrotados,C
11878,Lee se divertiu muito na feira com seus amigos.,Lee teve muita diversão na feira com seus amigos.,Lee se divertiu muito na feira com seus amigos.,Como você descreveria Lee?,Como descreveria Lee?,Como descreveria o Lee?,isolados e sozinhos,isolado e isolado,isolado e sozinho,entediado e cansado,vergonha e cansaço,Aborrecido e cansado.,entretido e social,lúdico e social,divertidos e sociais,C
11879,Taylor definitivamente quis ter sucesso antes dos testes olímpicos.,Taylor certamente venceu os ensaios olímpicos.,Taylor queria definitivamente ter sucesso antes das provas olímpicas.,Como você descreveria Taylor?,Como descreveria Taylor?,Como descreveria a Taylor?,impotente,Sem poder,impotente,fraco,fraco,fraco,ambicioso,ambicioso,ambicioso,C
11880,Remy deu a Addison uma boa oportunidade às suas próprias custas nos negócios.,Remy proporcionou a Addison uma boa oportunidade em suas próprias despesas com os negócios.,"O Remy deu à Addison uma boa oportunidade, às suas custas, em negócios.",Como você descreveria Remy?,Como descreveria a Remy?,Como descreveria o Remy?,mal,mal,maldade,Preocupado com Addison,Preocupados com Addison,Preocupado com a Addison.,altruística,altruísta,altruísta,C
