,context_1,context_2,context_3,question_1,question_2,question_3,answerA_1,answerA_2,answerA_3,answerB_1,answerB_2,answerB_3,answerC_1,answerC_2,answerC_3,correct
27188,"robin amava animais, mas ela sempre amou gatinhos melhor.","robin adorava os animais, mas sempre gostava dos gatinhos.","A Robin adorava animais, mas sempre gostou mais de gatinhos.",Como Robin se sentiria depois?,Como se sentiria Robin depois?,Como é que a Robin se sentiria depois?,Amante e gentil,amor e tipo,amoroso e bondoso,Acalme-se,calm,Calma .,amante animal,animal,Amador de animais,B
27189,"Embora Taylor soubesse que seu amigo ficaria bravo com eles, Taylor disse a verdade quando o professor de Taylor perguntou se o amigo de Taylor traiu o teste.","Embora Taylor soubesse que seu amigo lhes seria louco, Taylor contou a verdade quando o professor","Mesmo que Taylor soubesse que o amigo deles ficaria zangado com eles, Taylor disse a verdade quando a professora de Taylor perguntou se o amigo de Taylor tinha copiado no teste.",Como você descreveria Taylor?,Como descreveria Taylor?,Como descreveria a Taylor?,uma pessoa honesta,uma pessoa holística,uma pessoa honesta,Falta de ética,falta de ética,falta de ética,Ruim para o seu amigo,mau para o amigo,Que mal para o seu amigo.,A
27190,Robin serviu comida para seus amigos em uma festa.,Robin serviu de alimento para seus amigos em uma festa.,A Robin serviu comida aos amigos numa festa.,Como Robin se sentiria depois?,Como se sentiria Robin depois?,Como é que a Robin se sentiria depois?,ptimo.,nice,- É bom.,generoso,generoso,generoso,Bom que ela fez algo para seus amigos,Bom fez alguma coisa para os amigos dela,Ainda bem que ela fez algo pelos amigos.,B
27191,"Ash foi para casa a rota cênica, a fim de evitar o tráfego de construção.","Ash foi para casa da rota cênica, a fim de evitar o trânsito de construção.",Ash foi para casa pela rota panorâmica para evitar o trânsito da construção.,Por que Ash fez isso?,Por que o Ash fez isso?,Porque é que o Ash fez isto?,Obter um pouco para comer,ingerir um pouco a comer,Come um pouco .,Não queria ser estressada,quis não ser sublinhado,Queria não ficar estressado.,Querer desperdiçar gás,quis esvaziamento,Queria desperdiçar gasolina.,B
27192,Casey comprou um carro de um amigo e era um carro vermelho com alguns amassados nele.,Casey comprou um carro de um amigo e era um carro vermelho com algumas dentaduras,O Casey comprou um carro a um amigo e era vermelho com algumas aberrações.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,entediado agora,agora enlouquecida,Aborrecido agora.,inteligente agora,smart agora,Agora é esperto.,Não se preocupe com a aparência,não se preocupou com os olhares,Não se preocupam com a aparência.,C
27193,Kai recebeu um aviso de aviso para parar de estacionar seu carro no local errado em frente ao negócio.,Kai obteve um aviso de alerta para deixar de estacionamentor o carro na zona errada frente ao negócio,O Kai recebeu um aviso para parar de estacionar o carro no lugar errado em frente ao negócio.,O que Kai vai querer fazer a seguir?,O que o Kai quer fazer em seguida?,O que vai o Kai querer fazer a seguir?,Estacione em outro lugar,parque em qualquer outra parte,Parque em outro lugar.,Ter um carro,proprietário de um automóvel,possuir um carro,Dirigir um carro,conduzir um automóvel,conduzir um carro,A
27194,Aubrey estava cortando o cabelo de Addison e deu-lhes um penteado bob.,Aubrey estava cortando os cabelos de Addison e dando-lhes um estilo de,A Aubrey cortava o cabelo da Addison e fez-lhes um penteado.,Por que Aubrey fez isso?,Por que o Aubrey?,Porque é que o Aubrey fez isto?,varrer o cabelo,varrer o cabelo,varrer o cabelo,Guarde seu equipamento,aujeitar o seu equipamento,Guarda o equipamento dela.,atender o pedido de Addison,Atender à solicitação de Addison,- Concorde com o pedido da Addison.,C
27195,Kai sentou-se na cama de Ash e tentou convencê-los a vir e sentar-se.,Kai sentou-se na cama de Ash e tentou convencer-os a passar e sentar,O Kai sentou-se na cama do Ash e tentou convencê-los a virem sentar-se.,O que Kai precisa fazer antes disso?,O que o Kai precisa fazer antes disso?,O que é que o Kai precisa de fazer antes disto?,Afaste-se de Ash,.,Afasta-te do Ash.,Entre no banheiro de Ash,entrar no banheiro de Ash,Vai para a casa de banho do Ash.,Junte-se ao Ash,.,- Vai ter com o Ash.,C
27196,Jan estava entregando um pacote e eles tocaram a campainha da residência.,Jan estava entregando um pacote e eles traziam o porta-porta da residência.,O Jan estava a entregar um pacote e tocaram no sino da residência.,Como você descreveria Jan?,Como descreveria Jan?,Como descreveria o Jan?,um trabalhador rápido,um trabalhador rápido,um trabalhador rápido,entregando o correio,envio de correspondência,entrega de correio,Como deixar o pacote,Como esvaziar a embalagem,Como deixar o pacote,A
27197,Alex manteve o registro de Aubrey a salvo de olhares fixos.,Alex manteve o registro de Aubrey seguro dos olhos em contato.,A Alex manteve o registo do Aubrey a salvo de olhares espiões.,O que Alex precisa fazer antes disso?,O que é necessário para Alex antes disso?,O que é que a Alex precisa de fazer antes disto?,Certifique-se de que os registros não foram roubados,garantir que os registros não foram roubados,Certifique-se que os registos não foram roubados.,Cobri-los,abranjam-se,Cobri-os .,Seja descuidado,ser descuido,Não sejas descuidado.,B
27198,Addison recebeu um diploma em Administração. Addison trabalhou bem em administração de empresas.,"Addison recebeu grau de administração, Addison trabalhou bem na administração.",Addison obteve um diploma em Administração.,O que é que a Addison precisa de fazer antes disso?,O que é necessário para Addison?,O que é que a Addison precisa de fazer antes disto?,ter um diploma em administração de empresas,ter um grau de administração,ter um diploma em administração de empresas,Estude duro para receber um diploma,riz,Estudar duro para obter um diploma,Faça uma pausa na administração,au,tomar uma pausa da administração,B
27199,"Tracy não entendeu a equação, então Skylar ensinou-lhes sobre a matemática.",Tracy não compreendeu a equação de modo que Skylar os ensinou sobre a matemática.,"A Tracy não entendeu a equação, por isso a Skylar ensinou-lhes matemática.",Como Skylar se sentiria depois?,Como senti-lo-ia depois?,Como é que a Skylar se sentiria depois?,Bom eles sabem como fazer o problema,Bom eles sabem como fazer o problema,Ainda bem que sabem como resolver o problema.,Estúpido.,stupid,- Que estúpido.,Bom que eles têm um problema de matemática,Bom que tenham problema de matemática,Ainda bem que eles têm um problema de matemática .,A
27200,Kendall agradeceu Lee por sua ajuda e comprou-lhe um jantar de bife caro naquela noite.,Kendall agradeceu a Lee pelo auxílio e o comprou um jantar de bolacha caro naquela,Kendall agradeceu a Lee pela ajuda e comprou-lhe um bife caro para jantar naquela noite.,O que Lee vai querer fazer a seguir?,O que queremos Lee?,O que é que o Lee vai querer fazer a seguir?,Queria expressar a gratidão,quis expressar a gratidão,Queria expressar a minha gratidão.,Orgulha-te,orgulha,orgulhoso,entediada,prurido,Aborrecido.,A
27201,Carson entregou o pedido de pizza de Remy para o cozinheiro e ele começou a fazê-lo.,Carson passou a encomenda de Remy para o cozinheiro e passou a fazê-la,O Carson entregou a encomenda da pizza do Remy ao cozinheiro e ele começou a fazer.,O que Remy vai querer fazer a seguir?,O que queremos?,O que é que o Remy vai querer fazer a seguir?,Pegar a pizza,apanhar a pizza,Pegue a pizza .,Preencha a ordem,preencha a ordem,Preencher a encomenda,pedir um pouco de frango,Peças de reconstituição,Pede um pouco de frango .,A
27202,Lee determinou a idade de uma pessoa apenas olhando para seus olhos.,Lee determinou a idade da pessoa apenas olhando para os olhos.,Lee determinou a idade de uma pessoa apenas olhando para os olhos.,O que Lee precisa fazer antes disso?,O que Lee precisa fazer antes disso?,O que é que o Lee precisa de fazer antes disto?,direito,,- Não é verdade.,Olhe para os pés,olha para os pés,Olhem para os pés.,Ver o rosto de uma pessoa,ver a face de uma pessoa,ver o rosto de uma pessoa,C
27203,Cameron jogou videogames com seus novos amigos de sua nova escola.,Cameron jogou videogames com seus novos amigos de sua nova escola.,O Cameron jogava videojogos com os novos amigos da escola.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,em jogos,em jogos,em jogos,lá,riz,Aqui.,Ciúmes dele,vergonha dele,- Celosos dele .,A
27204,Quinn deu biscoitos para os pais de Austin e eles gostaram muito da sobremesa.,Quinn deu biscoitos aos pais de Austin e eles gostavam muito da sobremesa,Quinn deu bolachas aos pais do Austin e eles gostaram muito da sobremesa.,O que Quinn vai querer fazer a seguir?,O que queremos Quinn?,O que quer o Quinn fazer a seguir?,Amado,amado,Amado,Obtenha a receita de biscoitos de Quinn,aujeito de biscoitos de Quinn,- Não. - Não.,Obrigado Quinn por seus pais,Agradecer Quinn pelos pais,Agradeceram ao Quinn pelos pais deles.,A
27205,"Depois de finalizar os planos com o arquiteto e os empreiteiros, Austin construiu a casa de Quinn na semana passada.","Após a finalização dos planos com o arquiteto e os contratantes, Austin construiu a casa de","Depois de finalizar os planos com o arquiteto e os empreiteiros, Austin construiu a casa do Quinn na semana passada.",Como Quinn se sentiria como resultado?,Como senti-lo-ia Quinn?,Como se sentiria o Quinn?,intrigado com a construção da casa,intrigado pelo edifício da casa,intrigado com a construção da casa,Obrigado pelo trabalho duro que foi feito,gratidão pelo duro trabalho que foi realizado,Agradecido pelo trabalho duro que foi feito,Curioso sobre por que a casa foi construída,curiosos sobre por que a casa foi construída,Curioso por que a casa foi construída,B
27206,Robin conheceu recentemente sua mãe depois de não estar perto dela desde o nascimento.,Robin conheceu recentemente sua mãe após não estar em seu entorno desde o nascimento.,A Robin conheceu recentemente a mãe depois de não estar perto dela desde o nascimento.,O que Riley vai querer fazer a seguir?,O que queremos com Riley?,O que é que a Riley vai querer fazer a seguir?,ficar chateado,< < < < < < < < < ,ficar chateado.,Conheça-os,conhecer,Conheça-os,Questione sua mãe,questionar a mãe,Pergunte à mãe deles.,B
27207,"Skylar estava tentando ajudar Bailey a limpar e se livrar das coisas, seja ela acidentalmente vendeu o presente muito amado de Bailey.","Skylar tentava ajudar Bailey a limpar e se livrar das coisas, ser vendedora acidentalmente o","A Skylar estava a tentar ajudar a Bailey a limpar e a livrar-se de coisas, por acaso, ela vendeu o presente tão querido da Bailey.",Como Skylar se sentiria depois?,Como senti-lo-ia depois?,Como é que a Skylar se sentiria depois?,muito mau,Muito ruim,muito mau,Como um bom amigo,como um bom amigo,Como um bom amigo.,Alguém que foi descuidado ao ajudar Bailey,Uma pessoa que estava descuidada quando ajuda Bailey,Alguém que foi descuidado ao ajudar a Bailey.,A
27208,A Addison violou a lei que roubava comida quando eles não tinham dinheiro.,O adison quebrou a lei roubando alimentos quando não tinha dinheiro.,A Addison violou a lei roubando comida quando não tinham dinheiro.,Porque é que a Addison fez isto?,Por que o Addison fez isso?,Porque é que a Addison fez isto?,Encontrar um emprego,encontrar um emprego,- Encontre um emprego.,tem comida,ingestão de alimentos,comer,tem mais dinheiro,ter mais dinheiro,ter mais dinheiro,B
27209,"Kendall precisava estudar duro para o exame, mas só passou alguns minutos estudando.","Kendall necessitou de estudar muito o exame, mas apenas poucos minutos de estudo","Kendall precisava estudar muito para o exame, mas só passou alguns minutos estudando.",O que vai acontecer com Kendall?,O que acontecerá com Kendall?,O que vai acontecer com a Kendall?,sair goofing fora,despedimento,Pára de brincar .,Faça bem no teste,au,"- Não, não.",obter uma pontuação baixa,obter um escore baixo,Obter uma pontuação baixa,C
27210,"Robin precisava ir trabalhar, mas seu carro estava na loja.","Robin necessitou de trabalhar, mas o carro estava na loja.","A Robin precisava de ir trabalhar, mas o carro estava na oficina.",O que Robin precisa fazer antes disso?,O que é necessário para Robin antes disso?,O que é que a Robin precisa de fazer antes disto?,Necessário para roubar chaves,necessário para furtar chaves,Precisava de roubar chaves.,Ofereça seu carro para Robin emprestar,Oferecer o seu carro para Robin,Ofereça o carro para o Robin emprestar.,Necessário pedir permissão,necessário para solicitar a autorização,Precisava de pedir permissão.,C
27211,"Addison protegeu os interesses do público, certificando-se de que o crime nunca mais aconteceu.","Addison protegeu os interesses do público, fazendo com que a criminalidade nunca tenha acontecido novamente","A Addison protegeu os interesses do público, certificando-se de que o crime nunca mais acontecesse.",Como você descreveria Addison?,Como descreveria Addison?,Como descreveria a Addison?,Sentindo-se entediado,sensação de entorse,Sentir-se entediado,Sentindo-se orgulhoso,sentir- se orgulhado,sentir orgulho,sentir-se preguiçoso,sentir- se preguiça,sentir-se preguiçoso,B
27212,Remy estava limpando a garagem de Jordan e encontrou um ninho de pássaros.,Remy estava limpando o horto da Jordânia e encontrou um ninho de aves.,O Remy estava a limpar a garagem da Jordan e encontrou um ninho de pássaros.,O que Jordan vai querer fazer a seguir?,O que a Jordânia deseja fazer a seguir?,O que vai querer fazer a seguir?,chamar controle animal,controlo de chamadas de animais,chamar controlo de animais,Concordo em limpar a garagem,pactuar a limpeza da louça,Concordamos em limpar a garagem .,Matar os pássaros,matar as aves,Matem os pássaros.,A
27213,"Quinn era uma bruxa poderosa, então ela transformou água em ouro.",quinn foi um poderoso esbarrado por isso mudou a água para ouro.,"A Quinn era uma bruxa poderosa, por isso transformou água em ouro.",Porque é que o Quinn fez isto?,Por que Quinn?,Porque é que o Quinn fez isto?,Incomoda-se a si mesma,vergonha de si,- Não .,Transformar mais água em ouro,riz água para o ouro,transformar mais água em ouro,impressionar os outros,pression others,impressionar os outros,C
27214,Quinn consertou o ar condicionado e fez todos se refrescarem muito.,Quinn fixou o ar condicionado e fez com que todos se arrefecidos.,O Quinn arranjou o ar condicionado e fez com que todos se arrefecessem muito.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,muito quente,Muito quente,muito quente,muito feliz,muito feliz,Muito feliz.,Muito louco,Muito louco,Muito louco.,B
27215,Cameron viu os leões no Safari quando eles foram para a África.,Cameron viu os liões em Safari quando chegaram à África.,Cameron viu os leões no Safari quando foram para África.,O que Cameron vai querer fazer a seguir?,O que queremos por Cameron?,O que é que a Cameron vai querer fazer a seguir?,Saia do veículo,Sair do veículo,Saiam do veículo.,Tirar fotos dos leões,Tome fotos dos lions,Tirem fotos dos leões.,Vá em um safari,ir a um Safari,ir num Safari,B
27216,Jesse sempre saiu cedo para ir ao grande jogo de bola que acontecia todas as noites.,Jesse sempre saiu cedo para ir ao jogo de bola grande que aconteceu toda noite.,O Jesse ia sempre cedo para o jogo que acontecia todas as noites.,O que vai acontecer com Jesse?,O que vai acontecer com Jesse?,O que vai acontecer ao Jesse?,Orgulha-te,orgulha,orgulhoso,Atrase o jogo,ser tardio ao jogo,- Não .,perder o jogo,falta ao jogo,Perder o jogo.,A
27217,Cameron tornou-se artista de Taylor. Ela queria que Cameron criasse um retrato dela.,"Cameron tornou-se artista de Taylor, e queria que Cameron criasse um retrato dela.","A Cameron tornou-se a artista da Taylor, ela queria que a Cameron fizesse um retrato dela.",O que vai acontecer com Cameron?,O que acontecerá com Cameron?,O que vai acontecer com a Cameron?,Não pense à frente,não pensar à frente,Não pensar em frente,Peça a Taylor para ficar muito quieto,Peçar a Taylor para ser muito ainda,Pede à Taylor para ficar quieta .,Seja descuidado com seu trabalho,ser descuido com seu trabalho,Não se preocupe com o trabalho dela.,B
27218,"Trump ficou ""impressionado"" com uma coisa que Cohen disse na audiência ""falsa"" que o presidente Donald Trump criticou seu ex-advogado Michael Cohen por mentir em testemunho ao Congresso, mas encontrou motivos para elogiá-lo também.",Trump estava 'imprimido' por uma coisa que Cohen dizia em 'fake' ouvir o,"Trump ficou ""impressionado"" com uma coisa que Cohen disse em uma audiência ""falsa"" quando o presidente Donald Trump criticou seu ex-advogado Michael Cohen por mentir em depoimento ao Congresso, mas encontrou motivos para elogiá-lo também.",O que Sydney vai querer fazer a seguir?,O que queremos em seguida por Sydney?,O que é que a Sydney vai querer fazer a seguir?,"No entanto, quando eu fiz essa pergunta em entrevistas recentemente, muitos dos candidatos estavam despreparados para respondê-la e pareciam pouco profissionais quando tinham que responder.","Ainda quando eu fiz essa pergunta em entrevistas recentemente, muitos dos candidatos estavam desprepara","Mas quando fiz esta pergunta em entrevistas recentemente, muitos candidatos não estavam preparados para responder e pareciam pouco profissionais quando tinham de responder.",Saiba quem foi Michael Cohen,aprender a quem Michael Cohen foi,Aprender quem era Michael Cohen,"Além disso, observe sua linguagem corporal quando você responder à pergunta. Não embaralhe em seu assento, coloque a cabeça na mesa ou diga “oh cara, eu odeio essa pergunta”","Também, assista a sua linguagem corporal quando responde à pergunta, não deslize","Também, observe a sua linguagem corporal quando responder à pergunta. Não se mexa no seu assento, coloque a cabeça na secretária ou diga ""Oh, eu odeio esta pergunta""",B
27219,Austin saiu do hospital sem a permissão do médico para não perder o jogo.,Austin deixou o hospital sem a permissão do médico para não faltar ao jogo.,O Austin saiu do hospital sem a permissão do médico para não perder o jogo.,Como você descreveria Austin?,Como descreveria Austin?,Como descreveria o Austin?,Uma pessoa que se arrisca com sua vida,uma pessoa que assume chances com sua vida,Uma pessoa que arrisca com a sua vida,muito doente,Muito doentes,muito doente,Mais inteligente que seus médicos,smarter smarter smarter smarter smar,Mais esperto que os médicos dele.,A
27220,Skylar perguntou ao chefe de Austin se um aumento estava em andamento.,Skylar perguntou ao chefe de Austin se houve aumento nos trabalhos.,A Skylar perguntou ao chefe do Austin se estava a planear um aumento.,Como se sentiria Austin como resultado?,Como seria que Austin sentisse como resultado?,Como se sentiria Austin?,Curioso sobre os assuntos dos outros,curiosos sobre os assuntos do outro,Curiosos sobre os assuntos dos outros,Orgulhoso agora,orgulha,orgulhoso agora,preguiçoso agora,preguiça agora,Agora é preguiçoso.,A
27221,"Remy era o gerente de contratação em um hotel local, então Riley chamou um candidato para o escritório.","Remy era o gerente de locação em um hotel local, então Riley chamou um candidato para","O Remy era o gerente de contratação num hotel local, por isso a Riley chamou um candidato para o escritório.",O que Remy vai querer fazer a seguir?,O que queremos?,O que é que o Remy vai querer fazer a seguir?,Sair do seu trabalho,abandonar o seu trabalho,deixam o emprego,Grite com o candidato,cheiro no requerente,gritar com o candidato,Entrevista ao candidato,Entrevista do requerente,Entrevistar o requerente,C
27222,Kai voltou para o hospital para ver seu amigo e animá-los.,Kai voltou ao hospital para ver o amigo e alegrá-los.,O Kai voltou ao hospital para ver o amigo e animá-los.,O que Kai precisa fazer antes disso?,O que o Kai precisa fazer antes disso?,O que é que o Kai precisa de fazer antes disto?,quer animar seu amigo,queira aplacar o amigo,querem animar o amigo deles,Junte-se a Kai e vá para o hospital,aderir ao Kai e ir ao hospital,Junta-te ao Kai e vai para o hospital .,Trabalho no hospital,trabalho no hospital,Trabalhar no hospital,A
27223,Sasha reuniu a família cantando canções e fazendo boa comida.,sasha reuniu a família cantando músicas e fazendo bons alimentos.,Sasha uniu a família cantando canções e preparando boa comida.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,Ignorar a comida,ignorar os alimentos,Ignora a comida.,jogar jogos de tabuleiro,Jogo de tabuleiro,jogar jogos de tabuleiro,Coma a comida,coma os alimentos,Come a comida.,C
27224,Bailey fez Jesse uma fortuna depois que ele se tornou um investidor privado para Bailey.,Bailey fez fortuna depois de se tornar um investidor privado para Bailey.,O Bailey fez uma fortuna ao Jesse depois de ele se tornar um investidor privado para o Bailey.,Como você descreveria Bailey?,Como descreveria Bailey?,Como descreveria a Bailey?,inteligente,intelligent,Inteligente,um trabalhador de fast food,um fast food,um trabalhador de fast food,Preguiçosa,preguiça,preguiçoso,A
27225,Quinn começou a ler o novo livro de Kai depois de ler críticas positivas na internet.,Quinn iniciou a leitura do novo livro Kai Kai após a leitura de revisões positivas na internet.,Quinn começou a ler o novo livro do Kai depois de ler críticas positivas na internet.,O que Quinn precisava fazer antes disso?,O que a Quinn necessitou de fazer antes disso?,O que é que o Quinn precisava de fazer antes disto?,forme sua própria opinião,adoecer sua opinião,formar a sua própria opinião,Descubra se os comentários estavam certos,verificar se as revisões foram corretas,Descubra se as críticas estavam certas.,comprar o livro de Kai online,compra online do livro de Kai Kai,Compre o livro do Kai online.,C
27226,Ash entregou os livros para Cameron quando eles eram muito pesados.,Ash entregou os livros para Cameron quando eram pesados demais.,O Ash entregou os livros ao Cameron quando eram muito pesados.,Como você descreveria Ash?,Como descreveria Ash?,Como descreveria o Ash?,Cuidando,Cuidar,Cuidado,forte,forte,forte,Viscious,Visciles,Viscoso,B
27227,Sasha aprendeu o meu plano de aula e deu-o para a classe.,Sasha aprendeu meu plano de aula e o deu para a aula.,Sasha aprendeu o meu plano de lição e deu-o à turma.,Como Sasha se sentiria como resultado?,Como se sentiria Sasha como resultado?,Como se sentiria Sasha?,Como se fossem desleixados,como não foram,Como se não tivessem talento.,Como se fossem talentosos,como eles foram,Como se tivessem talento.,Como um mau professor,como um mau professor,Como um mau professor.,B
27228,Carson pagou as despesas de Skylar avançando para que Skylar não tivesse que entrar em seu bolso.,Carson pagou os gastos de Skylar para que o Skylar não tivesse que entrar no seu,Carson pagou as despesas da Skylar para que ela não tivesse de ir para o bolso.,Como Carson se sentiria depois?,Como senti-lo-ia depois?,Como é que o Carson se sentiria depois?,Como um benfeitor,como um beneficiário,Como um benfeitor,Como um scrooge,como um escrooge,Como um cão de estimação,Gratidão,Agradecimento,Agradecido,A
27229,Jan mostrou a foto de Austin da cidade para o resto da família.,Jan mostrou o retrato de Austin da cidade para o restante da família.,Jan mostrou a foto da cidade do Austin ao resto da família.,O que Austin vai querer fazer a seguir?,O que queremos por Austin?,O que é que o Austin vai querer fazer a seguir?,Veja se eles gostam,ver se gostam,ver se gostam deles .,Vivendo,vida,viver,mostrar as habilidades de fotografia de Austin,mostram as habilidades de fotografia de Austin,mostrar as habilidades fotográficas do Austin.,A
27230,O Remy chamou toda a gente para uma reunião de funcionários.,Remy chamou todos para o escritório para uma reunião de pessoal.,O Remy chamou toda a gente para o escritório para uma reunião de pessoal.,O que Remy fará antes disso?,O que vai fazer a Remessa antes disso?,O que é que o Remy vai fazer antes disto?,Liderar uma reunião,conduzir uma reunião,liderar uma reunião,Ir para o trabalho,Ir trabalhar,Vai trabalhar.,Fique em casa,Ficar em casa,Fica em casa.,B
27231,Remy disse a Tracy que eles eram uma posição aberta em sua empresa.,Remy enviou palavras para Tracy de que sua posição estava aberta na empresa.,O Remy mandou dizer à Tracy que havia uma vaga na empresa dela.,O que Tracy vai querer fazer a seguir?,O que queremos agora por Tracy?,O que é que a Tracy vai querer fazer a seguir?,aplicar a seguir,a seguir,Aplicar em seguida,Ajude Tracy a conseguir um emprego,Ajuda Tracy a conseguir um emprego,Ajudar a Tracy a arranjar emprego.,vai nadar a seguir,ir nadar em seguida,Vai nadar a seguir.,A
27232,Addison deixou o cassino depois que eles ganharam um jackpot nas máquinas caça-níqueis.,Addison saiu do casino depois de ganhar uma panela nas máquinas de slot,A Addison deixou o casino depois de terem ganho um jackpot nas máquinas caça-níqueis.,Porque é que a Addison fez isto?,Por que o Addison fez isso?,Porque é que a Addison fez isto?,esquecer o dinheiro,esquecimento,Esquece o dinheiro.,Sair com dinheiro,licença com dinheiro,Sai com dinheiro .,Perder mais dinheiro,perder mais dinheiro,Perder mais dinheiro,B
27233,Jordan conseguiu as relações de Cameron de forma eficaz e conseguiu-lhe um grande negócio.,Jordan conseguiu administrar de forma efetiva as relações de Cameron e o fez muito.,A Jordan gerenciou os relacionamentos do Cameron e conseguiu-lhe um bom negócio.,O que Jordan vai querer fazer a seguir?,O que a Jordânia deseja fazer a seguir?,O que vai querer fazer a seguir?,Querer que o negócio seja destruído,que o negócio seja destruído,Quero que o acordo seja destruído.,Veja o acordo através,ver o tra,- Não .,quer o negócio quebrado,que o negócio seja quebrado,Quero que o negócio seja destruído.,B
27234,Tracy contou a Jesse as boas notícias sobre alguns novos negócios que eles tinham entrado.,Tracy contou a boa notícia de Jesse sobre algum novo negócio que tinha entrado.,Tracy contou a Jesse as boas notícias sobre um novo negócio que eles tinham feito.,O que Jesse vai querer fazer a seguir?,O que Jesse quer fazer em seguida?,O que é que o Jesse vai querer fazer a seguir?,Ficar com raiva de Tracy,enjoado em Tracy,Ficar zangado com a Tracy,Felicitando Tracy,Parabéns Tracy,Parabéns à Tracy.,Comece a expandir para tornar seu novo negócio bem sucedido,começam a se expandir para fazer com que seus novos negócios sejam bem sucedidos,começar a expandir para fazer o seu novo negócio bem sucedido,B
27235,Casey foi capaz de proteger os filhos de Ash do intruso doméstico.,Casey foi capaz de proteger os filhos de Ash da intrusão de casa.,O Casey conseguiu proteger os filhos do Ash do intruso.,O que Ash vai querer fazer a seguir?,O que queremos por Ash?,O que é que o Ash vai querer fazer a seguir?,Assustar os intrusos,prurido nos intrusos,assustar os intrusos,Chame a polícia,chama a atenção da polícia,Chama a polícia.,tranquilizar as crianças,reavaliação das crianças,tranquilizar as crianças,B
27236,Carson escreveu a carta de Ash para ajudá-lo com isso.,Carson escreveu a carta de Ash para ajudá-lo a sair dela.,O Carson escreveu a carta do Ash para o ajudar.,O que Carson precisa fazer antes disso?,O que é necessário para Carson diante disso?,O que é que o Carson precisa de fazer antes disto?,Sobre a carta,sobre a carta,Sobre a carta.,um bom amigo,um bom amigo,Um bom amigo.,Necessário saber o que fazer,necessitou de saber o que fazer,precisava de saber o que fazer.,C
27237,"Riley ligou para Jesse para ver se eles queriam sair, mas Jesse estava ocupado.","Riley chamou Jesse para ver se queriam pendurar, mas Jesse estava ocupado.","A Riley ligou ao Jesse para ver se queriam sair, mas o Jesse estava ocupado.",Como você descreveria Riley?,Como descreveria Riley?,Como descreveria a Riley?,Muito arrependido,muito arrependido,Muito arrependido.,um amigo ocupado,um amigo,Um amigo ocupado.,um extrovertido,uma denúncia,um extrovertido,A
27238,"Aubrey estava tentando descobrir como dar a Jesse as más notícias, mas não havia uma boa maneira.","Aubrey tentou traçar como dar Jesse a notícia ruim, mas não tinha uma boa maneira","A Aubrey estava a tentar descobrir como dar a má notícia ao Jesse, mas não havia uma boa maneira.",Como Aubrey se sentiria depois?,Como se sentiria Aubrey depois?,Como é que o Aubrey se sentiria depois?,uma pessoa direta,uma pessoa directa,pessoa directa,feliz por estar envolvido em todo o drama,feliz estar envolvido em todo o drama,Estou feliz por estar envolvido em todo o drama.,Desculpa por Jesse porque ele estava chateado com as más notícias,vergonha de Jesse porque se encontrava preocupado com a má notícia,Lamento pelo Jesse porque ele estava chateado com as más notícias .,C
27239,"Ninguém queria pão porque eles estavam em uma dieta, mas Casey comprou pão de qualquer maneira.","Nenhum quis pão porque estava em dieta, mas Casey comprou pão.","Ninguém queria pão porque estavam a fazer dieta, mas o Casey comprou pão de qualquer maneira.",O que Casey vai querer fazer a seguir?,O que queremos com Casey?,O que vai querer fazer o Casey a seguir?,Rir,risos,Rindo,Jogue o pão fora,abater o pão,Atira o pão fora.,Coma o pão,comer o pão,come o pão,C
27240,Addison veio em direção a Lee e ameaçou combatê-lo.,Addison chegou a Lee e ameaçou guerrá-lo.,Addison aproximou-se do Lee e ameaçou lutar com ele.,O que vai acontecer com Lee?,O que acontecerá com Lee?,O que vai acontecer ao Lee?,luta lee,luta contra a levina,Luta com Lee.,Sorrindo um para o outro,sorriso um do outro,sorrir um para o outro,entrar em uma luta,entrar numa luta,entrar em uma briga,C
27241,Lee levantou a cabeça de Quinn para que eles pudessem ver o perigo e evitá-lo.,Lee levantou a cabeça de Quinn para que eles vissem o perigo e o evitassem.,Lee levantou a cabeça do Quinn para que pudessem ver o perigo e evitá-lo.,Como Lee se sentiria depois?,Como Lee sentiria depois?,Como é que o Lee se sentiria depois?,Como uma pessoa inútil,Como uma pessoa sem utilidade,Como uma pessoa inútil.,Como uma pessoa observadora,como uma pessoa observadora,Como uma pessoa observadora.,Como uma pessoa negligente,como uma pessoa negligente,Como uma pessoa negligente.,B
