,context_1,context_2,context_3,question_1,question_2,question_3,answerA_1,answerA_2,answerA_3,answerB_1,answerB_2,answerB_3,answerC_1,answerC_2,answerC_3,correct
22223,"Casey era ignorante com computadores, então Kendall fez a aplicação de Casey para ser útil.","Casey era clueless com computadores, assim Kendall fez com que o","O Casey não sabia nada de computadores, por isso a Kendall fez a candidatura do Casey ser útil.",Como Kendall se sentiria depois?,Como se sentiria Kendall depois?,Como se sentiria a Kendall depois?,tipo,tipo,simpático,rude,rude,Desagradável,irritada,irritação,irritado,A
22224,Sasha comprou vários vestidos de lojas diferentes para a grande dança que estava chegando.,Sasha comprou vários vestidos de diferentes lojas para a grande dança que estava surgindo.,Sasha comprou vários vestidos de lojas diferentes para o grande baile que estava a chegar.,Como Sasha se sentiria depois?,Como se sentiria Sasha depois?,Como é que o Sasha se sentiria depois?,indeciso,indeciso,indeciso,feliz,feliz,feliz,Perturbado,tonturas,desanimado,A
22225,Remy viu a avó de Bailey quando ela estava no hospital.,Remy viu a avó de Bailey quando estava no hospital.,O Remy viu a avó da Bailey quando ela estava no hospital.,O que Remy vai querer fazer a seguir?,O que queremos?,O que é que o Remy vai querer fazer a seguir?,enviar flores,flores enviadas,Envia flores.,lesionado Bailey,dói Bailey,magoar o Bailey.,ir para casa,ir para casa,Vai para casa.,A
22226,Cameron rapidamente agarrou o cobertor quando viu o cão prestes a saltar sobre ele.,Cameron apertou rapidamente a manta quando viu o cão a pular.,Cameron rapidamente agarrou o cobertor quando viu o cão prestes a saltar sobre ele.,Por que Cameron fez isso?,Por que Cameron fez isso?,Porque é que a Cameron fez isto?,Compre um cobertor,compra de uma manta,Compre um cobertor.,Não deixe o cão no cobertor,não deixe o cão na manta,Não deixe o cão no cobertor.,Faça o cobertor sujo,sujo da manta,- Não .,B
22227,Tracy jogou defesa e eles protegeram os companheiros de equipe de lesões.,Tracy atuou como defesa e protegeu os colegas de equipe contra lesões.,A Tracy jogava defesa e protegiam os colegas de equipa de lesões.,Como Tracy se sentiria depois?,Como o Tracy se sentiria depois?,Como se sentiria a Tracy depois?,um protetor,Protecção,um protetor,um grande jogador de equipe e pessoa,um grande jogador de equipe e uma pessoa,Um grande jogador de equipa e pessoa,Necessário,Necessidade,Necessário,B
22228,A Jordan é um valentão na escola.,"A Jordan é um bullying na escola, eles pressionaram a face de Addison",O Jordan é um valentão na escola.,Como você descreveria a Jordânia?,Como descreveria a Jordânia?,Como descreveria o Jordan?,como se tivessem vencido contra Addison,como eles tinham ganhado contra Addison,como eles tinham ganho contra Addison,uma pessoa má,uma pessoa média,Uma pessoa má.,fraco,fraco,fraco,B
22229,"Ash sempre quis ver uma banda de rock ao vivo, então Ash viu um concerto.","Ash sempre queria ver uma banda viva, então Ash viu um concerto.","O Ash sempre quis ver uma banda de rock ao vivo, por isso ele foi a um concerto.",O que Ash vai querer fazer a seguir?,O que queremos por Ash?,O que é que o Ash vai querer fazer a seguir?,veja mais bandas,ver mais bandas,Vai ver mais bandas.,ir ver mais vídeos,ver mais vídeos,Vai ver mais vídeos.,Ir para mais hotéis,ir a mais hotéis,Ir a mais hotéis,A
22230,"Sydney era um gênio, então seu plano acabou muito bem.",sydney foi um gênio de modo que seu plano se apertou muito bem,"A Sydney era uma génio, por isso o plano dela correu muito bem.",O que Sydney precisa fazer antes disso?,O que é necessário para Sydney antes disso?,O que é que a Sydney precisa de fazer antes disto?,Recusar-se a pensar em um bom plano,recusar pensar um bom plano,recusa-se a pensar num bom plano,Pense na logística do plano,pensar na logística do plano,Pensem na logística do plano.,Faça um mau plano,fazer um mau plano,Faça um plano ruim.,B
22231,A Sasha foi comprar bilhetes da Kia para o jogo esta noite.,Sasha saiu e jogou bolas de Kia para a noite de jogo. Kai pegou os,"O Sasha comprou bilhetes para o jogo da Kia, o Kai comprou-lhes os bilhetes do Sasha.",O que Kai vai querer fazer a seguir?,O que o Kai quer fazer em seguida?,O que vai o Kai querer fazer a seguir?,divirta-se,Afecções oculares,Diverte-te,pula o jogo hoje,o jogo hoje,Esqueça o jogo hoje.,Peça a Sasha para vir,Peçar a Sasha para vir,Peça ao Sasha para vir.,A
22232,"Jordan queria que Jesse se divertisse, então ele o convidou para a festa.","Jordan queria Jesse ter divertido, e convidou-o ao encontro do partido.","O Jordan queria que o Jesse se divertesse, por isso convidou-o para a festa.",Como você descreveria a Jordânia?,Como descreveria a Jordânia?,Como descreveria o Jordan?,muito atencioso,Muito,Muito atencioso.,Feliz por ter companhia na festa,Happy to ter companhia na festa,Fico feliz por ter companhia na festa .,muito rude,Muito ruidosa,Muito rude.,A
22233,O outono tinha chegado e as folhas estavam caindo rapidamente. Kai passou a tarde raking folhas.,"O outono chegou e as folhas caíram rapidamente, Kai passou a ser a folha de rank.",O outono chegou e as folhas estavam caindo rapidamente.,Como você descreveria Kai?,Como descreveria Kai?,Como descreveria o Kai?,sujo,sujeira,sujo,Preguiçosa,preguiça,preguiçoso,Responsáveis,responsável,responsável,C
22234,Ash queria jogar catch para que eles brincassem com seu cão.,Ash queria jogar as capturas e brincar com o cão.,"O Ash queria jogar a apanhar, por isso brincaram com o cão.",Como Ash se sentiria depois?,Como se sentiria Ash depois?,Como é que o Ash se sentiria depois?,amante animal,animal,Amador de animais,Esgotado,exaustão,exausto,eles tinham se divertido,tiveram uma boa performance em relação à sua função.,Eles se divertiam .,C
22235,A Addison ia viajar para a Europa e teve de fazer a sua primeira viagem de avião pelo oceano.,Addison ia viajar para a Europa e o Addison tinha de tomar a sua primeira,"A Addison ia viajar para a Europa, e a Addison tinha de fazer a primeira viagem de avião através do oceano.",O que Addison vai querer fazer a seguir?,O que queremos com Addison?,O que é que a Addison vai querer fazer a seguir?,Fique sentado,ficar sentado,Fique sentado.,Arrume sua bagagem,embalagens,- Faça as malas dela .,Candidate-se a um passaporte,Pedido de passaporte,solicitar um passaporte,B
22236,Lee tomou a pílula para sua dor de cabeça.,Lee tomou a pílula para a cefaleia.,O Lee tomou a pílula para a dor de cabeça.,Como você descreveria Lee?,Como descreveria Lee?,Como descreveria o Lee?,bem,bem,"Bem, então...",doente,Doença,doente,Como sua dor de cabeça foi embora,como a cefaleia desapareceu,Como se a dor de cabeça tivesse desaparecido.,B
22237,Era manhã de Natal e era hora de abrir presentes. Taylor deu presentes à filha.,"Foi a manhã de Natal e foi o momento de abertura dos presentes, Taylor deu os presentes da",Era manhã de Natal e era hora de abrir os presentes.,O que Taylor vai querer fazer a seguir?,O que queremos por Taylor?,O que é que a Taylor vai querer fazer a seguir?,Dê a sua filha um pequeno-almoço,dará à filha um pequeno pequeno- almoço,Dar a sua filha algum pequeno-almoço,Leve os presentes de volta,retoma os presentes,Leva os presentes de volta .,Assista a sua filha abrir presentes,ver a filha abrir os presentes,Ver a filha abrir presentes.,C
22238,"Quando Casey soube que o carro de Jan tinha sido invadido, ela pediu a Jan para apresentar um relatório policial.","Quando Casey aprendeu o carro de Jan, ela urgeu por apresentar um relatório de polícia","Quando a Casey soube que o carro da Jan tinha sido arrombado, ela pediu à Jan para fazer um relatório à polícia.",Como Casey se sentiria depois?,Como se sentiria Casey depois?,Como é que o Casey se sentiria depois?,raiva que Jan teve seus pertences roubados,raiva de Jan ter seus pertences roubado,zangada por terem roubado os pertences da Jan.,sentindo-se inteligente,sentir- se inteligente,Sentir-se inteligente,sentindo-se corajoso,sentir- se bravo,Sentindo-se corajoso,B
22239,Kai encontrou Sasha fumando maconha depois da escola. Kai contou aos pais de Sasha o que aconteceu.,Kai encontrou a maconha fumante após a escola e Kai contou o que aconteceu com os pais de,Kai encontrou a Sasha a fumar maconha depois da escola.,Por que Kai fez isso?,Por que o Kai fez isso?,Porque é que o Kai fez isto?,obter Sasha aterrado,riz Sasha grounded,Arranja a punição para o Sasha .,Ganhe dinheiro para Sasha,obter dinheiro para Sasha,Arranja dinheiro para o Sasha.,necessidade de encontrá-los,necessidade de encontrá-los,Preciso de encontrá-los.,A
22240,Skylar aprendeu a voar e subiu às nuvens em sua mente.,Skylar aprendeu a voar e subiu para as nuvens na mente.,A Skylar aprendeu a voar e subiu para as nuvens da sua mente.,Por que Skylar fez isso?,Por que o Skylar fez isso?,Porque é que a Skylar fez isto?,comprar um jet ski,compra de um jato de esqui,comprar um jet ski,Faça mais em sua mente,fazer mais na mente dela,Faça mais na mente dela,Veja uma imagem maior,ver um quadro maior,ver um quadro maior,B
22241,Austin rapidamente fez a cama antes de sua mãe entrar para verificar seu quarto.,Austin rapidamente fez o leito antes de sua mãe chegar para verificar o quarto.,O Austin fez a cama antes que a mãe chegasse para ver o quarto.,Como você descreveria Austin?,Como descreveria Austin?,Como descreveria o Austin?,Desafiante contra seus pais,desafiador contra os pais,desafiador dos pais,descuidada e desleixada,descamação e descamação,descuidados e descuidados,Alguém que tenta seguir as regras,alguém que tenta seguir as regras,Alguém que tenta seguir as regras.,C
22242,Carson tinha acabado de começar a escola em uma faculdade da comunidade local. Carson teve muitas aulas.,"Carson já havia começado a estudar em uma faculdade da comunidade local, e o indivíduo fazia muitas",Carson tinha acabado de começar a escola numa faculdade comunitária local.,Por que Carson fez isso?,Por que o Carson fez isso?,Porque fez o Carson isto?,estudo,estudo,Estudo,Faça o seu melhor,façam o seu melhor,Faça o seu melhor,Termine a escola mais cedo,terminar a escola mais cedo,Acaba a escola mais cedo.,B
22243,"O iphone de Casey tinha morrido, então ela foi comprar um novo smartphone.","O telefone de Casey já havia falecido, e ela fez compras de um novo smartphone.","O iPhone da Casey tinha acabado, por isso ela foi comprar um novo smartphone.",Como você descreveria Casey?,Como descreveria Casey?,Como descreveria o Casey?,uma pessoa prática,uma pessoa prática,pessoa prática,Uma pessoa impulsiva,uma pessoa impulsiva,uma pessoa impulsiva,eu tinha sentido alegria,sentira-se feliz,Tinha sentido alegria,A
22244,"Sklyar tinha parado de respirar, mas Lee segurou os braços de Skylar de qualquer maneira, em vão.","Sklyar já havia interrompido a respiração, mas Lee tinha os braços de Skylar, em","A Sklyar tinha parado de respirar, mas o Lee segurou os braços da Skylar de qualquer maneira, em vão.",O Lee quer fazer o que vem a seguir?,Lee quer fazer o que vai?,O que é que o Lee quer fazer a seguir?,Peça aos médicos que tentem novamente,re- ão,Peço aos médicos para tentar de novo.,Levante-a e caminhe para casa,levantar-se e caminhar em casa,Levanta-a e vai para casa .,trazer Skylar de volta,Retrovira-lo Skylar,Traz Skylar de volta .,A
22245,Austin finalmente salvou o suficiente para conseguir um apartamento melhor e ele se mudou para a nova casa.,Austin finalmente salvou o suficiente para conseguir um apartamento melhor e se transferiu para a casa nova.,O Austin finalmente economizou o suficiente para comprar um apartamento melhor e mudou-se para a nova casa.,O que Austin precisa fazer antes disso?,O que é necessário para Austin antes disso?,O que é que o Austin precisa de fazer antes disto?,fazer uma festa,Jogar uma parte,Faça uma festa.,Tenha um seguro de casa,ter um seguro de casa,ter um seguro de habitação,tem dinheiro,ter dinheiro,ter dinheiro,C
22246,Carson vendeu a casa depois de meses e meses pagando por duas propriedades ao mesmo tempo.,Carson vendeu a casa após meses de pagamento de dois imóveis uma vez.,Carson vendeu a casa depois de meses e meses de pagar duas propriedades de uma só vez.,Por que Carson fez isso?,Por que o Carson fez isso?,Porque fez o Carson isto?,Pare de perder tanto dinheiro,parar de perder tanto dinheiro,Pára de perder tanto dinheiro.,ficar confortável no lugar antigo,chegue a cumprir no antigo lugar,- Sim. - Fica confortável no velho sítio.,Encontre um agente,án,Encontre um agente .,A
22247,Skylar estava esperando seu primeiro filho e Addison estava indo para estar com ela para a entrega.,Skylar esperava seu primeiro filho e Addison ia estar com ela para o parto.,A Skylar estava à espera do seu primeiro filho e a Addison ia estar com ela no parto.,O que a Skylar vai querer fazer a seguir?,O que queremos com Skylar?,O que vai a Skylar querer fazer a seguir?,Ter o bebê sem problemas,ter o bebê sem problemas,ter o bebé sem problemas,vá esquiar enquanto estiver grávida,pular enquanto está grávida,ir esquiar durante a gravidez,Evite dizer nada a Addison,Evite contar a Addison qualquer coisa,Evite dizer nada à Addison .,A
22248,Kendall fez uma oferta que foi grosseiramente injusta considerando o valor.,Kendall fez uma oferta que era muito desleal em relação ao valor.,A Kendall fez uma oferta que era muito injusta considerando o valor.,Como Kendall se sentiria depois?,Como se sentiria Kendall depois?,Como se sentiria a Kendall depois?,bastante irritado,Muito raiva,Muito zangado.,Como um vigarista,como um artista de con,Como um vigarista.,aberto e honesto,aberto e honesto,aberta e honesta,B
22249,"Alex vendeu muitos cookies e, como resultado, levantou uma boa quantidade de dinheiro.","Alex vendeu muito biscoitos e, por isso, obteve boa quantidade de dinheiro.","Alex vendeu muitos biscoitos e, como resultado, arrecadou uma boa quantia de dinheiro.",Como Alex se sentiria ao fazer isso?,Como se sentiria Alex sobre isso?,Como se sentiria Alex por fazer isso?,Como alguém que vende cookies,Como alguém que vendeu biscoitos,Como alguém que vende biscoitos,Como se ajudassem,como eles ajudaram a sair,Como se tivessem ajudado .,Desiludidos consigo mesmos,decepção com eles,Desiludidos consigo mesmos.,B
22250,"Riley e Taylor estavam fora almoçando juntos e quando Taylor fez a Riley uma pergunta estranha, com raiva Riley deu uma gorjeta sobre o refrigerante de Taylor.",Riley e Taylor estavam fora do almoço e quando Taylor perguntava Riley uma questão desa,"A Riley e a Taylor estavam a almoçar juntos e quando a Taylor fez uma pergunta estranha à Riley, em raiva, a Riley derrubou o refrigerante da Taylor.",O que Taylor vai querer fazer a seguir?,O que queremos por Taylor?,O que é que a Taylor vai querer fazer a seguir?,Gritar em Riley,gritar na Riley,gritar com Riley .,pedir desculpas e obter Taylor um novo refrigerante,Pediá-lo e obter Taylor uma nova soda,Peça desculpa e traga um novo refrigerante para a Taylor .,Não peça outro refrigerante,Não ordenar outra sodada,Não peço mais refrigerante.,A
22251,Kendall deu a Skylar uma piscadela depois que Skylar virou e olhou na direção de Kendall.,Kendall deu à Skylar uma garrafa após a roda e olhava para a direção,A Kendall piscou a vista à Skylar depois que ela virou e olhou na direcção da Kendall.,Porque é que o Kendall fez isto?,Por que o Kendall fez isso?,Porque é que a Kendall fez isto?,Queria ofender Skylar,Queirau infringir o sistema Skylar,Queria ofender a Skylar.,queria ferir Skylar,quis ferir Skylar,Queria magoar a Skylar.,queria flertar com Skylar,quis voar com Skylar,Queria namoriscar com a Skylar.,C
22252,"Carson caminhou até o carro de suas irmãs e a encontrou no carro, já que a irmã não queria esperar.","Carson caminhou com o carro de suas irmãs e a conheceu no carro, pois a irmã","A Carson foi até ao carro da irmã e encontrou-a no carro, já que a irmã não queria esperar.",Por que Carson fez isso?,Por que o Carson fez isso?,Porque fez o Carson isto?,Acordei mais tarde do que a irmã,lúcido mais tarde do que a irmã,Acordei mais tarde que a irmã.,"Acordei mais cedo do que a irmã, mas esperava que a irmã os deixasse.","despertar antes da irmã, mas esperava que a irmã os deixasse","Acordaram mais cedo que a irmã , mas esperavam que a irmã os deixasse .","não precisava de tempo extra para se preparar, mas apenas gostava de entrar nos nervos das irmãs","não precisou de tempo extra para se preparar, mas apenas gostava de se obter nos nervos das","Não precisava de mais tempo para me preparar , mas gostava de me irritar com as irmãs .",A
22253,Addison trouxe seus pertences de volta e os distribuiu uniformemente a eles.,Addison trouxe os seus pertences e distribuiu-os uniformemente para eles.,Addison trouxe os pertences de volta e os distribuiu igualmente entre eles.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,cuidado por,-,Cuidado,Muito louco,Muito louco,Muito louco.,bastante irritado,Muito raiva,Muito zangado.,A
22254,Riley trouxe Taylor e concedeu-lhe o primeiro troféu no torneio de tênis.,Riley trouxe Taylor e o prêmiou o primeiro lugar do torneio de tênis.,Riley trouxe Taylor e concedeu-lhe o troféu do primeiro lugar no torneio de ténis.,Como Taylor se sentiria como resultado de recebê-lo?,Como se sentiria Taylor como resultado de recebê-lo?,Como se sentiria Taylor por receber isso?,Envergonhada e envergonhada,vergonha e vergonha,Envergonhada e envergonhada.,Orgulhoso e realizado,orgulha e realizado,orgulhoso e realizado,irritado e chateado,náusea e vómitos,Irritado e chateado.,B
22255,Addison colocou os braços de Quinn em torno de seu corpo para que eles pudessem dar-lhes um abraço.,Addison coloque os braços de Quinn em torno do corpo para que lhes d,A Addison colocou os braços do Quinn em volta do corpo deles para que pudessem abraçá-los.,Porque é que a Addison fez isto?,Por que o Addison fez isso?,Porque é que a Addison fez isto?,Evite os outros,Evite outros,evitar os outros,um abraço,um abraço,Um abraço.,Odeie-os,odeiam,odeio-os.,B
22256,Kendall contou a Aubrey muitos contos. Poucos deles eram verdadeiros.,"Kendall contou a Aubrey muitos contos, poucos deles eram verdadeiros.","A Kendall contou muitas histórias ao Aubrey, poucas delas verdadeiras.",O que Aubrey vai querer fazer a seguir?,O que queremos com Aubrey?,O que é que o Aubrey vai querer fazer a seguir?,Preste atenção a eles,prestar atenção a eles,Preste atenção a eles.,Não os ouça mais,não ouvir mais,Não os ouço mais.,Seja mais interessante,ser mais interessante,ser mais interessante,B
22257,Jordan estava brincando com um amigo quando o amigo machucou a cabeça e Jordan lhe deu algo para ajudá-lo.,"Jordan brincava com um amigo quando o amigo machucava a cabeça, o que lhe deu algo",Jordan estava a brincar com um amigo quando o amigo magoou-se na cabeça.,O que Jordan vai querer fazer a seguir?,O que a Jordânia deseja fazer a seguir?,O que vai querer fazer a seguir?,Encontre-se com seus amigos,reunir-se com os amigos,Encontrar com os amigos deles,ter amigos,ter amigos,ter amigos,Está bem.,okay,Está bem.,A
22258,Casey implorou-lhes por um dos filhotes quando eles visitaram o abrigo.,Casey sugeriu que eles fossem um dos filhotes quando visitavam o abrigo.,O Casey implorou-lhes por um dos filhotes quando visitaram o abrigo.,Porque é que o Casey fez isto?,Por que o Casey?,Porque fez o Casey isto?,Obter um novo gato,án um gato novo,Arranja um gato novo.,obter um novo animal de estimação,án,arranjar um novo animal de estimação,Ajuda Casey escolher um filhote de cachorro,Ajuda Casey,Ajuda o Casey a escolher um filhote.,B
22259,Taylor pegou a mão de Alex no baile do ensino médio.,Taylor chegou à mão de Alex na dança do ensino médio.,A Taylor tentou agarrar a mão da Alex no baile do liceu.,O que Taylor vai querer fazer a seguir?,O que queremos por Taylor?,O que é que a Taylor vai querer fazer a seguir?,Afasta-te.,Retire,Afasta-te.,Construir coragem,Criar coragem,Construa coragem,Agarra-o.,Agradecer,Agarra-o .,C
22260,"Depois de beber demais no bar, Casey caiu em uma vala.","Após beber muito no bar, Casey trilhou um banho.","Depois de beber demais no bar, o Casey caiu numa vala.",O que é que o Casey precisa de fazer antes disso?,O que é necessário para o Casey antes disso?,O que é que o Casey precisa de fazer antes disto?,Beba um monte de bebidas,án,Tomem um monte de bebidas,sóbria para cima,lúpulo,- Não .,Sair para o galpão,saída para o galpão,Vai para o galpão .,A
22261,"Tracy estava em um clube de ciclismo BMX e adorou, então ela pediu a Robin para se juntar ao clube como Tracy pensou que Robin iria adorar também.","Tracy estava em um clube de ciclismo BMX e amou, assim, pediu a Robin","Tracy estava em um clube de ciclismo BMX e adorava, então ela pediu a Robin para se juntar ao clube, pois Tracy achava que Robin também adoraria.",O que Robin vai querer fazer a seguir?,O que queremos por Robin?,O que vai querer fazer a seguir?,Evite a trilha BMX,Evite a faixa BMX,evitar a pista de BMX,Junte-se ao clube,club,Junte-se ao clube,Deixe o clube,sair do clube,Saiam do clube.,B
22262,"Addison estava sentindo alguns sintomas estranhos por alguns dias, e eles pareciam estar piorando, então Addison queria ir ao médico.","Adison já sentia alguns sintomas de surpresa há alguns dias, e pareciam estar agravando","Addison estava a sentir alguns sintomas estranhos há alguns dias, e pareciam estar a piorar, por isso Addison queria ir ao médico.",O que vai acontecer com Addison?,O que acontecerá com Addison?,O que vai acontecer com a Addison?,ser diagnosticado,ser diagnosticado,ser diagnosticado,ser maltratado,ser tratado mal,ser maltratado,Trate os outros mal,tratar mal os outros,tratar mal os outros,A
22263,Austin queria começar seu próprio negócio que ajudaria os outros a comprar coisas mais baratas.,Austin queria iniciar seu próprio negócio que ajudasse outras pessoas a comprar mais barato.,Austin queria abrir seu próprio negócio que ajudasse os outros a comprar coisas mais baratas.,O que acontecerá com os outros?,O que acontecerá com os outros?,O que acontecerá aos Outros?,boicotar a loja,boycott the store,Boicote a loja.,Construa seu negócio e ajude os outros a economizar dinheiro,construir seus negócios e ajudar outros a poupar dinheiro,construir o seu negócio e ajudar os outros a poupar dinheiro,Seja muito entusiasmado,ser muito excitado,- Não .,C
22264,"Houve uma tempestade de inverno ruim lá fora, então Jesse passou horas on-line.","Houve uma tempestade de inverno fora, então Jesse passou horas online.","Estava uma tempestade de inverno, por isso o Jesse passou horas online.",O que Jesse precisa fazer antes disso?,O que é necessário para Jesse antes disso?,O que é que o Jesse precisa de fazer antes disto?,comprar um computador,compra de um computador,comprar um computador,Sair da casa,despedimento,Sair da casa,obter serviço de telefone,obter o serviço telefônico,obter serviço de telefone,A
22265,"Remy fez um smoothie usando bananas, iogurte e mirtilos.","Remy fez uma suavização com bananas, iogurtes e blue","Remy fez um batido usando bananas, iogurte e mirtilos.",O que Remy vai querer fazer a seguir?,O que queremos?,O que é que o Remy vai querer fazer a seguir?,Beba seu smoothie,bebam a sua suavidade,Bebem o batido deles.,Queria um smoothie,Querer uma suavização,Queria um batido .,Estava com fome,A vómitos,Tinha fome.,A
22266,Quinn inclinou a cabeça de Ash depois que ela viu Ash sufocando.,Quinn inclinava a cabeça de Ash após ver o engasgo de Ash.,A Quinn inclinou a cabeça do Ash depois de o ver a sufocar.,Como Quinn se sentiria depois?,Como se sentiria Quinn depois?,Como se sentiria o Quinn depois?,desajeitada,awkward,estranho,Foi uma perda de tempo,foi um desperdício de tempo,Foi uma perda de tempo.,hero,herói,herói,C
22267,"Depois de cair do telhado enquanto o consertava, Riley foi examinada de perto por Ash.","Após a retirada do teto, enquanto o reparo foi realizado, Riley foi examinado de perto","Depois de cair do telhado enquanto o reparava, Riley foi examinado de perto por Ash.",O que Ash precisa fazer antes disso?,O que é necessário para Ash antes disso?,O que é que o Ash precisa de fazer antes disto?,Obter seu diploma de medicina de uma boa faculdade,Obtenha o seu grau de médico de um colégio legal,Obteve o diploma de médico numa boa faculdade.,Corra até Ash para obter um olhar mais atento,Correr até Ash para obter um olhar mais próximo,Corra até Ash para ver de perto.,Pratique costurar cadáveres para ser proficiente nisso,Prática de colagem de cadáveres para obter proficiência nele,Pratique coser cadáveres para ser proficiente nisso.,B
22268,"Querendo compartilhar as informações com todos, Addison leu um trecho em voz alta.","Quer compartilhar as informações com todos, Addison leu um trecho em voz alta.","Desejando compartilhar a informação com todos, Addison leu um trecho em voz alta.",Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,honesto,honest,Honesto.,Outros ficarão mais curiosos,Outros serão mais curiosos,Outros vão ser mais curiosos.,ostracizado,ostracizados,Ostracizado,B
22269,"Lee colocou Tracy no comando, então Tracy comandou o exército de Lee para ele.","Lee colocou Tracy na sua função, então Tracy comandou o exército de Lee para ele.","O Lee pôs a Tracy no comando, por isso a Tracy comandou o exército dele.",O que Lee vai querer fazer a seguir?,O que queremos Lee?,O que é que o Lee vai querer fazer a seguir?,Obrigado a ela,agradecê-la,Agradeça-lhe .,Liderar o Exército,liderar o Exército,Liderar o exército,Desistir do seu trabalho,abandonar o seu trabalho,Desiste do emprego,A
22270,Cameron tornou-se arquiteto de Riley e foi contratado para construir uma casa para Riley.,Cameron tornou-se arquiteto de Riley e foi contratado para construir uma casa de Riley.,Cameron tornou-se arquiteto da Riley e foi contratado para construir uma casa para a Riley.,O que Cameron vai querer fazer a seguir?,O que queremos por Cameron?,O que é que a Cameron vai querer fazer a seguir?,Publicidade para o trabalho,publicidade para o trabalho,Anúncio de emprego,pedir Riley para a entrada,Pedir para que Riley seja injectado,Peça ao Riley para fazer a entrada .,Ignorar os desejos de Riley,ignorar as vontades de Riley,Ignorar os desejos da Riley.,B
22271,Kai deixou Lee orgulhoso ao chegar em primeiro lugar na corrida de 100 metros.,Kai orgulhou-se com a chegada em primeiro lugar na piscina de 100 metros,Kai fez Lee orgulhoso por ter vindo em primeiro lugar na corrida de 100 metros.,O que Kai precisa fazer antes disso?,O que o Kai precisa fazer antes disso?,O que é que o Kai precisa de fazer antes disto?,Saia e celebre,sair e celebrar,Saiam e celebrem.,Inscreva-se para a competição,sign up for the competition,Inscreva-se para a competição,Leve Lee para fora para comemorar,a partir de Lee para celebrar,Leva o Lee para fora para comemorar.,B
22272,Jesse bateu em uma mulher na estrada e ela ficou muito ferida pelo impacto.,Jesse abateu uma mulher na estrada e ela ficou muito ferida pelo impacto.,O Jesse bateu numa mulher na estrada e ela ficou muito ferida pelo impacto.,O que acontecerá com os outros?,O que acontecerá com os outros?,O que acontecerá aos Outros?,Ir para o hospital,ir ao hospital,Vai para o hospital.,Lutar com o motorista,Luta com o condutor,Luta com o motorista,ser considerado culpado,ser encontrado culpado,ser considerado culpado,A
22273,Jordan estava conversando com amigos e pegou uma piada.,Jordan estava conversando com amigos e tirava uma piada.,A Jordan estava a falar com os amigos e fez uma piada.,O que Jordan vai querer fazer a seguir?,O que a Jordânia deseja fazer a seguir?,O que vai querer fazer a seguir?,Pergunte sobre a brincadeira para seus amigos,pergunte sobre a brincadeira aos seus amigos,Perguntem sobre a piada aos amigos deles.,Rir da piada,rir na piada,Rindo da piada,Divirta-se com seus amigos,lúdico com os amigos,Divertir-se com os amigos dele.,B
22274,Aubrey enviou mensagens de texto para lembrar o grupo sobre a reunião desta tarde.,Aubrey enviou mensagens de texto para lembrar o grupo sobre o encontro nesta tarde.,A Aubrey enviou mensagens para lembrar o grupo da reunião desta tarde.,O que Aubrey precisa fazer antes disso?,O que é necessário para o Aubrey?,O que é que o Aubrey precisa de fazer antes disto?,Obtenha os endereços de e-mail de todos,e-mail:,Obter os endereços de e-mail de todos,Descubra o tempo de reunião,encontrar o momento da reunião,Descubra a hora da reunião,Certifique-se de que ninguém se atrasou,ser certo que nenhum foi tardio,Certifique-se que ninguém se atrasou .,B
22275,O Carson deu provas ao Quinn.,"Quinn foi um detectologista, e Carson deu evidência Quinn.",O Carson deu provas ao Quinn.,Como Quinn se sentiria como resultado?,Como senti-lo-ia Quinn?,Como se sentiria o Quinn?,suspeito,suspeita,suspeito,Cansado,Canina,cansado,feliz,glad,- Estou contente.,C
22276,O Carson encontrou uma carteira no chão e devolveu a carteira ao seu dono.,"Carson encontrou uma carteira no solo, e Carson retornou a carteira ao seu proprietário.",O Carson encontrou uma carteira no chão e devolveu-a ao dono.,O que Carson vai querer fazer a seguir?,O que queremos por Carson?,O que é que o Carson vai querer fazer a seguir?,Dê-lhes uma recompensa pelo seu retorno.,dar-lhes uma recompensa pelo seu regresso,Dê-lhes uma recompensa pelo seu retorno,Agradecimentos do proprietário,ser obrigado pelo proprietário,ser agradecido pelo dono,Obrigado por devolvê-lo,Agradecimentos pelo retorno,Agradeça-lhes por o devolverem .,B
22277,Tracy deixou a festa exausta depois de um longo dia de trabalho e socialização.,Tracy deixou o partido esgotado após um longo dia de trabalho e de socialização.,Tracy saiu da festa exausta depois de um longo dia de trabalho e socialização.,Porque é que a Tracy fez isto?,Por que o Tracy fez isso?,Porque é que a Tracy fez isto?,fez isso para chegar à escola,fez-se isso para chegar à escola,Fizeste isto para ires para a escola.,fez isso porque ela teve um longo dia,isso porque ela tinha um dia longo,Ela fez isto porque teve um dia longo.,ir dormir,ir dormir,Vai dormir.,B
