,context_1,context_2,context_3,question_1,question_2,question_3,answerA_1,answerA_2,answerA_3,answerB_1,answerB_2,answerB_3,answerC_1,answerC_2,answerC_3,correct
2624,Kai deu o livro para seu amigo quando eles pediram emprestado.,Kai entregou o livro para o amigo quando pediram emprestado.,Kai deu o livro ao amigo deles quando eles pediram para emprestá-lo.,O que Kai precisa fazer antes disso?,O que o Kai precisa fazer antes disso?,O que é que o Kai precisa de fazer antes disto?,tem o livro,ter a contabilidade,- Toma o livro .,Queria ser amigável,quis ser amigo,Queria ser amigável.,Queria retribuir,quis reciprocar,Queria retribuir,A
2625,Robin explicou sua situação a um grupo de pessoas para que eles pudessem obter alguma ajuda.,Robin explicou sua situação para um grupo de pessoas para conseguir algum auxílio.,A Robin explicou a situação a um grupo de pessoas para que pudessem obter ajuda.,Como você descreveria Robin?,Como descrever Robin?,Como descreveria a Robin?,uma pessoa má,uma pessoa média,Uma pessoa má.,uma pessoa dolorida,úlcera,uma pessoa que magoa,uma pessoa amigável,uma pessoa amiga,uma pessoa simpática,C
2626,Riley é um pai e um cirurgião. Riley prometeu crianças que ele iria levá-los para o parque de diversões. Mas Riley recebeu uma ligação do trabalho. Kai levou os filhos de Riley para o parque.,Riley é pai e cirurgião. Riley prometeu que os filhos os levassem ao parque de,"O Riley é pai e cirurgião, e prometeu aos filhos que os levaria ao parque de diversões, mas o Riley recebeu uma chamada do trabalho e o Kai levou os filhos do Riley ao parque.",Por que Kai fez isso?,Por que o Kai fez isso?,Porque é que o Kai fez isto?,Leve os filhos de Riley para jantar,retirar os filhos de Riley para o jantar,Leva os filhos da Riley para jantar.,Ajude Riley,Ajuda Riley,Ajuda o Riley.,Leve os filhos de Riley para casa,levar os filhos de Riley para casa,Leva os filhos da Riley para casa.,B
2627,Sasha se estabeleceu entre pessoas como Bailey quando percebeu que era uma boa influência.,Sasha se instalou entre pessoas como Bailey quando percebeu que era uma boa influência.,A Sasha se instalou entre pessoas como a Bailey quando percebeu que era uma boa influência.,Como Bailey se sentiria como resultado?,Como seria que Bailey sentisse como resultado?,Como é que a Bailey se sentiria?,admirado como resultado,admitida como resultado,Admirado como resultado,ofendido como resultado,infracção,Ofendida como resultado,Irritado como resultado,náusea como resultado,zangado como resultado,A
2628,Aubrey comprou os sapatos de Alex em uma venda de quintal e depois os usou.,Aubrey comprou os sapatos de Alex em uma loja de quintal e depois os usava.,A Aubrey comprou os sapatos da Alex numa venda de jardim e depois usou-os.,O que Alex vai querer fazer a seguir?,O que queremos com Alex?,O que é que o Alex vai querer fazer a seguir?,tentar comprar os sapatos de volta de Aubrey,tentar comprar o calçado de Aubrey,Tente comprar os sapatos de volta ao Aubrey .,Diga a Aubrey que os sapatos parecem bons,conta- se que Aubrey os sapatos parecem bons,Diz ao Aubrey que os sapatos estão bem .,sapatos novos próprios,Novos sapatos,ter sapatos novos,C
2629,A Riley fez exames médicos no consultório médico.,Riley realizou exames médicos no consultório.,A Riley fez exames médicos no consultório do médico.,Como Riley se sentiria depois?,Como se sentiria Riley depois?,Como é que a Riley se sentiria depois?,Eles estão curando uma doença,estão curricular,Eles estão curando uma doença .,Eles estão aprendendo sobre um paciente,estão aprendendo sobre um paciente,Eles estão a aprender sobre um paciente.,Eles são um bom médico,são um bom médico,Eles são bons médicos.,C
2630,Alex começou a gritar por algumas horas depois de deixar cair o sorvete.,Alex começou a gritar por algumas horas após a retirada do sorvete.,Alex começou a gritar por algumas horas depois de deixar cair o sorvete.,Como você descreveria Alex?,Como descrever Alex?,Como descreveria o Alex?,Incomodado com Alex,irritado com Alex,irritado com o Alex,Sentindo-se terrível,sentir- se enjoado,Sentindo-me terrível,Sobre a merda do Alex,sobre o batimento de Alex,Por causa da merda do Alex.,B
2631,Kendall realmente se esforçou para manter contato com Bailey ao longo dos anos.,Kendall realmente tentou manter o contato com Bailey ao longo dos anos.,A Kendall tentou muito manter contacto com a Bailey ao longo dos anos.,O que Bailey vai querer fazer a seguir?,O que queremos por Bailey?,O que vai querer fazer a Bailey a seguir?,Sejam amigos,ser amigos,Sejam amigos.,ignorar Kendall,ignore Kendall,Ignora a Kendall .,Entre em contato com Kendall,alcance a favor de Kendall,- Contacta o Kendall .,C
2632,As costas de Alex estavam doendo por levantar pesos. Alex aliviou sua dor com descanso e gelo.,"As costas de Alex estavam munidas de pesos de elevação, e o Alex amen","A volta do Alex doía por levantar pesos, mas Alex aliviava a dor com descanso e gelo.",O que Alex precisa fazer antes disso?,O que é necessário para Alex antes disso?,O que é que a Alex precisa de fazer antes disto?,Ir para um banho,ir ao banho,ir ao banho,Precisava se machucar,Necessidade de se machucar,precisavam de se magoar,Descanse um pouco,Tome um repouso,Descanse .,B
2633,"Com suas habilidades agrícolas, Jordan produzia toneladas de milho anualmente para que ele pudesse vendê-lo aos seus vizinhos.","Com suas habilidades de criação, Jordan produziu anualmente toneladas de milho para que pudesse vender aos seus vizinhos","Com suas habilidades agrícolas, Jordan produzia toneladas de milho anualmente para poder vendê-los aos vizinhos.",O que Jordan vai querer fazer a seguir?,O que a Jordânia deseja fazer a seguir?,O que vai querer fazer a seguir?,Vender seu milho para seus vizinhos,vender o milho para os seus vizinhos,vender o milho aos vizinhos,Trabalhou em uma fazenda por muitos anos,trabalhou em uma fazenda há muitos anos,Trabalhou numa quinta durante muitos anos.,Estudou agricultura na faculdade,estudamos a agricultura no colégio,Estudou agricultura na faculdade.,A
2634,Skylar queria matar Jan naquele dia depois de descobrir o rumor.,Skylar queria matar Jan daquele dia após descobrir o rumo.,A Skylar queria matar a Jan naquele dia depois de descobrir o boato.,O que Jan vai querer fazer a seguir?,O que queremos Jan?,O que vai o Jan querer fazer a seguir?,Fuja,Corrida,Foge.,Pensar racionalmente,pensar racionalmente,Pensem racionalmente.,Admita o rumor,Administre o acerto,Admite o boato.,A
2635,Tracy jogou futebol com seus amigos e se divertiu muito.,Tracy jogava o futebol com seus amigos e tinha um grande tempo.,A Tracy jogou futebol com os amigos e divertiu-se imenso.,O que Tracy precisa fazer antes disso?,O que é necessário para Tracy antes disso?,O que é que a Tracy precisa de fazer antes disto?,ir com os amigos,ir com amigos,Vai com os amigos.,ficar em casa,permanência em casa,Fique em casa.,Seja bom,ser bom,Sê bom .,A
2636,Riley olhou o valentão direto nos olhos para tentar intimidá-los a parar.,riley olhou o bully straight no olho para tentar e intimidar-os,Riley olhou para o valentão nos olhos para tentar intimidá-los a parar.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,feliz com o confronto,feliz com o confronto,feliz com o confronto,Desiludido em Riley,decepção na riley,Desiludido com o Riley.,Entristecido com o confronto,triste com o confronto,Triste pelo confronto.,A
2637,"Taylor sempre foi má matemática, mas Taylor continuou seus esforços e obteve uma nota melhor desta vez.","Taylor sempre foi ruim, mas Taylor continuou seus esforços e obteve uma nota melhor nesse momento.","Taylor sempre foi má em matemática, mas Taylor continuou seus esforços e obteve uma nota melhor desta vez.",O que Taylor precisa fazer antes disso?,O que é necessário para Taylor diante disso?,O que é que a Taylor precisa de fazer antes disto?,Ficar na cama,permanência no leito,Fica na cama.,ir jogar futebol,jogar futebol,Vai jogar futebol.,trabalhar melhor,trabalhar melhor,Trabalhar melhor,C
2638,Taylor deu comida ao filho de Lee e foi um hambúrguer com algumas batatas fritas.,Taylor deu comida ao filho de Lee e foi um burger com algumas friezas.,A Taylor deu comida ao filho do Lee e foi um hambúrguer com batatas fritas.,O que vai acontecer com Taylor?,O que acontecerá com Taylor?,O que vai acontecer com a Taylor?,Obter alguma refeição de Taylor,án,- Não .,Amado,amado,Amado,Um pouco de comida de Taylor,receber alguns alimentos de Taylor,Receber comida da Taylor.,B
2639,Ash chegou à loja com seus amigos depois de correr para chegar lá antes de fechar.,Ash o fez para a loja com seus amigos após correr para chegar lá antes de fechar.,Ash chegou à loja com os amigos depois de correr para lá chegar antes de fechar.,O que os amigos vão querer fazer a seguir?,O que os amigos querem fazer a seguir?,O que os amigos vão querer fazer a seguir?,Graças aos deuses,graças aos deuses,Graças aos deuses.,itens de compra,itens de compra,Itens de compra,vender itens,venda de itens,vender itens,B
2640,Jesse contou a Ash seu problema ontem porque eles são melhores amigos.,Jesse contou ontem por serem os melhores amigos.,O Jesse contou ao Ash o problema dela ontem porque são melhores amigas.,O que Jesse vai querer fazer a seguir?,O que Jesse quer fazer em seguida?,O que é que o Jesse vai querer fazer a seguir?,Não se preocupe com seus problemas,não se preocupe com seus problemas,Não te preocupes com os problemas dela.,Fale com Ash mais,conversar com Ash mais,Fala com o Ash mais.,Ignorar Ash,ignore Ash,Ignora o Ash.,B
2641,Sasha fez uma tentativa no outro dia depois de encontrar um velho amigo.,Sasha o fez uma tentativa no outro dia após a corrida em um amigo antigo.,O Sasha tentou no outro dia depois de encontrar um velho amigo.,Como Sasha se sentiria depois?,Como se sentiria Sasha depois?,Como é que o Sasha se sentiria depois?,Perturbado,tonturas,desanimado,louco,ic,louco,ptimo.,boa,- É bom.,C
2642,Ash em camadas outro cobertor para ficar quente na noite fria.,Ash lamejou outra manta para ficar aquecida na noite fria.,Ash colocou outro cobertor para se manter aquecido na noite fria.,O que Ash vai querer fazer a seguir?,O que queremos por Ash?,O que é que o Ash vai querer fazer a seguir?,necessário ter encomendado o cobertor,Necessidade de ter ordenado a manta,Precisava de ter pedido o cobertor.,Precisava ter comprado o cobertor,necessidade de ter comprado a manta,precisava ter comprado o cobertor.,Pegue algumas meias mais pesadas,Pegue em algumas meias mais pesadas,Compra meias mais pesadas.,C
2643,"Skylar deveria encontrar-se com seu amigo para o almoço, mas ela estava presa no trânsito.","Skylar teria que encontrar a amiga para o almoço, mas estava presa no trânsito.","A Skylar ia encontrar-se com a amiga para almoçar, mas ficou presa no trânsito.",O que a Skylar precisaria fazer antes disso?,O que seria necessário para o Skylar antes disso?,O que é que a Skylar precisava de fazer antes disto?,Entre em seu carro e comece a dirigir,chegar no carro e começar a dirigir,Entra no carro dela e começa a conduzir .,Diz-lhes que ela está atrasada.,Contar que está tardia,Diz-lhes que ela está atrasada.,Diga-lhes que ela não pode ir,Informe-os que ela não consegue ir,Diz-lhes que ela não pode ir.,A
2644,Jordan viu Bailey três vezes naquele dia e eles saíram depois da escola.,Jordan viu Bailey três vezes naquele dia e eles se desligaram após a escola.,A Jordan viu a Bailey três vezes naquele dia e eles... saíram depois da escola.,O que a Jordânia precisa fazer antes disso?,O que o Jordânia precisa fazer antes disso?,O que é que a Jordan precisa de fazer antes disto?,Falar sobre a escola,falamos sobre a escola,falar da escola,Veja seu amigo,ver o amigo,Ver o amigo deles.,jogar jogos de vídeo,jogos de videogame,jogar videojogos,B
2645,Kendall sentiu seu pulso em sua garganta e teve que ir ao médico para verificar isso.,Kendall sentiu o pulso na garganta e teve que ir ao médico para verificar esse des,A Kendall sentiu o pulso na garganta e teve de ir ao médico para verificar isto.,Como você descreveria Kendall?,Como descrever Kendall?,Como descreveria a Kendall?,Sentindo-se terrível,sentir- se enjoado,Sentindo-me terrível,Cheio de pânico,sístole,Cheio de pânico .,de coração pesado,Ausencia,de coração pesado.,B
2646,Jan descobriu que ela tinha muito em comum com ele e gradualmente tornou-se perto dele.,"Jan encontrou que tinha muito em comum com ele e, gradativamente, se aproximou dele.","Jan descobriu que tinha muito em comum com ele e, aos poucos, se tornou próxima dele.",Como eles se sentiriam em seguida?,Como se sentiriam a seguir?,Como se sentiriam depois?,Nada um para o outro,nada para cada um,Nada um para o outro.,Sentimentos um pelo outro,sentimentos para com o outro,sentimentos um pelo outro,Apaixonar-se,queda de amor,Apaixonar-me,B
2647,Aubrey distinguiu as plantas dos animais quando eles estavam no zoológico com outros.,Aubrey distinguiu as plantas dos animais quando estavam no zoológico com outras.,Aubrey distinguiu as plantas dos animais quando estavam no zoológico com outros.,Por que Aubrey fez isso?,Por que o Aubrey?,Porque é que o Aubrey fez isto?,Ajudar a identificar animais,ajuda de animais,ajudar a identificar animais,ficar em casa,permanência em casa,Fique em casa.,Vá ao zoológico com os outros,ir ao zoológico com outros,ir ao zoológico com os outros,A
2648,Addison decidiu ser útil e ensinar Sydney a ler.,Addison decidiu ser útil e ensinou Sydney a ler.,Addison decidiu ser útil e ensinar Sydney a ler.,Como se sentiria a Addison depois?,Como senti-lo-ia depois?,Como se sentiria a Addison depois?,Como se ela fosse um fracasso,como ela foi uma falha,Como se ela fosse uma falha.,Como se ela tivesse realizado algo,como ela conseguiu alguma coisa,Como se ela tivesse feito algo.,Como se ela fosse inútil,como ela foi vantajosa,Como se ela fosse inútil.,B
2649,"O Jordan viu que podia conseguir mais, mas não sabia como fazer isso.","Jordan viu que podia ganhar mais, só não tinha certeza de como ir.","O Jordan viu que podia conseguir mais, mas não sabia como fazê-lo.",O que Jordan vai querer fazer a seguir?,O que a Jordânia deseja fazer a seguir?,O que vai querer fazer a seguir?,apressar-se,guarde-se,Ele apressou-se .,Peça conselhos,consulte o seu médico,pedir conselhos,Esquecê-lo,esquecimento sobre a mesma,Esquece isso.,B
2650,Jessie céticamente assistiu a um filme de terror e trancou suas portas.,Jessie assistiu clinicamente um filme de horror e fechou suas portas.,Jessie assistiu com ceticismo a um filme de terror e trancou as portas.,Como você descreveria Jesse?,Como descrever Jesse?,Como descreveria o Jesse?,Assustado,prurido,assustado,aventureira,adventurous,aventureiro,Perturbado,tonturas,desanimado,A
2651,Cameron acabou de ter um novo jogo e convidou amigos para vir para sua casa. Cameron jogou videogames com alguns amigos.,"Cameron só ganhou um novo jogo e convidou amigos para chegar à casa, Cameron jogou vídeos com alguns",O Cameron acabou de comprar um novo jogo e convidou amigos para virem a casa dele.,Por que Cameron fez isso?,Por que Cameron fez isso?,Porque é que a Cameron fez isto?,Coma um lanche,Comer um lanche,Come um lanche.,Vai para a cama,Ir ao leito,Vai para a cama.,ganhar os jogos,ganhar os jogos,Ganhar os jogos,C
2652,"Jesse estava muito chateado e estava chorando, então Quinn secou os olhos de Jesse.","Jesse estava muito preocupado e chorava, então Quinn secou os olhos de Jesse.","O Jesse estava muito chateado e estava a chorar, por isso a Quinn secou os olhos do Jesse.",O que é que o Quinn precisa de fazer antes disto?,O que é que Quinn precisa fazer antes disso?,O que é que o Quinn precisa de fazer antes disto?,Encontre alguns Visine,encontrar algum Visto,Encontre alguma Visine .,conforto Jesse,Conforto Jesse,Consolação Jesse,Encontre um lenço,encontrar uma mão-de-obra,Encontre um lenço .,C
2653,Jan controlou e influenciou Aubrey ao longo de sua vida.,Jan controlava e influenciou Aubrey ao longo de sua vida.,A Jan controlou e influenciou a Aubrey durante toda a sua vida.,Como você descreveria Jan?,Como descreveria Jan?,Como descreveria o Jan?,ressentido e irritado,lúcido e irritante,ressentido e zangado,comandando,Comando,comandando,desamparado e deprimido,úlceras e úlceras,Desamparado e deprimido.,B
2654,"Sydney manteve o curso, mesmo que eles não tinham certeza se poderiam passar a classe.","Sydney permaneceu o curso, embora não tivessem certeza se poderiam passar pela aula.","Sydney manteve-se no curso, embora não tivessem certeza se iriam passar na classe.",Por que Sydney fez isso?,Por que o Sydney?,Porque é que a Sydney fez isto?,tirar uma soneca,tomar um colírio,"- Não, não.",Estude muito duro,Muito difícil,Estude muito,escola de pós-graduação,pós-graduação,Escola de pós-graduação,C
2655,Skylar se afastou de Quinn porque ele se sentiu culpado por algo que ele fez.,Skylar saiu de Quinn porque se sentia culpado por algo que fazia.,A Skylar virou as costas para a Quinn porque se sentia culpado por algo que fez.,O que Quinn vai querer fazer a seguir?,O que queremos Quinn?,O que quer o Quinn fazer a seguir?,confrontar Skylar,Confront Skylar,Confrontar a Skylar .,escondeu o fato de que ele estava envergonhado,escondia o fato de ele estar constrangido,Escondeu o facto de estar envergonhado.,Ignorar Skylar,ignore Skylar,Ignora a Skylar .,A
2656,Addison teve um corte de cabelo em camadas como Casey como eles concordaram em fazer.,"Addison obteve um corte de cabelo em camada, assim como Casey, como concordaram.","A Addison fez um corte de cabelo em camadas, tal como o Casey, como combinaram.",O que Addison vai querer fazer a seguir?,O que queremos com Addison?,O que é que a Addison vai querer fazer a seguir?,raspar a cabeça,tricose cutânea,rasparem a cabeça,Olhar no espelho,olhar no espelho,Olhe no espelho.,crescer o cabelo para fora,crescimento dos pêlos,Deixem crescer o cabelo .,B
2657,Jan disse a Cameron o que eles não sabiam e Cameron ficou realmente bravo com Jan e o ameaçou.,Jan contou a Cameron o que não sabia e Cameron realmente se enloucou em Jan e o,Jan disse a Cameron o que eles não sabiam e Cameron ficou muito zangado com Jan e ameaçou-o.,O que vai acontecer com Jan?,O que acontecerá com Jan?,O que vai acontecer com Jan?,Tentar pacificar Cameron,tentar pacify Cameron,Tente acalmar a Cameron.,Deixe de ser amigo de Jan,deixar de ser amigos com Jan,Parem de ser amigos do Jan.,Não fale com Jan,Não fale com Jan,Não fales com o Jan.,A
2658,Aubrey contou ovelhas enquanto se deitava à noite.,Aubrey contava ovinos durante a noite.,A Aubrey contava ovelhas enquanto ela se deitava à noite.,Por que Aubrey fez isso?,Por que o Aubrey?,Porque é que o Aubrey fez isto?,Prepare-se para a cama,náusea,Preparem-se para a cama.,estar cansado,ser cansado,estar cansado,Sair da cama,sair de cama,Sai da cama.,A
2659,Skylar monitorou a frequência cardíaca do paciente quando ele estava no hospital.,Skylar acompanhou a frequência cardíaca do paciente quando estava internado.,A Skylar monitorava a frequência cardíaca do paciente quando estavam no hospital.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,machucando o paciente,úlceras do pé,magoar o paciente,Seja um médico,ser um médico,Ser médico.,Está bem.,okay,Está bem.,B
2660,Casey foi o melhor presente que Ash já recebeu depois que ele perdeu seu carro Bob.,Casey foi o melhor domicilio Ash já ter conseguido depois de perder o carro Bob,O Casey foi o melhor presente que o Ash já recebeu depois de perder o carro do Bob.,O que Casey vai querer fazer a seguir?,O que queremos com Casey?,O que vai querer fazer o Casey a seguir?,Fuja da mesa,Retire o quadro,Foge da mesa.,Cuddle com Ash,Seca com Ash,Abraço com Ash,necessidade de dar presente,necessidade de dar dádiva,Preciso de dar um presente.,B
2661,Jan queixou-se ao gerente sobre o mau serviço que lhe foi dado.,Jan queixou-se do gestor sobre o mau atendimento que lhe foi prestado.,Jan reclamou ao gerente sobre o mau serviço que lhe foi dado.,O que Jan precisa fazer antes disso?,O que é necessário para Jan antes disso?,O que é que a Jan precisa de fazer antes disto?,Jogue o recibo fora,Coloque a recepção fora,Atira o recibo fora .,ir para casa,ir para casa,Vai para casa.,Pergunte para o gerente,Pedido ao gestor,Peça pelo gerente.,C
2662,Kendall comprou um cavalo para sua filha Aubrey quando era seu aniversário.,Kendall comprou um cavalo para a filha Aubrey quando foi o aniversário.,Kendall comprou um cavalo para a filha Aubrey no aniversário dela.,O que Kendall precisa fazer antes disso?,O que o Kendall precisa fazer antes disso?,O que é que a Kendall precisa de fazer antes disto?,Vá para o quarto dela,ir ao quarto dela,Vai para o quarto dela.,Encontre um cavalo,ver um cavalo,Encontre um cavalo.,ir para a cama,ir ao leito,Vai para a cama.,B
2663,O relato de Bailey foi publicado em uma revista popular porque a história era incrível.,"O relato de Bailey foi publicado em uma revista popular, pois a história era surpreendente.",O relato da Bailey foi publicado numa revista popular porque a história era incrível.,O que Bailey vai querer fazer a seguir?,O que queremos por Bailey?,O que vai querer fazer a Bailey a seguir?,Fale com Bailey,conversar com Bailey,Fala com a Bailey .,Felicitando Bailey,parabéns Bailey,Parabéns Bailey .,Torne-se um escritor,tornar-se escritor,tornar-me escritor,C
2664,Kendall resfriou os calcanhares depois que eles chegaram em casa de uma longa corrida.,Kendall resfriou os calcanhares após chegarem a casa de um longo prazo,A Kendall esfriou os calcanhares depois de chegarem a casa de uma longa corrida.,Porque é que o Kendall fez isto?,Por que o Kendall fez isso?,Porque é que a Kendall fez isto?,Estava muito cansado,estava muito cansado,Estava muito cansado.,Estava cheio de vigor,estava cheio de vigor,Estava cheio de vigor.,chuveiro,banho,chuveiro,A
2665,"Carson perdeu mais uma rodada no jogo que eles estavam jogando, mas estava se divertindo.","O cara perdeu outra rodada no jogo que estava jogando, mas estava brincando.","O Carson perdeu outra rodada no jogo que estavam a jogar, mas estava a divertir-se.",Como Carson se sentiria depois?,Como senti-lo-ia depois?,Como é que o Carson se sentiria depois?,Como um vencedor,como um vencedor,Como um vencedor.,Como se não quisessem perder,Como não queriam perder,Como se não quisessem perder.,Como se ainda se divertissem,Como eles ainda tiveram diversão,Como se ainda se estivessem a divertir.,C
2666,Robin queria fazer seus colegas rirem para que eles soltassem um peido enorme.,Robin queria fazer rir os colegas de classe para que eles saissem descalços.,"Robin queria fazer os colegas rirem, por isso eles soltaram um grande peido.",Como você descreveria Robin?,Como descrever Robin?,Como descreveria a Robin?,imaturo,imaturo,Inmaturo,inteligente,smart,inteligente,feliz,feliz,feliz,A
2667,Remy convenceu o juiz a mudar sua sentença depois de contar uma história convincente de como ele estava envolvido.,Remy convenceu o juiz a mudar sua sentença após contar uma história contundente de como estava,Remy convenceu o juiz a mudar a sentença depois de contar uma história convincente de como ele estava envolvido.,Como Remy se sentiria depois?,Como se sentiria depois de Remy?,Como é que o Remy se sentiria depois?,trapaceado,-,enganado,indignado,indigna,indignado,aliviado depois,> 1/ 10,Substituído posteriormente,C
2668,Riley empurrou os dedos de Casey para a abertura de uma máquina e eles foram cortados.,Riley fez a entrada dos dedos de Casey na abertura de uma máquina e os mesmos,A Riley enfiou os dedos do Casey na abertura de uma máquina e eles foram cortados.,Como o Casey se sentiria como resultado?,Como se sentiria o Casey?,Como se sentiria o Casey?,lesionado,náuseas,ferido,envergonhada,án,envergonhado,feliz,feliz,feliz,A
2669,Taylor gostava de jogar futebol e beisebol. Taylor também jogou basquete após a escola.,"Taylor gostava de jogar futebol e basquete, e Taylor também jogava basquete após a escola.",Taylor gostava de jogar futebol e beisebol. Taylor também jogava basquete depois da escola.,Por que Taylor fez isso?,Por que Taylor fez isso?,Porque é que a Taylor fez isto?,Queria ser sociável,quis ser sociável,Queria ser sociável.,Faça sua lição de casa,fazer o trabalho doméstico,Façam os trabalhos de casa,ir para casa,ir para casa,Vai para casa.,A
2670,O Taylor pôs o Jesse em sarilhos por quebrar as regras na aula.,Taylor chegou a se deparar com a quebra de regras em classe.,A Taylor meteu o Jesse em sarilhos por ter quebrado as regras na aula.,Por que Taylor fez isso?,Por que Taylor fez isso?,Porque é que a Taylor fez isto?,Jogue uma partida em Jesse fora de diversão,Jogar uma brincadeira em Jesse out de divertir,Faz uma partida ao Jesse por diversão.,Peça desculpas ao Jesse,Pedidos a Jesse,Peça desculpa ao Jesse .,Certifique-se de que o professor seja respeitado,Assegure-se que o professor foi respeitado,Certifique-se de que o professor é respeitado,C
2671,Sasha passou um dia inteiro estudando para o teste.,Sasha permaneceu durante todo o dia de estudo para o teste.,Sasha passou um dia inteiro estudando para o teste.,Como você descreveria Sasha?,Como descreveria Sasha?,Como descreveria a Sasha?,Preguiçosa,preguiça,preguiçoso,inteligente,intelligent,Inteligente,irresponsáveis,responsabilidade,Irresponsável.,B
2672,"Depois de passar semanas escolhendo cuidadosamente um presente, Alex o deu à mãe.","Após passar semanas com cuidado com a retirada de um presente, Alex o entregou à mãe.","Depois de passar semanas cuidadosamente escolhendo um presente, Alex o deu para sua mãe.",Como Alex se sentiria como resultado?,Como o Alex sentiria como resultado?,Como Alex se sentiria?,Smug,Medicamento,- Simpatia.,um planejador de presentes cuidadoso em relação a sua mãe,um cuidador de presentes em relação à mãe,Um planeador de presentes cuidadoso em relação à mãe deles.,Realizado,Realizada,Realizada,B
2673,A Sasha pediu uma pizza depois de ter ficado bêbada na festa de ontem à noite.,Sasha pediu alguma pizza depois de beber na festa na noite passada.,A Sasha pediu pizza depois de se embebedar na festa ontem à noite.,Por que Sasha fez isso?,Por que o Sasha?,Porque é que o Sasha fez isto?,Estava com fome,foi desnutrido,Tinha fome.,Esqueça a pizza e vá para a cama,esquecimento da pizza e ir ao leito,Esquece a pizza e vai para a cama.,Coma a pizza,comer a pizza,Come a pizza.,A
2674,Alex e Casey estavam em uma briga quando inesperadamente Alex quebrou os dedos de Casey.,Alex e Casey estavam em uma luta quando o Alex pulava inesperadamente os dedos da,Alex e Casey estavam a brigar quando inesperadamente Alex estalapou os dedos do Casey.,Porque é que o Alex fez isto?,Por que o Alex fez isso?,Porque é que a Alex fez isto?,Ele odiava Casey.,Mostra o dedo de Casey,Mostrar que odiava o Casey.,Peça desculpas ao Casey,Pedido de desculpas à Casey,Peço desculpa ao Casey .,perder na luta,Perda na luta,Perder na luta,A
2675,"Alex colocou seu braço em torno de Tracy, então Tracy moveu seu braço.",alex colou o braço em torno do tracy de modo que o tracy moveu,O Alex abraçou a Tracy e a Tracy mexeu o braço.,Como Alex se sentiria como resultado?,Como o Alex sentiria como resultado?,Como Alex se sentiria?,descontraída,lúdico,relaxado,Acalme-se,calm,Calma .,irritada,irritação,irritado,C
2676,"Ash não estava com vontade de tentar algo novo, então Ash pediu um hambúrguer.","Ash não estava no humor de tentar nada de novo, então Ash ordenou um hambúr","O Ash não estava com vontade de experimentar nada novo, por isso pediu um hambúrguer.",Como Ash se sentiria depois?,Como se sentiria Ash depois?,Como é que o Ash se sentiria depois?,excitado,excitação,excitado,entediada,prurido,Aborrecido.,não-criativo,increativo,não criativo,C
2677,Skylar usou Jesse para certos fins que lhe serviam financeiramente e pessoalmente.,Skylar utilizou Jesse para certos fins que lhe cabessem financeira e pessoalmente.,A Skylar usou o Jesse para certos propósitos que lhe eram favoráveis financeiramente e pessoalmente.,Como você descreveria o Skylar?,Como descreveria o Skylar?,Como descreveria a Skylar?,Alguém que tira dos outros,án án án án án án án án án ,alguém que toma dos outros,Como se tivessem o que precisavam,como eles conseguiram o que eles precisavam,Como se tivessem o que precisavam.,Muito independente,Muito independente,muito independente,A
2678,Lee fez Sydney prender a pessoa que seria considerada culpada de cometer o crime.,Lee fez com que Sydney prendesse a pessoa que seria culpada por cometer o crime.,Lee fez Sydney prender a pessoa que seria considerada culpada de cometer o crime.,Como Lee se sentiria depois?,Como Lee sentiria depois?,Como é que o Lee se sentiria depois?,um gerente para Sydney,um gestor de Sydney,um gerente para Sydney,eficaz,Eficácia,Eficaz,não-confiante,Pouco,desconfiado,B
2679,Lee fez a prisão por Sydney porque eles estavam ocupados trabalhando em outro caso.,Lee fez a prisão por Sydney por se ocuparem de outro caso.,O Lee fez a prisão para a Sydney porque estavam ocupados a trabalhar noutro caso.,O que vai acontecer com Sydney?,O que acontecerá com Sydney?,O que vai acontecer com a Sydney?,Trabalhar em seu caso,trabalhem no seu processo,Trabalhar no caso deles,Peça o melhor funcionário que puder para o seu trabalho,solicitar o melhor funcionário que eles consigam para o seu trabalho,Peçam o melhor oficial que podem para o seu trabalho.,estavam ocupados trabalhando,estavam ocupados,estavam ocupados a trabalhar,A
2680,Aubrey empurrou o cartão ao redor da loja ao comprar mantimentos.,Aubrey fez o cartão em torno da loja quando comprou os mercearias.,A Aubrey empurrava o cartão pela loja quando comprava mantimentos.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,Como chegar em casa,como chegar a casa,Como voltar para casa.,Como se estivessem fazendo compras também,Como também estão fazendo compras,Como se eles também estivessem a fazer compras.,Como eles os conhecem,Como eles sabem,Como se os conhecessem.,B
