,MarianMT,Unicamp_T5,NLLB_1.3b,num_tokens,best_ranked
16367,70,40,80,27,NLLB_1.3b
16368,70,80,60,28,Unicamp_T5
16369,85,75,90,31,NLLB_1.3b
16370,80,70,60,29,MarianMT
16371,70,50,80,38,NLLB_1.3b
16372,85,70,90,26,NLLB_1.3b
16373,85,60,90,24,NLLB_1.3b
16374,75,80,65,28,Unicamp_T5
16375,85,80,90,25,NLLB_1.3b
16376,90,80,95,33,NLLB_1.3b
16377,85,90,90,30,Unicamp_T5
16378,80,70,85,32,NLLB_1.3b
16379,75,80,90,26,NLLB_1.3b
16380,90,75,85,22,MarianMT
16381,70,50,80,35,NLLB_1.3b
16382,85,60,90,28,NLLB_1.3b
16383,70,60,75,25,NLLB_1.3b
16384,90,85,95,29,NLLB_1.3b
16385,85,70,90,42,NLLB_1.3b
16386,85,60,90,21,NLLB_1.3b
16387,90,85,95,29,NLLB_1.3b
16388,85,70,90,37,NLLB_1.3b
16389,60,10,75,29,NLLB_1.3b
16390,85,70,60,33,MarianMT
16391,85,75,90,29,NLLB_1.3b
16392,85,90,80,32,Unicamp_T5
16393,70,80,90,23,NLLB_1.3b
16394,65,70,80,41,NLLB_1.3b
16395,75,50,85,28,NLLB_1.3b
16396,70,50,85,35,NLLB_1.3b
16397,70,40,85,27,NLLB_1.3b
16398,85,70,90,31,NLLB_1.3b
16399,75,70,85,30,NLLB_1.3b
16400,65,70,80,49,NLLB_1.3b
16401,70,60,80,25,NLLB_1.3b
16402,60,70,85,37,NLLB_1.3b
16403,85,70,90,20,NLLB_1.3b
16404,70,55,80,35,NLLB_1.3b
16405,70,85,80,47,Unicamp_T5
16406,85,90,95,33,NLLB_1.3b
16407,90,85,95,26,NLLB_1.3b
16408,75,60,85,30,NLLB_1.3b
16409,85,70,90,31,NLLB_1.3b
16410,85,70,90,36,NLLB_1.3b
16411,85,70,90,30,NLLB_1.3b
16412,75,60,85,29,NLLB_1.3b
16413,80,70,90,22,NLLB_1.3b
16414,85,90,90,29,Unicamp_T5
16415,85,70,90,61,NLLB_1.3b
16416,85,65,90,44,NLLB_1.3b
16417,75,80,90,25,NLLB_1.3b
16418,70,60,40,36,MarianMT
16419,70,60,80,26,NLLB_1.3b
16420,85,70,90,38,NLLB_1.3b
16421,70,60,80,27,NLLB_1.3b
16422,85,90,70,39,Unicamp_T5
16423,75,60,85,24,NLLB_1.3b
16424,75,85,90,27,NLLB_1.3b
16425,60,50,80,33,NLLB_1.3b
16426,85,75,90,34,NLLB_1.3b
16427,90,80,100,28,NLLB_1.3b
16428,85,75,80,32,MarianMT
16429,85,75,90,38,NLLB_1.3b
16430,85,70,90,31,NLLB_1.3b
16431,85,70,90,22,NLLB_1.3b
16432,85,70,90,43,NLLB_1.3b
16433,85,75,90,36,NLLB_1.3b
16434,70,50,80,32,NLLB_1.3b
16435,85,70,90,27,NLLB_1.3b
16436,60,70,75,20,NLLB_1.3b
16437,75,80,90,34,NLLB_1.3b
16438,80,50,60,24,MarianMT
16439,75,50,85,28,NLLB_1.3b
16440,85,75,90,33,NLLB_1.3b
16441,70,80,60,33,Unicamp_T5
16442,80,90,85,47,Unicamp_T5
16443,70,20,90,30,NLLB_1.3b
16444,75,50,80,39,NLLB_1.3b
16445,85,75,90,43,NLLB_1.3b
16446,85,60,90,38,NLLB_1.3b
16447,90,85,95,30,NLLB_1.3b
16448,85,70,90,29,NLLB_1.3b
16449,65,50,75,29,NLLB_1.3b
16450,70,60,80,26,NLLB_1.3b
16451,70,55,80,29,NLLB_1.3b
16452,70,50,80,33,NLLB_1.3b
16453,85,70,90,22,NLLB_1.3b
16454,85,70,80,27,MarianMT
16455,71,64,79,29,NLLB_1.3b
16456,85,70,90,30,NLLB_1.3b
16457,85,90,80,23,Unicamp_T5
16458,90,75,85,21,MarianMT
16459,60,40,75,33,NLLB_1.3b
16460,75,40,85,38,NLLB_1.3b
16461,80,70,85,26,NLLB_1.3b
16462,70,60,80,20,NLLB_1.3b
16463,70,60,80,26,NLLB_1.3b
16464,80,65,75,28,MarianMT
16465,75,60,85,31,NLLB_1.3b
16466,85,75,90,30,NLLB_1.3b
16467,85,70,90,20,NLLB_1.3b
16468,70,50,80,26,NLLB_1.3b
16469,83,75,80,33,MarianMT
16470,85,90,95,28,NLLB_1.3b
16471,85,75,90,31,NLLB_1.3b
16472,75,50,85,30,NLLB_1.3b
16473,75,60,80,32,NLLB_1.3b
16474,85,70,90,26,NLLB_1.3b
16475,75,60,90,38,NLLB_1.3b
16476,85,70,90,34,NLLB_1.3b
16477,85,75,90,39,NLLB_1.3b
16478,85,70,60,27,MarianMT
16479,75,80,90,33,NLLB_1.3b
16480,75,60,80,35,NLLB_1.3b
16481,85,70,90,38,NLLB_1.3b
16482,70,40,85,26,NLLB_1.3b
16483,85,70,90,27,NLLB_1.3b
16484,85,90,90,30,Unicamp_T5
16485,85,70,60,26,MarianMT
16486,70,60,80,36,NLLB_1.3b
16487,85,90,75,37,Unicamp_T5
16488,85,70,90,34,NLLB_1.3b
16489,85,70,60,32,MarianMT
16490,70,60,80,31,NLLB_1.3b
16491,85,75,90,33,NLLB_1.3b
16492,80,50,90,35,NLLB_1.3b
16493,85,75,90,28,NLLB_1.3b
16494,70,40,80,24,NLLB_1.3b
16495,85,65,90,29,NLLB_1.3b
16496,70,40,80,20,NLLB_1.3b
16497,60,40,75,34,NLLB_1.3b
16498,85,60,90,30,NLLB_1.3b
16499,80,65,90,43,NLLB_1.3b
16500,60,40,80,31,NLLB_1.3b
16501,90,85,90,36,MarianMT
16502,85,70,90,33,NLLB_1.3b
16503,70,75,80,34,NLLB_1.3b
16504,70,80,85,32,NLLB_1.3b
16505,85,40,60,32,MarianMT
16506,70,50,80,36,NLLB_1.3b
16507,70,80,60,23,Unicamp_T5
16508,75,60,80,31,NLLB_1.3b
16509,90,85,95,36,NLLB_1.3b
16510,70,50,60,24,MarianMT
16511,70,80,90,37,NLLB_1.3b
16512,40,65,75,30,NLLB_1.3b
16513,85,80,90,26,NLLB_1.3b
16514,85,70,90,34,NLLB_1.3b
16515,85,70,90,34,NLLB_1.3b
16516,85,80,90,27,NLLB_1.3b
16517,70,50,60,27,MarianMT
16518,70,90,20,33,Unicamp_T5
16519,85,80,90,35,NLLB_1.3b
16520,70,60,80,35,NLLB_1.3b
16521,70,40,85,25,NLLB_1.3b
16522,75,60,85,26,NLLB_1.3b
16523,90,60,100,24,NLLB_1.3b
16524,70,60,80,31,NLLB_1.3b
16525,70,80,60,33,Unicamp_T5
16526,80,70,90,18,NLLB_1.3b
16527,75,50,90,28,NLLB_1.3b
16528,85,70,90,29,NLLB_1.3b
16529,70,60,50,52,MarianMT
16530,70,80,60,22,Unicamp_T5
16531,80,70,90,37,NLLB_1.3b
16532,70,40,80,26,NLLB_1.3b
16533,60,40,80,32,NLLB_1.3b
16534,85,70,75,40,MarianMT
16535,75,50,60,26,MarianMT
16536,65,40,75,24,NLLB_1.3b
16537,70,50,60,23,MarianMT
16538,65,55,80,32,NLLB_1.3b
16539,90,70,95,26,NLLB_1.3b
16540,60,40,50,26,MarianMT
16541,60,50,70,34,NLLB_1.3b
16542,85,50,90,28,NLLB_1.3b
16543,70,30,60,30,MarianMT
16544,75,80,85,22,NLLB_1.3b
16545,80,90,95,34,NLLB_1.3b
16546,70,50,80,39,NLLB_1.3b
16547,85,60,90,19,NLLB_1.3b
16548,80,70,90,33,NLLB_1.3b
16549,75,60,90,28,NLLB_1.3b
16550,70,50,90,44,NLLB_1.3b
16551,75,60,85,29,NLLB_1.3b
16552,85,90,95,36,NLLB_1.3b
16553,70,50,80,23,NLLB_1.3b
16554,90,75,60,37,MarianMT
16555,75,50,90,41,NLLB_1.3b
16556,85,70,90,22,NLLB_1.3b
16557,70,60,80,29,NLLB_1.3b
16558,85,70,90,45,NLLB_1.3b
16559,70,60,80,39,NLLB_1.3b
16560,75,85,80,31,Unicamp_T5
16561,85,75,90,38,NLLB_1.3b
16562,90,40,100,44,NLLB_1.3b
16563,65,50,75,30,NLLB_1.3b
16564,75,80,90,32,NLLB_1.3b
16565,75,50,85,26,NLLB_1.3b
16566,70,60,80,31,NLLB_1.3b
16567,55,40,70,24,NLLB_1.3b
16568,70,80,60,22,Unicamp_T5
16569,70,45,60,29,MarianMT
16570,85,70,90,35,NLLB_1.3b
16571,75,60,80,32,NLLB_1.3b
16572,75,60,85,35,NLLB_1.3b
16573,85,50,90,46,NLLB_1.3b
16574,85,75,95,27,NLLB_1.3b
16575,85,90,80,32,Unicamp_T5
16576,85,70,95,30,NLLB_1.3b
16577,85,40,90,30,NLLB_1.3b
16578,75,50,85,34,NLLB_1.3b
16579,85,70,90,43,NLLB_1.3b
16580,75,60,90,43,NLLB_1.3b
16581,70,50,80,27,NLLB_1.3b
16582,80,70,85,38,NLLB_1.3b
16583,85,60,45,23,MarianMT
16584,85,90,95,32,NLLB_1.3b
16585,85,90,80,33,Unicamp_T5
16586,85,90,80,34,Unicamp_T5
16587,90,80,85,22,MarianMT
16588,85,90,95,32,NLLB_1.3b
16589,70,60,80,20,NLLB_1.3b
16590,70,60,75,32,NLLB_1.3b
16591,80,90,85,50,Unicamp_T5
16592,60,40,80,51,NLLB_1.3b
16593,75,60,85,39,NLLB_1.3b
16594,85,70,90,22,NLLB_1.3b
16595,75,50,85,30,NLLB_1.3b
16596,85,90,80,21,Unicamp_T5
16597,75,50,90,29,NLLB_1.3b
16598,85,80,90,29,NLLB_1.3b
16599,85,90,95,30,NLLB_1.3b
16600,80,70,90,32,NLLB_1.3b
16601,70,55,80,28,NLLB_1.3b
16602,85,70,90,25,NLLB_1.3b
16603,85,70,90,38,NLLB_1.3b
16604,80,70,90,27,NLLB_1.3b
16605,70,60,75,24,NLLB_1.3b
16606,75,60,90,39,NLLB_1.3b
16607,85,70,90,44,NLLB_1.3b
16608,80,85,70,32,Unicamp_T5
16609,85,70,90,31,NLLB_1.3b
16610,85,90,75,34,Unicamp_T5
16611,65,70,80,29,NLLB_1.3b
16612,85,90,80,39,Unicamp_T5
16613,75,80,90,25,NLLB_1.3b
16614,70,60,75,24,NLLB_1.3b
16615,85,55,70,58,MarianMT
16616,80,60,90,26,NLLB_1.3b
16617,85,75,90,32,NLLB_1.3b
16618,80,85,90,30,NLLB_1.3b
16619,90,80,85,23,MarianMT
16620,85,60,90,32,NLLB_1.3b
16621,75,60,85,33,NLLB_1.3b
16622,80,40,90,22,NLLB_1.3b
16623,85,70,90,34,NLLB_1.3b
16624,85,70,90,32,NLLB_1.3b
16625,60,45,70,31,NLLB_1.3b
16626,75,60,85,36,NLLB_1.3b
16627,85,78,90,32,NLLB_1.3b
16628,85,60,90,28,NLLB_1.3b
16629,85,70,90,23,NLLB_1.3b
16630,85,70,90,39,NLLB_1.3b
16631,90,85,95,30,NLLB_1.3b
16632,75,60,90,38,NLLB_1.3b
16633,85,90,95,22,NLLB_1.3b
16634,75,40,80,26,NLLB_1.3b
16635,70,60,85,33,NLLB_1.3b
16636,70,80,60,20,Unicamp_T5
16637,70,60,80,31,NLLB_1.3b
16638,90,85,95,41,NLLB_1.3b
16639,85,75,90,36,NLLB_1.3b
16640,60,70,80,40,NLLB_1.3b
16641,75,70,90,28,NLLB_1.3b
16642,85,75,90,33,NLLB_1.3b
16643,75,50,70,31,MarianMT
16644,75,60,85,27,NLLB_1.3b
16645,85,90,80,34,Unicamp_T5
16646,75,60,85,33,NLLB_1.3b
16647,85,70,90,43,NLLB_1.3b
16648,85,80,90,24,NLLB_1.3b
16649,75,40,85,27,NLLB_1.3b
16650,70,60,80,26,NLLB_1.3b
16651,75,50,80,30,NLLB_1.3b
16652,70,80,60,23,Unicamp_T5
16653,85,70,80,31,MarianMT
16654,70,40,80,28,NLLB_1.3b
16655,75,50,80,28,NLLB_1.3b
16656,70,80,85,26,NLLB_1.3b
16657,60,40,80,22,NLLB_1.3b
16658,75,50,80,34,NLLB_1.3b
16659,85,65,90,34,NLLB_1.3b
16660,70,80,60,31,Unicamp_T5
16661,85,70,90,40,NLLB_1.3b
16662,70,50,80,40,NLLB_1.3b
16663,75,80,85,30,NLLB_1.3b
16664,90,80,85,21,MarianMT
16665,70,40,80,25,NLLB_1.3b
16666,85,70,90,27,NLLB_1.3b
16667,85,80,90,31,NLLB_1.3b
16668,75,60,85,34,NLLB_1.3b
16669,90,80,95,37,NLLB_1.3b
16670,80,70,90,47,NLLB_1.3b
16671,85,90,95,35,NLLB_1.3b
16672,85,90,95,37,NLLB_1.3b
16673,75,60,85,33,NLLB_1.3b
16674,70,50,80,24,NLLB_1.3b
16675,85,70,90,26,NLLB_1.3b
16676,70,80,60,28,Unicamp_T5
16677,80,60,90,29,NLLB_1.3b
16678,85,70,90,41,NLLB_1.3b
16679,85,65,90,26,NLLB_1.3b
16680,60,70,75,24,NLLB_1.3b
16681,80,85,85,26,Unicamp_T5
16682,80,70,85,30,NLLB_1.3b
16683,85,90,92,36,NLLB_1.3b
16684,75,60,80,22,NLLB_1.3b
16685,85,75,90,30,NLLB_1.3b
16686,80,70,85,28,NLLB_1.3b
16687,80,65,90,37,NLLB_1.3b
16688,75,80,90,34,NLLB_1.3b
16689,75,50,90,50,NLLB_1.3b
16690,70,60,80,41,NLLB_1.3b
16691,85,70,90,32,NLLB_1.3b
16692,85,70,90,27,NLLB_1.3b
16693,85,75,90,30,NLLB_1.3b
16694,85,70,90,35,NLLB_1.3b
16695,70,60,80,29,NLLB_1.3b
16696,70,50,80,27,NLLB_1.3b
16697,75,45,20,17,MarianMT
16698,70,40,85,33,NLLB_1.3b
16699,75,60,80,32,NLLB_1.3b
16700,60,70,80,22,NLLB_1.3b
16701,75,80,65,35,Unicamp_T5
16702,70,50,80,27,NLLB_1.3b
16703,85,90,75,27,Unicamp_T5
16704,85,90,95,38,NLLB_1.3b
16705,75,60,85,46,NLLB_1.3b
16706,85,70,80,18,MarianMT
16707,70,60,80,34,NLLB_1.3b
16708,70,50,85,48,NLLB_1.3b
16709,40,60,70,36,NLLB_1.3b
16710,70,80,90,39,NLLB_1.3b
16711,75,60,85,28,NLLB_1.3b
16712,75,50,90,44,NLLB_1.3b
16713,85,90,95,27,NLLB_1.3b
16714,85,90,80,38,Unicamp_T5
16715,70,60,80,37,NLLB_1.3b
16716,75,40,90,34,NLLB_1.3b
16717,75,60,85,28,NLLB_1.3b
16718,80,70,90,33,NLLB_1.3b
16719,85,70,90,29,NLLB_1.3b
16720,90,85,100,40,NLLB_1.3b
16721,80,60,90,34,NLLB_1.3b
16722,50,60,70,34,NLLB_1.3b
16723,40,25,10,35,MarianMT
16724,85,70,75,32,MarianMT
16725,75,50,60,33,MarianMT
16726,80,70,90,34,NLLB_1.3b
16727,85,70,90,35,NLLB_1.3b
16728,50,60,70,22,NLLB_1.3b
16729,75,80,65,23,Unicamp_T5
16730,85,70,75,29,MarianMT
16731,65,70,80,37,NLLB_1.3b
16732,75,80,90,28,NLLB_1.3b
16733,85,75,90,29,NLLB_1.3b
16734,85,90,95,43,NLLB_1.3b
16735,70,60,80,30,NLLB_1.3b
16736,85,75,90,36,NLLB_1.3b
16737,70,50,60,30,MarianMT
16738,70,80,85,31,NLLB_1.3b
16739,70,40,85,23,NLLB_1.3b
16740,70,60,50,34,MarianMT
16741,80,70,90,31,NLLB_1.3b
16742,85,90,95,29,NLLB_1.3b
16743,75,40,85,25,NLLB_1.3b
16744,70,80,85,23,NLLB_1.3b
16745,60,70,80,28,NLLB_1.3b
16746,90,80,100,25,NLLB_1.3b
16747,70,40,60,30,MarianMT
16748,85,90,95,32,NLLB_1.3b
16749,85,80,90,27,NLLB_1.3b
16750,85,40,90,22,NLLB_1.3b
16751,85,80,90,30,NLLB_1.3b
16752,70,50,80,22,NLLB_1.3b
16753,70,60,80,34,NLLB_1.3b
16754,85,60,90,28,NLLB_1.3b
16755,85,80,90,29,NLLB_1.3b
16756,60,70,80,26,NLLB_1.3b
16757,85,70,90,32,NLLB_1.3b
16758,85,90,75,35,Unicamp_T5
16759,85,70,90,27,NLLB_1.3b
16760,85,75,90,67,NLLB_1.3b
16761,70,40,60,45,MarianMT
16762,70,50,85,39,NLLB_1.3b
16763,85,80,90,29,NLLB_1.3b
16764,75,65,80,29,NLLB_1.3b
16765,70,50,80,34,NLLB_1.3b
16766,85,70,90,28,NLLB_1.3b
16767,50,60,70,24,NLLB_1.3b
16768,85,70,90,35,NLLB_1.3b
16769,85,70,60,30,MarianMT
16770,85,80,90,32,NLLB_1.3b
16771,65,40,80,32,NLLB_1.3b
16772,70,50,80,34,NLLB_1.3b
16773,85,75,70,29,MarianMT
16774,85,60,90,32,NLLB_1.3b
16775,70,50,85,34,NLLB_1.3b
16776,85,90,80,29,Unicamp_T5
16777,70,80,60,45,Unicamp_T5
16778,75,50,80,36,NLLB_1.3b
16779,65,70,60,31,Unicamp_T5
16780,90,75,85,27,MarianMT
16781,70,55,75,34,NLLB_1.3b
16782,60,75,80,19,NLLB_1.3b
16783,85,90,80,21,Unicamp_T5
16784,70,60,80,38,NLLB_1.3b
16785,85,70,90,25,NLLB_1.3b
16786,85,70,90,31,NLLB_1.3b
16787,70,60,85,31,NLLB_1.3b
16788,85,90,75,21,Unicamp_T5
16789,80,75,90,23,NLLB_1.3b
16790,60,70,80,27,NLLB_1.3b
16791,85,60,90,22,NLLB_1.3b
16792,85,70,90,27,NLLB_1.3b
16793,70,45,80,28,NLLB_1.3b
16794,70,85,60,26,Unicamp_T5
16795,75,60,80,28,NLLB_1.3b
16796,85,75,90,29,NLLB_1.3b
16797,75,80,90,31,NLLB_1.3b
16798,70,80,90,34,NLLB_1.3b
16799,85,70,90,31,NLLB_1.3b
16800,85,90,75,24,Unicamp_T5
16801,70,60,80,21,NLLB_1.3b
16802,70,60,80,31,NLLB_1.3b
16803,85,90,95,44,NLLB_1.3b
16804,85,70,90,34,NLLB_1.3b
16805,85,70,90,30,NLLB_1.3b
16806,60,75,80,27,NLLB_1.3b
16807,80,70,85,39,NLLB_1.3b
16808,85,70,60,31,MarianMT
16809,80,60,85,25,NLLB_1.3b
16810,85,60,75,26,MarianMT
16811,80,70,60,35,MarianMT
16812,85,70,90,30,NLLB_1.3b
16813,75,80,85,29,NLLB_1.3b
16814,85,90,80,31,Unicamp_T5
16815,75,60,68,28,MarianMT
16816,75,50,85,30,NLLB_1.3b
16817,80,70,60,28,MarianMT
16818,70,80,90,37,NLLB_1.3b
16819,80,65,85,39,NLLB_1.3b
16820,70,80,90,45,NLLB_1.3b
16821,85,75,90,25,NLLB_1.3b
16822,75,50,80,20,NLLB_1.3b
16823,85,90,95,44,NLLB_1.3b
16824,85,70,90,32,NLLB_1.3b
16825,75,50,85,27,NLLB_1.3b
16826,75,50,90,26,NLLB_1.3b
16827,65,75,80,39,NLLB_1.3b
16828,65,70,85,29,NLLB_1.3b
16829,50,10,80,26,NLLB_1.3b
16830,70,50,80,37,NLLB_1.3b
16831,85,70,90,22,NLLB_1.3b
16832,85,90,80,27,Unicamp_T5
16833,85,70,90,29,NLLB_1.3b
16834,70,50,80,41,NLLB_1.3b
16835,70,50,60,25,MarianMT
16836,85,75,90,23,NLLB_1.3b
16837,70,60,80,33,NLLB_1.3b
16838,85,75,90,35,NLLB_1.3b
16839,85,90,95,31,NLLB_1.3b
16840,85,70,90,27,NLLB_1.3b
16841,82,65,90,30,NLLB_1.3b
16842,70,45,60,44,MarianMT
16843,40,60,80,32,NLLB_1.3b
16844,80,60,90,29,NLLB_1.3b
16845,85,70,90,30,NLLB_1.3b
16846,70,40,75,34,NLLB_1.3b
16847,85,70,90,27,NLLB_1.3b
16848,70,85,90,36,NLLB_1.3b
16849,85,70,90,27,NLLB_1.3b
16850,75,60,85,24,NLLB_1.3b
16851,90,95,85,27,Unicamp_T5
16852,85,75,90,32,NLLB_1.3b
16853,85,70,90,32,NLLB_1.3b
16854,85,70,90,32,NLLB_1.3b
16855,85,70,90,19,NLLB_1.3b
16856,85,75,90,35,NLLB_1.3b
16857,85,75,90,32,NLLB_1.3b
16858,75,60,85,24,NLLB_1.3b
16859,90,75,85,28,MarianMT
16860,70,50,90,30,NLLB_1.3b
16861,70,50,80,37,NLLB_1.3b
16862,90,70,95,27,NLLB_1.3b
16863,85,70,90,23,NLLB_1.3b
16864,85,60,90,23,NLLB_1.3b
16865,85,70,90,33,NLLB_1.3b
16866,85,75,90,33,NLLB_1.3b
16867,75,60,85,39,NLLB_1.3b
16868,85,70,95,30,NLLB_1.3b
16869,70,60,80,26,NLLB_1.3b
16870,75,50,85,32,NLLB_1.3b
16871,75,60,85,24,NLLB_1.3b
16872,80,70,60,34,MarianMT
16873,85,70,90,32,NLLB_1.3b
16874,75,50,80,42,NLLB_1.3b
16875,70,60,80,17,NLLB_1.3b
16876,70,80,90,30,NLLB_1.3b
16877,85,75,90,25,NLLB_1.3b
16878,85,90,70,32,Unicamp_T5
16879,75,90,85,34,Unicamp_T5
16880,85,90,95,34,NLLB_1.3b
16881,85,70,90,24,NLLB_1.3b
16882,75,40,70,20,MarianMT
16883,75,60,80,25,NLLB_1.3b
16884,75,60,85,41,NLLB_1.3b
16885,90,85,90,32,MarianMT
16886,85,75,90,22,NLLB_1.3b
16887,85,70,75,28,MarianMT
16888,65,80,50,25,Unicamp_T5
16889,75,60,85,30,NLLB_1.3b
16890,75,80,90,43,NLLB_1.3b
16891,75,60,85,26,NLLB_1.3b
16892,75,30,85,30,NLLB_1.3b
16893,80,70,85,34,NLLB_1.3b
16894,85,70,90,29,NLLB_1.3b
16895,70,50,90,44,NLLB_1.3b
16896,75,50,60,31,MarianMT
16897,70,40,85,28,NLLB_1.3b
16898,70,40,50,19,MarianMT
16899,60,40,45,29,MarianMT
16900,85,80,90,30,NLLB_1.3b
16901,70,80,85,25,NLLB_1.3b
16902,85,75,90,26,NLLB_1.3b
16903,85,75,90,32,NLLB_1.3b
16904,80,60,90,29,NLLB_1.3b
16905,85,70,90,36,NLLB_1.3b
16906,75,80,85,34,NLLB_1.3b
16907,85,90,95,35,NLLB_1.3b
16908,85,90,95,23,NLLB_1.3b
16909,85,70,90,45,NLLB_1.3b
16910,85,90,95,34,NLLB_1.3b
16911,85,70,90,28,NLLB_1.3b
16912,80,60,90,22,NLLB_1.3b
16913,70,65,85,26,NLLB_1.3b
16914,85,80,95,28,NLLB_1.3b
16915,85,80,90,37,NLLB_1.3b
16916,60,40,80,25,NLLB_1.3b
16917,70,75,80,37,NLLB_1.3b
16918,70,50,80,40,NLLB_1.3b
16919,65,70,80,19,NLLB_1.3b
16920,85,70,90,24,NLLB_1.3b
16921,60,25,75,33,NLLB_1.3b
16922,85,50,90,24,NLLB_1.3b
16923,70,60,75,35,NLLB_1.3b
16924,75,80,85,30,NLLB_1.3b
16925,75,60,80,29,NLLB_1.3b
16926,75,60,85,37,NLLB_1.3b
16927,85,90,95,36,NLLB_1.3b
16928,70,40,85,35,NLLB_1.3b
16929,75,60,85,33,NLLB_1.3b
16930,75,80,90,44,NLLB_1.3b
16931,90,60,80,27,MarianMT
16932,75,60,40,19,MarianMT
16933,85,75,90,32,NLLB_1.3b
16934,85,60,90,33,NLLB_1.3b
16935,90,85,80,36,MarianMT
16936,90,80,95,35,NLLB_1.3b
16937,85,90,95,33,NLLB_1.3b
16938,85,75,90,48,NLLB_1.3b
16939,80,70,85,29,NLLB_1.3b
16940,65,70,85,49,NLLB_1.3b
16941,75,60,80,24,NLLB_1.3b
16942,75,50,85,32,NLLB_1.3b
16943,60,70,80,36,NLLB_1.3b
16944,85,70,90,34,NLLB_1.3b
16945,70,60,50,26,MarianMT
16946,60,40,70,25,NLLB_1.3b
16947,80,40,90,31,NLLB_1.3b
16948,70,85,90,42,NLLB_1.3b
16949,70,50,85,25,NLLB_1.3b
16950,85,60,90,30,NLLB_1.3b
16951,75,25,90,28,NLLB_1.3b
16952,70,50,80,47,NLLB_1.3b
16953,75,60,90,29,NLLB_1.3b
16954,75,60,85,35,NLLB_1.3b
16955,65,80,70,19,Unicamp_T5
16956,60,40,75,28,NLLB_1.3b
16957,70,60,80,22,NLLB_1.3b
16958,85,75,90,29,NLLB_1.3b
16959,85,70,90,29,NLLB_1.3b
16960,85,75,70,30,MarianMT
16961,90,85,95,36,NLLB_1.3b
16962,70,60,80,26,NLLB_1.3b
16963,85,60,90,39,NLLB_1.3b
16964,80,75,90,32,NLLB_1.3b
16965,80,70,85,27,NLLB_1.3b
16966,85,90,95,41,NLLB_1.3b
16967,60,50,70,29,NLLB_1.3b
16968,85,80,90,26,NLLB_1.3b
16969,85,90,80,33,Unicamp_T5
16970,90,85,60,22,MarianMT
16971,85,70,90,22,NLLB_1.3b
16972,80,60,90,41,NLLB_1.3b
16973,75,80,90,31,NLLB_1.3b
16974,75,50,85,36,NLLB_1.3b
16975,85,70,90,30,NLLB_1.3b
16976,85,80,90,28,NLLB_1.3b
16977,80,70,90,36,NLLB_1.3b
16978,85,60,90,24,NLLB_1.3b
16979,90,95,85,28,Unicamp_T5
16980,80,70,90,29,NLLB_1.3b
16981,90,80,95,39,NLLB_1.3b
16982,75,40,85,30,NLLB_1.3b
16983,85,75,90,28,NLLB_1.3b
16984,80,60,75,27,MarianMT
16985,85,55,90,25,NLLB_1.3b
16986,85,50,90,40,NLLB_1.3b
16987,85,70,90,37,NLLB_1.3b
16988,70,40,90,22,NLLB_1.3b
16989,85,70,95,25,NLLB_1.3b
16990,85,70,90,21,NLLB_1.3b
16991,85,90,90,47,Unicamp_T5
16992,80,70,90,27,NLLB_1.3b
16993,85,70,90,36,NLLB_1.3b
16994,70,40,80,25,NLLB_1.3b
16995,85,70,90,38,NLLB_1.3b
16996,75,60,80,32,NLLB_1.3b
16997,85,60,90,36,NLLB_1.3b
16998,75,80,85,37,NLLB_1.3b
16999,90,95,100,23,NLLB_1.3b
17000,70,80,85,40,NLLB_1.3b
17001,85,80,90,27,NLLB_1.3b
17002,60,45,55,28,MarianMT
17003,70,55,60,23,MarianMT
17004,85,70,90,26,NLLB_1.3b
17005,70,50,90,24,NLLB_1.3b
17006,75,60,40,39,MarianMT
17007,85,75,90,40,NLLB_1.3b
17008,75,60,80,31,NLLB_1.3b
17009,85,60,90,23,NLLB_1.3b
17010,90,70,85,38,MarianMT
17011,85,75,90,22,NLLB_1.3b
17012,70,45,60,43,MarianMT
17013,70,50,80,32,NLLB_1.3b
17014,70,40,80,16,NLLB_1.3b
17015,85,90,70,28,Unicamp_T5
17016,90,70,90,22,MarianMT
17017,85,45,90,39,NLLB_1.3b
17018,85,80,90,31,NLLB_1.3b
17019,85,70,90,27,NLLB_1.3b
17020,85,90,80,28,Unicamp_T5
17021,85,75,90,33,NLLB_1.3b
17022,85,90,95,20,NLLB_1.3b
17023,85,70,90,47,NLLB_1.3b
17024,40,20,60,32,NLLB_1.3b
17025,85,90,75,22,Unicamp_T5
17026,85,80,75,28,MarianMT
17027,70,60,45,36,MarianMT
17028,65,40,60,22,MarianMT
17029,85,75,90,54,NLLB_1.3b
17030,85,70,90,28,NLLB_1.3b
17031,75,60,80,34,NLLB_1.3b
17032,75,80,85,29,NLLB_1.3b
17033,85,75,90,26,NLLB_1.3b
17034,90,85,95,23,NLLB_1.3b
17035,70,65,75,36,NLLB_1.3b
17036,75,50,90,29,NLLB_1.3b
17037,85,70,90,25,NLLB_1.3b
17038,70,60,80,47,NLLB_1.3b
17039,60,75,80,34,NLLB_1.3b
17040,75,45,85,33,NLLB_1.3b
17041,85,90,95,34,NLLB_1.3b
17042,85,70,90,25,NLLB_1.3b
17043,85,70,90,30,NLLB_1.3b
17044,65,70,80,36,NLLB_1.3b
17045,85,90,95,35,NLLB_1.3b
17046,85,70,90,25,NLLB_1.3b
17047,80,70,90,21,NLLB_1.3b
17048,75,60,85,30,NLLB_1.3b
